"AK0141","AK0145","AK0164","AK0174","AK0175","AK0144","AK0147","AK0154","AK0155","AK0166","AK0168","AK0139","AK0161","AK0170","AK0200","AK0202","AK0204","AK0135","AK0140","AK0142","AK0157","AK0169"
1036.680061,1135.900081,460.720031,485.400032,729.220062,348.960014,188.699997,1206.520031,401.900043,403.120029,522.360035,1223.680111,296.120029,547.460033,510.760032,2185.360183,648.080043,1472.160091,460.060013,544.760063,414.680011,1230.080093
0,395.020043,0,0,0,0,0,0,0,0,0,694.360085,0,0,0,195.360039,0,634.160038,0,0,0,0
2158053.45372,1811058.98472,1928491.98772,736365.06692,672421.18122,1011145.07072,862624.27682,668800.30972,1093255.40172,958003.16972,1171293.59072,1962748.92872,2216189.42472,2022576.33072,2123615.09172,744655.27392,2623648.44872,779158.52692,997672.41272,931810.40672,1002190.30072,630769.72342
1622576.35381,1283476.00981,1454207.02581,422207.41131,520125.55841,906096.13971,812869.67561,670849.96861,969482.06681,872555.36391,958531.03981,1443528.99781,1461703.28581,1412536.21981,1468195.09981,655838.00691,1653552.32381,589044.95801,903875.52771,848232.24081,909758.42081,558966.03371
3749989.4732,3167542.9952,3081817.0722,1308930.4252,1040087.3362,1658504.5392,1299563.2182,949585.7659,1691736.9302,1538457.2332,1982247.3612,3275086.3012,3819793.9812,3453660.2662,3756226.4712,1293635.4822,4961291.4182,1150065.1632,1419908.4782,1468597.1542,1617708.6492,1010565.1712
3748360.80445,3176486.44545,3052944.11645,1225393.83645,1039680.53245,1681757.14945,1296595.19045,960144.72365,1712934.88045,1511954.50445,1995040.73845,3281940.65545,3850451.14945,3476372.50745,3773423.94245,1291588.17645,4961912.12245,1138693.21945,1431708.93245,1481021.94745,1606919.57945,899616.62875
3262882.43013,2268870.20313,2744824.17413,1054055.10213,864603.06913,1418960.01613,1045275.53113,803464.99673,1293488.71713,1300313.37113,1453216.14213,2778737.51613,2802298.73913,2539545.07313,2945303.94313,1070232.37313,2873612.31813,852616.73103,1231721.89213,1320913.13013,1404693.71713,855197.81943
4243749.30893,3353432.69593,3476755.11493,1216909.55793,1063528.53193,1822841.73193,1376445.28893,1039940.93293,1758855.67993,1653915.38893,2055271.83493,3684830.07793,4073095.72793,3659546.41293,4155995.90793,1459452.53893,4928941.29493,1189408.92593,1531298.55393,1626467.26793,1754911.49593,1156356.45593
3215397.22148,2816477.14248,2629735.00848,1061044.63948,811760.90318,1454614.67448,1145703.09748,870068.83618,1511564.81348,1298926.43148,1785688.41548,2844309.42648,3363271.00248,3035289.09748,3268332.37148,1110554.07648,4482028.02048,903808.26178,1268944.44248,1269107.60048,1440851.38848,869088.05658
3208915.32254,2816184.51054,2573681.97054,1066453.51754,839354.79974,1470906.79454,1137055.96954,879851.38344,1513298.60454,1322575.91454,1759778.14554,2844249.95254,3379997.74154,3034090.52454,3269471.06954,1140501.40854,4526740.85654,986605.71354,1270188.65454,1297223.36854,1398054.52754,881042.50244
3156444.30548,2763274.71548,2541153.01948,1084450.38148,875409.66968,1452747.77648,1122806.94548,866569.49868,1518493.97648,1292300.39648,1750913.87048,2772447.10048,3334197.64848,2979188.57348,3238192.16348,1116993.57148,4467941.10348,983410.15948,1235579.37948,1270500.32448,1380365.18048,808417.60278
5224893.23337,4234746.52937,4332144.40737,1698705.61937,1292475.98137,2219556.79137,1667825.20637,1228316.71637,2127847.62237,2017594.50437,2484845.23437,4683270.61237,5151952.69537,4681040.14237,5131871.13237,1762588.66337,6178585.33637,1557200.65637,1832006.06837,1936263.44237,2097457.34437,1398993.35637
3682277.56529,2667358.86329,3046089.81629,1036812.02829,1091623.07729,1487677.85129,1142813.12929,855380.13479,1457571.30329,1380272.49529,1951485.65429,3285409.31829,3927662.39729,3049870.87929,3632978.03329,1311746.99429,3191973.26529,1216731.29629,1373469.73029,1416333.47129,1455801.60329,1077914.02029
4210600.9557,2841513.9287,3582390.0637,1363407.1267,1184848.2367,1900507.5587,1635844.2627,1221740.4867,2147229.2947,1923832.6537,2467651.1407,3661773.6067,4156756.7087,3375628.3267,3779153.8037,1459515.0517,3508765.8037,1530620.6237,2155679.6377,2014296.8187,1956677.1327,1444975.9977
4412431.65195,3159348.46695,3690706.29895,1507628.09295,1272404.65195,1744907.15095,1357343.27295,958915.89195,1682280.14695,1646532.19895,2184383.16495,3957155.72095,4433126.53195,3627773.68395,4294759.94895,1473387.35295,3776061.50095,1361848.42895,1596908.40495,1662648.88095,1667900.53495,1174744.20495
4576413.63596,3246214.04696,3876142.59196,1290440.31496,1285293.20296,1762479.87396,1358666.85296,1000575.08896,1721480.60296,1693946.12096,2230649.54396,4042817.65896,4602388.94596,3797764.25396,4420113.01396,1531533.29396,3884584.26696,1438208.91596,1612298.73596,1695812.78196,1721982.51296,1236246.63696
4455271.40781,3236896.26381,3845122.78181,1347927.67381,1193312.98381,1786994.87081,1383281.24681,976356.65981,1728578.53081,1677597.63481,2208288.25281,4002466.65081,4537171.32281,3733991.68981,4330366.22781,1592487.97581,3846402.27681,1524619.49281,1597965.85181,1663826.27181,1724413.09881,1195639.69581
3032675.4816,1816794.3826,2638897.6656,665768.7604,803825.9074,1336349.2596,1183705.5686,886210.8676,1522975.5176,1368141.6906,1530172.2316,2441841.8336,2452557.5686,2173262.0816,2253696.7636,972876.7026,2177026.3656,1027361.7866,1668682.1786,1462077.9206,1406685.2246,1019536.6286
3044884.3399,1827437.3079,2639233.8179,848404.7048,769061.7333,1375820.7119,1219407.9769,891623.7059,1511184.1219,1392035.5209,1570120.9879,2478678.8359,2449146.4239,2218897.7949,2322928.4619,1000206.2609,2177683.3239,990190.2839,1671604.1529,1512689.0929,1408893.9479,979763.9489
3032813.2363,1801416.3843,2648301.7463,719369.9534,863403.4243,1343372.6383,1198994.4013,896378.6173,1504484.4553,1367525.6583,1538584.2623,2452638.7183,2385825.6193,2201780.7163,2290527.1433,978875.7913,2163607.2093,1076688.9743,1665015.5153,1494191.5463,1383239.9803,1056543.9523
3083159.59,1896464.331,2666395.678,721979.3427,819180.8875,1379841.568,1243011.83,919177.521,1509331.308,1377699.89,1543336.07,2544401.27,2471602.714,2312329.011,2403292.528,966586.429,2185260.607,1046992.138,1695654.647,1523710.43,1427015.901,1093935.878
2384022.30896,1994755.50096,1993111.46596,1816720.70596,1232913.30096,1127174.35896,951962.24736,660681.68896,1256110.33096,1346809.97096,1636437.30296,3200329.51196,2231506.78996,1666322.28996,2971928.25496,1088095.82396,2661907.79096,1248173.44496,1021892.74796,1595734.61596,975336.44896,1650297.12696
2717930.57811,2228640.15011,2286279.64511,1924521.72811,1301517.02311,1281991.28911,1070214.34311,719796.93831,1383888.17811,1490891.73811,1834858.69111,3636513.91811,2439010.39911,1975561.84811,3291668.69811,1124352.82211,2830967.04611,1274372.83411,1155618.73111,1745751.76711,1088977.09411,1854108.32511
2297747.80919,1892883.93219,1929708.46119,1734077.75519,1159729.14519,1106321.22019,914775.30809,642296.81689,1248214.21919,1291190.40719,1560017.19219,3043096.51919,2144137.29619,1633215.18819,2802639.90819,1019565.27919,2491772.18119,1161811.79719,979879.36119,1515823.51919,949853.17029,1620941.74119
2849430.00114,2310338.62814,2372963.27114,1967798.10714,1309497.19214,1284451.70114,1066487.23114,736645.53134,1401199.85314,1459181.61914,1825596.84914,3734623.62014,2545208.35214,2083777.32314,3423895.31014,1123081.11114,2927501.57814,1315201.68214,1185513.38614,1757839.88814,1113812.24314,1786321.43214
1982941.41211,1519259.58411,1698497.96711,1357951.57611,910320.40641,916901.46911,771000.61881,529415.23981,1023062.27511,1026433.58711,1291776.78811,2336472.89011,1770183.33311,1438804.80011,2184237.26711,878742.55831,2005846.72611,1030434.55411,882338.83751,1184933.11211,834641.67901,1232212.04811
1411169.86519,865174.50099,1190143.17119,372614.98789,326721.54559,527551.19589,463148.51439,318461.56329,563247.83839,546379.34079,686350.66429,1151133.71219,1096536.26619,984330.88519,1132149.41719,392972.48849,1029521.70619,441363.42709,623407.90219,598714.54339,563074.21419,471516.19829
2858358.98874,2355831.20574,2399787.87674,2024626.14574,1284394.47174,1273974.93274,1066482.47674,723346.36844,1416875.09674,1472778.15774,1742202.97774,3778988.22674,2589120.32874,2101287.87274,3422614.13374,1166677.22874,3003383.84274,1379257.34974,1202416.00074,1723458.38674,1113598.56274,1744694.23974
2621135.32491,2189892.12191,2205466.59691,1929787.89091,1306192.71691,1200439.03691,1008272.95091,700020.71421,1379754.47591,1423434.94791,1725006.12891,3509375.92991,2407895.07291,1885213.72091,3233905.68591,1172244.12291,2874711.39791,1308788.85991,1127512.03291,1686401.06291,1062206.09091,1740958.63491
1401620.1118,1695501.7358,1700019.4878,2141881.7248,1884968.2438,1455450.7538,1327790.8828,1472418.6718,1419684.9878,1945885.4258,1669722.4218,2134854.9958,1301618.6628,1475101.6668,1810188.0958,1659566.1538,3707046.5338,1733806.4278,1316843.6528,1587825.2268,1254612.4958,1715385.3998
1198539.9752,1197532.4172,1203941.9052,1640304.2842,1401331.0262,1153495.0552,1000524.9102,981703.5572,1203337.6162,1336284.1172,1209035.3362,1689768.4152,996458.2802,1211328.6302,1444874.9922,1255796.8842,2817145.5762,1331806.0302,949785.1452,1202065.8132,1010951.2622,1349733.6062
473548.3944,421013.9297,419461.3536,442046.1503,400696.7861,326417.0228,403269.0296,300011.8428,420237.5683,417832.392,449499.2541,569511.8907,438411.1849,467695.4888,559600.7033,390190.3079,1066808.6183,490013.159,356107.4483,364393.6282,410381.8494,380254.2272
539087.5435,465224.8553,503964.6053,469365.1801,384766.6294,373602.4233,456880.2557,299560.4226,478564.8355,427565.4962,496630.093,585522.5015,487930.989,523046.5582,646597.1407,427440.0336,1288566.7245,481725.4944,416166.1724,352465.6832,411643.1093,442641.8335
1267852.9043,1383598.7473,1155194.1453,1438158.8133,1160891.7843,998951.8163,888762.7853,753458.7921,958665.7833,1093479.6623,1097883.4913,1525414.0053,1160339.8553,1089473.2373,1514460.9833,1206277.9383,3206524.6513,1272548.8363,889000.6243,955387.0573,908365.4573,1050723.9013
551671.6523,540814.8788,501153.4755,606572.5228,493916.8331,465468.3539,489774.7526,358182.2094,575354.8815,475974.6374,553716.6601,936579.694,559842.3086,563162.8634,778231.0524,486904.7747,1608040.334,605958.0637,497027.8366,424208.5683,548605.5434,488297.1152
1689484.7238,2025328.7358,1930495.5618,2672276.6768,2408303.1238,1861701.8488,1751379.8078,1682002.0778,1577206.7728,2336713.2308,2000058.6838,2498440.6668,1470463.8968,1644985.4688,2096695.0918,2152686.3678,4425243.9588,2197977.4958,1624312.3868,1951602.4898,1613862.5528,2188757.6148
1149034.764,1121183.491,986465.144,1319224.531,963900.835,848817.203,858839.358,660061.7671,892600.801,960892.125,1051834.218,1475238.823,1077402.623,927869.58,1380988.91,1021281.678,2892306.357,1061256.848,776266.9407,787324.9723,800042.5226,948906.608
1012940.8688,1074200.2438,952614.0668,1285991.2788,918595.6858,832830.7974,773257.1191,596509.6999,819457.9953,871206.7918,961847.2598,1384383.1868,922964.6738,984814.1028,1261398.1618,973498.8888,2651287.2098,1027477.3538,713963.1496,735998.5983,682322.8462,890588.4818
2387715.742,1927406.896,2429911.619,1689588.7,2517378.062,2423798.381,2515101.561,1914204.827,2613707.144,2167245.177,2400966.086,2598282.217,2097931.613,2020612.901,2337565.462,2799193.548,5025872.354,2581645.634,2702399.305,2203019.12,2338627.977,2775728.12
966618.4209,932469.0509,846341.3782,1138396.1029,931652.3189,727533.7369,727798.2185,564696.6226,733074.8758,839439.7745,910878.8529,1308680.6219,898265.5029,823792.0635,1228886.1519,891715.3199,2444696.8039,975729.2319,743020.95,684416.8871,735474.6713,805686.423
1742914.4505,1412257.0145,1929320.9915,1503168.7025,1628144.9465,1474121.6255,1471932.5065,893253.3555,1331673.6385,1271084.6565,1607824.5605,1834490.7945,1745435.2035,1580443.3635,1733230.6725,1938505.8475,3166745.3695,1772070.4115,1330218.8345,1341392.6745,1471547.7155,1884261.0725
4883803.628,4014575.732,4967530.502,3559805.646,4926959.304,5070370.119,5407317.497,4161341.636,5316662.784,5075989.181,5092545.163,4941224.648,4170755.872,4213786.57,4781922.148,5451737.212,10489592.931,5420090.457,5224417.116,4914568.212,4961506.381,5365892.273
1249591.9159,1173060.6459,1349347.9389,1212817.9559,1427406.0699,1284648.7449,1389892.4149,1036125.8169,1430363.3829,1297400.2179,1340145.1689,1581483.7839,1247190.0349,1339609.3189,1349509.8009,1572464.9569,3259007.6499,1446183.8839,1452690.0099,1223195.7429,1280537.7809,1341374.3169
2792789.782,2187297.405,2724320.286,2503618.22,3438576.954,3473109.954,3639026.019,2989775.835,4019965.622,3424868.768,3577145.568,3386459.721,2300986.518,2399177.327,2981930.97,3379747.461,7406095.179,3290458.76,3800886.312,3060313.719,3319187.804,3171171.399
4484290.9237,4019533.5617,4553289.7977,3515223.7357,4494522.0127,4173915.9197,4324371.4097,2507638.8807,3824563.5827,3315203.7647,4215206.1057,4857351.9957,4627310.2727,3972898.7877,4235443.0307,5598230.2987,8407071.1957,4546429.3337,3842240.2377,3516744.0277,3898347.4907,4852166.1947
993119.5316,943012.4196,1090747.2166,1094358.5436,1050560.7586,997800.9496,1014902.6296,829009.7976,1173649.9566,975189.7236,1170323.8376,1487928.8566,918647.2596,884482.3016,1271270.7856,987490.6356,2774273.7326,1179419.8146,1071159.0976,874065.0976,1007726.6146,1006424.6816
3389817.012,3152490.936,3475366.627,2786717.192,3935004.653,3713393.61,4609771.318,3779528.041,4331749.049,3935238.346,4059395.971,4266997.842,2893760.307,3085881.13,3837630.156,3805264.492,8707664.245,4368406.532,4234651.916,4146719.344,3498210.998,4073692.356
4821807.1547,3496360.6947,4942751.9787,3736665.5997,4443133.5807,3598750.8047,4047811.9287,2545105.6427,3461862.6757,3338114.3807,3938301.4417,4482616.1267,4486671.2477,4106099.1747,4219685.4777,5165196.3157,8080591.8397,4755612.8727,3869350.5907,3301503.4387,3818970.7897,4976850.7337
4299456.1439,4125082.8299,4526077.2129,3665210.8259,4285290.1309,3658551.0279,3877636.7569,2481575.7379,3514852.3839,3139949.2049,3851463.0469,5037761.9209,4525591.0849,3597428.5029,3957146.4649,5286481.2709,8098117.8529,4627821.2379,3968038.4439,3400544.2189,3769418.4619,4816017.0839
3531196.852,3209234.55,3659437.209,2802460.021,4011005.761,3885144.318,4121283.203,3239968.289,4467042.542,4036772.753,4188192.4,3706141.32,2999696.768,3124233.121,3275820.717,4127881.382,8490389.82,4111302.601,4089437.785,3672259.742,4006482.677,4044905.751
1059324.3719,925904.7049,955447.5579,1046100.6919,1027377.0889,974174.9889,1000074.0869,859333.1779,1221951.3339,1072591.6959,1217210.6659,1411527.0539,973072.1419,1042465.5519,1282585.0829,1013350.9769,2776282.6609,1177517.5939,1080564.0559,913395.9999,1022822.0339,903047.7179
947482.8193,843787.0943,993007.2893,953729.6533,996998.6753,888332.8063,988424.9483,838907.7623,1118046.3573,926070.5653,1062686.3183,1214094.5943,874512.3063,917052.6413,1276892.7013,993399.8273,2675306.8003,1100760.6633,1022415.1943,827652.4163,1011875.5793,885348.0803
905822.5652,847193.8622,898097.0022,971333.2752,848801.4162,822793.6392,890458.2532,696130.0307,1031396.0002,866649.0392,1004035.2732,1096807.0752,896266.1862,935168.7042,1018562.2112,893244.7082,2537551.6562,1102882.0002,986718.2082,732653.4872,947746.1822,795620.3422
906592.5071,852871.6851,992793.0091,919422.2271,922724.0931,825650.6351,905818.6681,812981.6971,1074360.7361,912599.3661,1039871.6191,1123431.0341,845686.6061,796974.5331,1237385.1401,889889.2501,2612738.4201,980931.5351,875905.1641,789194.0751,904168.3531,750240.7501
1016623.0214,978618.5974,1010232.9434,1054661.5354,872812.3404,790263.4534,856759.8994,601621.1596,945410.3464,874403.7014,1176353.5484,1367827.7914,1012874.3394,1015401.0184,1329905.3284,945003.4764,2528976.0464,1104115.4524,834609.5114,702213.9303,942294.3274,832726.2584
783926.6336,807618.9361,782961.6904,863666.7619,725362.4108,674167.6593,631023.0051,537597.3812,701944.5252,624401.8634,737976.0943,967193.9339,823979.3422,752347.7319,961951.2819,781138.7062,2108278.6249,842378.018,653591.287,538672.1332,663519.1203,624733.905
1032763.7384,897988.4744,1057001.4724,1039582.9834,836130.3884,719508.0742,812551.3363,594318.6446,839819.0814,762751.0935,936152.7624,1306784.4734,1011531.1244,968105.1974,1216090.2824,881543.3104,2525566.9454,1012010.8804,736119.5737,676536.4071,821165.7474,782133.1583
1001150.5491,923591.8931,925799.7761,1024292.9761,874100.5701,773708.9163,699391.9518,596382.3034,872322.9031,779467.4176,918422.7481,1210287.3291,981800.8321,925923.0501,1161537.8941,843012.8343,2408513.0601,973097.4691,785242.2767,604297.2836,757467.4563,730329.6047
801943.7152,791503.7958,876001.424,998386.772,725035.5159,629657.2033,686316.6234,568212.1998,797671.3936,664079.5662,858175.281,1161741.805,941621.619,862768.664,1150532.256,812415.6452,2156254.524,890174.024,643832.8842,620116.7202,709891.8271,626490.6882
878621.9783,834291.2945,872749.5513,967297.6243,790182.3815,684570.5656,672617.4466,547067.6634,732585.7569,692489.4701,886290.5203,1290609.7563,860373.3573,803786.4033,992661.4183,815184.8694,2046998.2593,901487.3713,695966.9486,605597.2063,667201.372,660797.0068
869558.0438,905701.0818,755756.0368,1069595.7998,744774.6143,643570.5476,671084.2598,579354.5376,671375.8708,646020.3272,806851.9598,1094704.4788,893540.9588,774302.5899,1120403.5518,729146.4713,2691561.7108,837222.2998,589533.5209,544000.0426,760537.356,619718.5188
558733.94061,359025.62631,415761.19051,109421.00721,128645.50951,187976.91311,190311.03521,184352.59451,229658.65751,197107.17381,255656.31741,431758.15351,426227.59421,349743.60351,402407.68961,154664.95131,367923.88281,157833.74991,259301.89761,228985.09561,203075.45541,169883.19211
555882.17752,350063.40592,421186.54802,111502.90812,106380.68772,185302.45332,188715.31422,183479.33242,224492.33672,197547.25422,242426.79602,423358.83272,413433.30912,340966.36192,385002.34562,143647.03022,353511.26342,176526.15132,254597.33772,220126.27402,208390.75432,173050.37252
449452.41133,319006.90263,368621.28823,81289.40503,110520.70673,182319.13153,166244.95043,181992.73523,209062.21573,181835.83493,217047.93553,374461.10543,344477.06483,297648.18273,340301.16313,123783.60873,314329.88333,149270.73113,234714.31703,212469.47633,197037.29243,173619.45173
480803.61549,332702.16429,379869.28769,101276.52719,116394.02789,178655.85019,168349.65209,177193.65159,213886.07679,196253.63289,228299.09499,391654.54639,357051.62479,312750.00159,351621.78349,120784.42899,323536.86469,142435.88989,247186.65749,220595.75599,199894.25499,161375.64919
1089265.60946,871561.76026,956101.50946,223429.25396,327941.00046,654357.66676,622846.42676,545962.27776,711325.91256,682918.40426,712279.26586,965907.90646,979269.68146,895636.37716,950885.04846,369943.64726,1065996.57346,390218.76966,708978.69116,661237.88646,692679.34686,401451.00686
1117633.11461,870706.14191,963385.98861,224649.05401,341045.97971,653907.16831,639066.84951,562566.27891,743304.89341,694912.13441,718489.99351,972051.62761,952770.68761,919524.21861,960486.55361,441289.20851,1082436.35461,395828.39041,722305.21671,661243.08951,702540.51791,423651.09191
2155624.74521,1816030.63421,1903550.56821,715110.83461,621466.18771,996394.70321,868561.04831,657931.22981,1096325.20321,925638.56621,1164040.58721,1983235.48921,2205419.64721,2048497.36021,2093738.82021,805331.63091,2613375.76121,706873.07151,961523.77321,898539.79981,1003080.33421,629140.30481
1606441.2905,1256622.7835,1439952.3975,390404.3112,479501.0171,864145.1427,780991.0814,641195.0006,942130.6085,855911.6666,919696.1645,1436942.6545,1444993.0795,1376309.5955,1421390.9705,630477.6658,1611122.0555,557756.3026,880204.14,818380.796,894461.4985,532425.176
1348161.60854,1041025.44454,1174901.21754,296167.10154,381158.12654,746461.49264,705565.95064,606595.78614,808404.30144,758819.09344,804779.93944,1170218.53154,1148479.94454,1113004.97554,1170035.04454,511264.51524,1297021.70754,446946.13184,798146.77974,739754.12544,796892.77394,467158.95184
1202225.4996,943771.3906,1047155.8726,257491.6803,368431.6049,694383.4077,660810.8667,562164.4827,772673.2417,710231.3892,749853.3916,1062391.1146,1071767.8256,993436.1766,1079656.1096,437714.6091,1174217.1796,408931.248,733429.9478,685807.2224,731578.2327,438883.8344
3323341.69589,2875593.83989,2667815.70889,1189566.80289,880069.77689,1507126.79589,1183870.25689,886378.06559,1555305.97189,1332395.55489,1823574.38089,2909509.40789,3461984.01189,3095347.45189,3361611.63989,1131506.73289,4598369.04789,1030912.88589,1304904.53189,1317819.14489,1448502.64789,910982.87319
3233815.1331,2252080.3921,2750630.4261,897774.8544,787131.9499,1434156.7881,1081833.7341,812657.053,1306327.7141,1296780.4101,1446655.0491,2786852.3911,2795717.9411,2528611.2121,2933813.8101,1040882.5631,2889022.9191,875586.7857,1242648.5671,1318272.0281,1407359.0351,948364.4492
4249068.97197,3316438.63097,3490255.47997,1257100.75297,1047767.26897,1828569.50497,1384876.81697,1044990.55597,1751229.41097,1680006.76397,2050417.81697,3667761.49197,4084320.16797,3617688.34497,4129067.28097,1421762.87997,4901889.43997,1265077.25397,1535246.86897,1624377.37797,1742083.06197,1061156.98997
5046272.57707,4054457.80007,4110058.97707,1611958.34207,1392560.43907,2136560.33407,1582807.13707,1199723.65307,2061429.65607,1938247.79407,2418185.80707,4445629.98807,4916325.51207,4454681.45207,5020864.53407,1665909.40607,5940082.83907,1371134.24607,1777156.03207,1872881.49607,2004844.63707,1299745.35307
5192478.36222,4233055.34022,4348784.90722,1823140.60322,1397746.39222,2220526.90322,1666443.65122,1214586.89522,2136439.90422,2020367.06222,2510931.53922,4608222.16722,5187629.06922,4643147.75922,5185239.06222,1743251.88222,6149105.36422,1447218.15022,1857850.68222,1934570.76922,2115020.81722,1360955.83122
3656944.19287,2623512.12487,3052249.41187,1059447.66487,1074399.65087,1429888.08687,1155136.67387,834263.31217,1482218.42987,1381813.75887,1957838.19187,3261635.37187,3905647.32287,3067738.26087,3605397.00787,1312874.97787,3181435.97487,1329080.39787,1345101.20687,1396093.55187,1435288.39187,1016629.79887
4192163.0965,2856276.1375,3597363.4275,1258406.2245,1362592.6305,1906191.8315,1679246.3295,1216850.1505,2117762.1175,1912547.5995,2499996.6805,3651693.7315,4186809.2275,3394419.5665,3798125.4335,1453751.0935,3487579.6265,1509895.4715,2149358.5505,2016449.8035,1936548.7015,1333711.4205
4289953.6119,2906860.9839,3656218.4659,1191727.1089,1337145.8389,1949294.4549,1691538.9599,1261926.5259,2138580.6019,1973404.5829,2510363.8759,3745459.4639,4242182.5239,3451270.7939,3868899.9079,1518562.7879,3568437.1409,1669968.3309,2156268.3029,2049316.8919,1979334.8279,1376631.0929
4276471.7187,2920639.3027,3614383.6677,1132239.8917,1185770.2787,1904674.2737,1664899.2097,1225286.0117,2134406.0337,1923602.2217,2485550.9587,3754635.1417,4247963.8647,3434454.3557,3825455.0877,1624563.3987,3576367.0177,1593281.3347,2187084.6377,2023530.4487,1985855.7857,1422986.3977
4088619.7838,2806715.7698,3502244.9488,1189216.6298,1288922.0748,1868555.1248,1612796.0838,1193174.7598,2070997.7478,1854259.9958,2416716.4538,3585411.1648,4115803.8428,3324856.3408,3711059.8978,1491082.1998,3446179.8628,1617899.6038,2061842.6348,1942029.1948,1890174.0078,1258248.4848
3558359.06319,2519836.86919,3028257.00619,1039897.95719,1103640.00519,1569095.24819,1352888.26519,997400.90219,1715702.95119,1524828.30319,2101508.36219,3147712.45019,3680337.04819,2947306.51119,3349890.02819,1093704.02919,3053103.20919,1332874.00319,1683195.36519,1614370.90419,1603901.20319,1117081.54019
3547620.28512,2602820.79212,2938246.00212,1053879.84112,1117325.56612,1488535.97212,1183983.46612,856711.01872,1464601.79712,1391944.49712,1911041.70012,3225596.47612,3675412.01612,3131437.61212,3399058.89912,1331177.62912,2894873.54912,1139437.56912,1446308.94112,1431664.95912,1465983.95112,1150868.89312
1599905.04413,933180.43133,1349123.80413,381637.74253,386543.54633,556576.32823,488168.59193,340822.20673,600380.42233,580414.66413,736507.53823,1222354.23313,1228452.66113,1112220.01913,1241834.59613,425219.08843,1130861.11913,458552.45213,674383.82313,653272.96723,599032.28043,488812.57193
1579499.73109,920551.70949,1345531.28909,407593.95379,391254.04739,544073.97499,456223.86969,339226.68829,584079.68279,573308.26169,708834.05299,1248550.69809,1243392.85209,1092687.17409,1223037.11709,422670.28759,1101521.11209,464759.33069,661422.26939,626241.03969,573595.86119,495088.77079
1553097.08291,922136.50661,1343105.31191,369377.67071,346031.52561,519559.53931,464710.97471,320273.36191,583865.90531,550337.45791,681650.08571,1222133.26591,1203195.14391,1077784.72491,1211864.30091,424221.27171,1090326.21991,499774.29551,666063.43141,628934.30441,579115.30701,440673.33361
1735794.27123,1045531.88123,1492883.91123,431025.95143,488751.53513,674370.69353,601354.62673,434373.23023,753860.65083,701036.99463,827084.21893,1394738.02323,1395722.71023,1212787.07723,1372434.16923,525836.93973,1255474.88823,557620.03943,836617.67693,766900.31493,715113.60133,609842.12463
2683407.4492,1613589.9162,2344813.0002,624093.9684,782290.9164,1279912.8302,1137190.8342,856566.337,1443766.1632,1310283.8902,1448781.4982,2160679.2472,2081643.0692,1969651.3502,2034487.8232,900673.3572,1910172.9572,982095.3032,1583140.5892,1385914.8182,1312649.0782,952462.1502
2915479.7395,1793642.4845,2532393.0795,674794.1409,770686.1721,1331587.3705,1212644.2035,896518.4865,1497463.2555,1373175.9205,1514451.4065,2380498.5455,2347075.2335,2133234.2185,2238690.0085,910352.6235,2092551.4745,994619.1375,1638850.4495,1472890.1435,1367471.1165,980360.2675
