lipid,type,LogFC_cKO,PValue_cKO,FDR_cKO,LogFC_WT,PValue_WT,FDR_WT,min_PValue,min_FDR,LogFC_difference,LogFC_difference_abs
[TG(60:3)]_FA18:1,TAG,-0.338926849101306,0.2699973776350151,0.571983405498025,-0.2531013718131553,0.4399403226252463,0.784107017269516,0.2699973776350151,0.571983405498025,-0.08582547728815071,0.08582547728815071
PI(O-38:6) | PI(P-38:5),PI,-0.3385540552921769,0.2705172017986651,0.571983405498025,0.0356893323796232,0.9134886047764392,0.9909330421616108,0.2705172017986651,0.571983405498025,-0.3742433876718001,0.3742433876718001
[TG(60:1)]_FA18:0,TAG,-0.338011958451624,0.2712798552087044,0.5725316132296324,-0.5030548849737341,0.1245055304805688,0.4742615245023196,0.1245055304805688,0.4742615245023196,0.16504292652211006,0.16504292652211006
[TG(60:8)]_FA18:0,TAG,-0.3378248371158712,0.2715413796880688,0.5725316132296324,-0.3989046240196265,0.2232555356144006,0.5964502663277457,0.2232555356144006,0.5725316132296324,0.06107978690375532,0.06107978690375532
[TG(58:10)]_FA16:0,TAG,-0.3373378203266336,0.2722314910393956,0.5731793840871663,-0.5810717582930559,0.076010142065983,0.4119553089971299,0.076010142065983,0.4119553089971299,0.2437339379664223,0.2437339379664223
[TG(52:1)]_FA16:1,TAG,-0.3349476607028065,0.275614795293813,0.5746352129336719,-0.5827709034097436,0.0751502664278458,0.4119553089971299,0.0751502664278458,0.4119553089971299,0.24782324270693706,0.24782324270693706
[TG(60:0)]_FA18:2,TAG,-0.3347759912833973,0.2758730576805271,0.5746352129336719,-0.4159178172418489,0.2041233796641826,0.5809366907933107,0.2041233796641826,0.5746352129336719,0.0811418259584516,0.0811418259584516
LPC(10:0),PC,0.3337199217493447,0.2740354193587535,0.5746352129336719,0.3406628169500853,0.3018415532811032,0.6795992295613865,0.2740354193587535,0.5746352129336719,-0.006942895200740651,0.006942895200740651
LPE(15:0),PE,-0.3353851177191963,0.2749960893078975,0.5746352129336719,-0.3155280311730431,0.3355024080465563,0.7039569661283176,0.2749960893078975,0.5746352129336719,-0.019857086546153202,0.019857086546153202
LPG(20:1) | PG(20:1)_2,PG,0.3333347461921538,0.2745739230280145,0.5746352129336719,0.5039135504937248,0.1278367666233019,0.4794601616443683,0.1278367666233019,0.4794601616443683,-0.17057880430157096,0.17057880430157096
PE(P-42:4),PE,0.3340658906737894,0.2735266575814223,0.5746352129336719,-0.1692796935806136,0.605674665974373,0.8897889842626462,0.2735266575814223,0.5746352129336719,0.503345584254403,0.503345584254403
PI(26:1),PI,-0.3346827225405606,0.2759937996655378,0.5746352129336719,0.0034943690356593,0.9915099878453776,0.9975070240621844,0.2759937996655378,0.5746352129336719,-0.3381770915762199,0.3381770915762199
PI(O-28:0),PI,-0.3349633712523377,0.2755983519918393,0.5746352129336719,0.0804864191861644,0.8065517326942835,0.973704346484218,0.2755983519918393,0.5746352129336719,-0.4154497904385021,0.4154497904385021
[TG(56:2)]_FA16:0,TAG,-0.3324410627904557,0.2792076119221731,0.5792422353355553,-0.4490163045981075,0.1703555809347965,0.5441275392990548,0.1703555809347965,0.5441275392990548,0.11657524180765177,0.11657524180765177
LPS(15:1),PS,-0.3323259698188722,0.2793673306027194,0.5792422353355553,0.1050811839103812,0.7492619602311799,0.9541802822610508,0.2793673306027194,0.5792422353355553,-0.4374071537292534,0.4374071537292534
PG(36:4),PG,0.3300654865044339,0.2793123389279242,0.5792422353355553,0.1711116120074209,0.6030705583890041,0.8897889842626462,0.2793123389279242,0.5792422353355553,0.158953874497013,0.158953874497013
[TG(52:4)]_FA16:0,TAG,0.3277810268370807,0.2826526701517471,0.5852434954594268,0.2054405244412848,0.5326178123620888,0.849125521944672,0.2826526701517471,0.5852434954594268,0.12234050239579591,0.12234050239579591
LPI(18:1) | PI(18:1)_2,PI,-0.3297502589576616,0.2830921900122258,0.5853439343208592,-0.2407796162924459,0.4625418163259668,0.794065480550427,0.2830921900122258,0.5853439343208592,-0.08897064266521568,0.08897064266521568
1-O-myristoyl-Cer(d18:1/16:0),Cer,0.3271652030354597,0.2839667592597663,0.5857554617450499,0.8361500421866833,0.0122243598485954,0.2111041275096315,0.0122243598485954,0.2111041275096315,-0.5089848391512236,0.5089848391512236
LPI(18:1) | PI(18:1),PI,-0.3290749085397195,0.2840737910667376,0.5857554617450499,-0.2542770049646026,0.4378023098850673,0.7839593993994567,0.2840737910667376,0.5857554617450499,-0.0747979035751169,0.0747979035751169
[TG(60:7)]_FA18:1,TAG,-0.3283348637724009,0.2851600144046442,0.5871864395649964,-0.3940505243599417,0.2289472703690173,0.6058525804318715,0.2289472703690173,0.5871864395649964,0.0657156605875408,0.0657156605875408
[TG(58:0)]_FA18:2,TAG,-0.3268758975322623,0.2872931600379035,0.588692389286202,-0.4289646122350874,0.1902711511304194,0.5632521810466954,0.1902711511304194,0.5632521810466954,0.1020887147028251,0.1020887147028251
LPG(22:0) | PG(22:0),PG,0.3247216386904887,0.2871832334759613,0.588692389286202,0.3918316974886042,0.2354088115957699,0.6132792316751677,0.2354088115957699,0.588692389286202,-0.06711005879811549,0.06711005879811549
PG(42:1),PG,0.3249928470507083,0.2867790329509396,0.588692389286202,0.3276357457141181,0.3205835263006176,0.6985641031616079,0.2867790329509396,0.588692389286202,-0.002642898663409776,0.002642898663409776
PI(44:6),PI,-0.3267735044242967,0.2874643530849791,0.588692389286202,-0.1125571428281784,0.7315177418603543,0.9514179492310604,0.2874643530849791,0.588692389286202,-0.2142163615961183,0.2142163615961183
[TG(60:1)]_FA16:1,TAG,-0.3248193716282376,0.2903253945711528,0.5931653011076542,-0.6107496049258759,0.0622036486361671,0.4119553089971299,0.0622036486361671,0.4119553089971299,0.28593023329763834,0.28593023329763834
PI(44:1),PI,-0.3247567427426447,0.2904409924595261,0.5931653011076542,-0.1085043923748055,0.740843338388757,0.9519677919038364,0.2904409924595261,0.5931653011076542,-0.2162523503678392,0.2162523503678392
Cer(d14:1(4E)/26:0(2OH)),Cer,-0.3233089246771705,0.2925496909681567,0.5958461052780009,-0.4683495197921531,0.1526765590238749,0.5211024828150728,0.1526765590238749,0.5211024828150728,0.14504059511498263,0.14504059511498263
PS(36:4),PS,0.3212444429419675,0.2923790616256398,0.5958461052780009,0.0957883324932189,0.7707616126807392,0.9653250529300096,0.2923790616256398,0.5958461052780009,0.22545611044874864,0.22545611044874864
PI(O-42:2),PI,-0.3228112203166387,0.2933144138086951,0.5965919530864355,-0.0286077507129509,0.9305609243513068,0.9909330421616108,0.2933144138086951,0.5965919530864355,-0.2942034696036878,0.2942034696036878
PI(P-38:6),PI,-0.3213672159345471,0.2954426696746166,0.6001053955263244,0.0565895141651,0.8632634741913535,0.9899123625760864,0.2954426696746166,0.6001053955263244,-0.3779567300996471,0.3779567300996471
PI(O-36:3) | PI(P-36:2),PI,-0.3205468661842107,0.2966767218316747,0.6017954642032752,-0.093241641530281,0.7762613285167516,0.9653250529300096,0.2966767218316747,0.6017954642032752,-0.2273052246539297,0.2273052246539297
Cer(d18:0/20:0),Cer,0.3182269256491606,0.2973210270768046,0.6022863024817002,0.6000312220074148,0.0705618162394017,0.4119553089971299,0.0705618162394017,0.4119553089971299,-0.28180429635825416,0.28180429635825416
[TG(54:2)]_FA18:2,TAG,-0.3188915514496059,0.299155765052834,0.6051840274109359,-0.3010412533649907,0.3581870301617977,0.7250849644449532,0.299155765052834,0.6051840274109359,-0.01785029808461519,0.01785029808461519
[TG(54:3)]_FA16:1,TAG,0.3164179544300274,0.2997007230795419,0.6054682624157547,-0.1749318106508823,0.5936696672843408,0.887116016182306,0.2997007230795419,0.6054682624157547,0.4913497650809097,0.4913497650809097
PE(18:4),PE,-0.3178326287648003,0.3007650674216245,0.6067996036794769,-0.4520223838059953,0.1675143222126214,0.5419614969939375,0.1675143222126214,0.5419614969939375,0.134189755041195,0.134189755041195
[TG(54:2)]_FA16:0,TAG,0.3152771124767525,0.3014488415806629,0.6073605866033005,-0.1599938020560438,0.6256106984652278,0.9001120856631164,0.3014488415806629,0.6073605866033005,0.4752709145327963,0.4752709145327963
PE(52:4),PE,0.3138423578462522,0.3036827547367067,0.6110390911839381,-0.2522916275672272,0.4414236727181875,0.784107017269516,0.3036827547367067,0.6110390911839381,0.5661339854134794,0.5661339854134794
[TG(54:1)]_FA18:2,TAG,-0.3145525788477833,0.3057500967828227,0.6112182108773844,-0.2382901836274606,0.4671916971472724,0.7983636009004574,0.3057500967828227,0.6112182108773844,-0.07626239522032272,0.07626239522032272
[TG(58:4)]_FA16:0,TAG,-0.314703475232539,0.3055268288595729,0.6112182108773844,-0.5196780318506784,0.1125376636270528,0.4524034498191184,0.1125376636270528,0.4524034498191184,0.2049745566181394,0.2049745566181394
PE(46:1),PE,0.3123413484176568,0.305995855654999,0.6112182108773844,-0.0901035251547612,0.7836126126822093,0.9654881326627714,0.305995855654999,0.6112182108773844,0.402444873572418,0.402444873572418
PG(38:9),PG,0.3121972059212721,0.306199084677562,0.6112182108773844,0.1737388885510362,0.597528040425624,0.8874002743225785,0.306199084677562,0.6112182108773844,0.1384583173702359,0.1384583173702359
PI(20:1),PI,-0.3154130678529664,0.3044352117596101,0.6112182108773844,0.3304261647558362,0.3165008987101229,0.6916815260862101,0.3044352117596101,0.6112182108773844,-0.6458392326088026,0.6458392326088026
PI(44:8),PI,-0.3142614818831358,0.3062215485357637,0.6112182108773844,-0.067165554945508,0.8378381810508531,0.9837095157227284,0.3062215485357637,0.6112182108773844,-0.2470959269376278,0.2470959269376278
PI(36:3),PI,-0.3131481406254585,0.3079056323389273,0.6137612937568233,0.0713425390592772,0.8281461608099712,0.979516693690988,0.3079056323389273,0.6137612937568233,-0.3844906796847357,0.3844906796847357
PI(42:0),PI,-0.3128181346914554,0.3084291294822893,0.6139872431316317,-0.0948867450840334,0.7724255541433,0.9653250529300096,0.3084291294822893,0.6139872431316317,-0.21793138960742203,0.21793138960742203
[TG(50:3)]_FA16:1,TAG,-0.3119971469872954,0.309670666880201,0.6142314929811397,0.0496422583893311,0.8799039152611763,0.9899123625760864,0.309670666880201,0.6142314929811397,-0.36163940537662653,0.36163940537662653
[TG(60:12)]_FA16:0,TAG,-0.3108245315268426,0.3114947386573483,0.6142314929811397,-0.6306477522535453,0.05416198659542,0.4119553089971299,0.05416198659542,0.4119553089971299,0.3198232207267027,0.3198232207267027
[TG(60:3)]_FA16:1,TAG,-0.3106086060387948,0.3118342916938317,0.6142314929811397,-0.5348906792893988,0.1024005815253499,0.4360768322724271,0.1024005815253499,0.4360768322724271,0.224282073250604,0.224282073250604
[TG(60:5)]_FA20:4,TAG,-0.3107665289603921,0.311574428412999,0.6142314929811397,-0.5196278431154908,0.1125627491296368,0.4524034498191184,0.1125627491296368,0.4524034498191184,0.20886131415509873,0.20886131415509873
LPC(20:4),PC,-0.3118330356113654,0.3099283004222616,0.6142314929811397,-0.2219707398316149,0.4982796754681279,0.8284586277191559,0.3099283004222616,0.6142314929811397,-0.0898622957797505,0.0898622957797505
PC(40:3),PC,0.3094465851265769,0.3104826721691304,0.6142314929811397,0.1566327229291866,0.6340092783335874,0.9059836498968264,0.3104826721691304,0.6142314929811397,0.15281386219739032,0.15281386219739032
PE(P-42:0),PE,0.3099649020333809,0.3096874428928802,0.6142314929811397,-0.1339752559122238,0.6829215140662251,0.925188693716868,0.3096874428928802,0.6142314929811397,0.4439401579456047,0.4439401579456047
PI(40:3),PI,-0.3108588567793839,0.3114462386701189,0.6142314929811397,-0.0246272372946805,0.940204301909796,0.991035192418787,0.3114462386701189,0.6142314929811397,-0.28623161948470344,0.28623161948470344
[TG(60:6)]_FA16:0,TAG,-0.3095666114712521,0.3134484852715338,0.6145027083298108,-0.5855870461795535,0.0737628199150331,0.4119553089971299,0.0737628199150331,0.4119553089971299,0.2760204347083014,0.2760204347083014
PG(34:5)_2,PG,0.3074574372145189,0.3136139406572982,0.6145027083298108,0.8571393620271942,0.0102031749267981,0.1958224726335498,0.0102031749267981,0.1958224726335498,-0.5496819248126753,0.5496819248126753
PI(36:8),PI,-0.3097392553214517,0.3131756617314837,0.6145027083298108,0.1745338676969739,0.5958613272688156,0.8872491339456939,0.3131756617314837,0.6145027083298108,-0.4842731230184256,0.4842731230184256
PI(44:2),PI,-0.3099347692579445,0.3129014124744136,0.6145027083298108,-0.061760146044129,0.8507384663696307,0.9895536007422976,0.3129014124744136,0.6145027083298108,-0.2481746232138155,0.2481746232138155
[TG(60:2)]_FA16:0,TAG,-0.3089929285736184,0.3143452846166398,0.6151305765635423,-0.5272337683213529,0.1074097735400006,0.4441779861585109,0.1074097735400006,0.4441779861585109,0.21824083974773456,0.21824083974773456
[TG(50:0)]_FA16:1,TAG,-0.3058554651185179,0.3192472874324684,0.6230941190174775,-0.3217600841084042,0.326032257571086,0.7016300954783076,0.3192472874324684,0.6230941190174775,0.015904618989886266,0.015904618989886266
[TG(52:5)]_FA20:0,TAG,-0.3060926439493119,0.318878312001517,0.6230941190174775,-0.2229053461862226,0.496475095517733,0.8272667346144629,0.318878312001517,0.6230941190174775,-0.08318729776308931,0.08318729776308931
[TG(52:2)]_FA18:2,TAG,-0.3036471410452053,0.3227310135851829,0.6249481898377088,0.0311459288412263,0.9244612627677244,0.9909330421616108,0.3227310135851829,0.6249481898377088,-0.3347930698864316,0.3347930698864316
[TG(54:5)]_FA20:0,TAG,-0.3041791340273038,0.3218975927004827,0.6249481898377088,-0.1677692171062501,0.6088958478289116,0.8927689365326941,0.3218975927004827,0.6249481898377088,-0.1364099169210537,0.1364099169210537
LPG(17:1) | PG(P-18:0),PG,0.3018900637633793,0.3224679019951604,0.6249481898377088,-0.1875328125373873,0.5673163979825268,0.8764423609699098,0.3224679019951604,0.6249481898377088,0.4894228763007666,0.4894228763007666
PG(P-28:0),PG,0.3026538517175697,0.321239634665368,0.6249481898377088,-0.0880466625142371,0.788427800980548,0.9661226764946428,0.321239634665368,0.6249481898377088,0.3907005142318068,0.3907005142318068
PG(P-38:6),PG,0.3014825769756588,0.3231195049661901,0.6249481898377088,0.0964494257740918,0.7692245310561473,0.9648007154836888,0.3231195049661901,0.6249481898377088,0.20503315120156698,0.20503315120156698
PI(40:5),PI,-0.3044671389180136,0.3214422302806921,0.6249481898377088,-0.0929442333742271,0.7769573530383727,0.9653250529300096,0.3214422302806921,0.6249481898377088,-0.2115229055437865,0.2115229055437865
PI(42:8),PI,-0.304461979423347,0.3214600006915153,0.6249481898377088,-0.093524897858196,0.7756040852712165,0.9653250529300096,0.3214600006915153,0.6249481898377088,-0.210937081565151,0.210937081565151
PI(44:0),PI,-0.3026707651202145,0.3243147704312036,0.6264505952716283,-0.0880891244386724,0.7883417432975144,0.9661226764946428,0.3243147704312036,0.6264505952716283,-0.21458164068154212,0.21458164068154212
LPG(22:0) | PG(22:0)_2,PG,0.2995970605248989,0.3261656595957615,0.628584960423099,0.3595047646174165,0.27603333568251,0.6497199740828892,0.27603333568251,0.628584960423099,-0.05990770409251761,0.05990770409251761
LPS(17:2),PS,0.2995346540148259,0.3262595285562778,0.628584960423099,-0.1638201955602875,0.6173560080632668,0.8946582227209201,0.3262595285562778,0.628584960423099,0.4633548495751134,0.4633548495751134
[TG(60:1)]_FA16:0,TAG,-0.3006623006495492,0.3275035056920433,0.6293708709983801,-0.5341825858120662,0.102855753919644,0.4361899819198502,0.102855753919644,0.4361899819198502,0.23352028516251705,0.23352028516251705
[TG(60:5)]_FA18:1,TAG,-0.3006578781997678,0.3275082889163246,0.6293708709983801,-0.323986344916252,0.3227014404707103,0.7011379628224288,0.3227014404707103,0.6293708709983801,0.023328466716484197,0.023328466716484197
PG(34:1),PG,0.2983532620768969,0.328176090383499,0.6298456503898693,0.3636864813347507,0.2705163103219063,0.6454982370127035,0.2705163103219063,0.6298456503898693,-0.06533321925785379,0.06533321925785379
[TG(60:4)]_FA18:2,TAG,-0.2999364154854892,0.3286653339135951,0.6299769588587092,-0.2703230945991098,0.4094182681043692,0.766123934190301,0.3286653339135951,0.6299769588587092,-0.029613320886379413,0.029613320886379413
[TG(50:2)]_FA16:0,TAG,-0.2993679458045047,0.3295637909763356,0.6308912980710671,0.0450031876451996,0.8910475301216362,0.9909330421616108,0.3295637909763356,0.6308912980710671,-0.3443711334497043,0.3443711334497043
PG(32:3),PG,-0.2990155381341918,0.3301363012434443,0.631180131496087,-0.0250108595021458,0.9392732940906532,0.991035192418787,0.3301363012434443,0.631180131496087,-0.274004678632046,0.274004678632046
LPS(20:1) | PS(20:1),PS,0.2967170840222674,0.3308406521105682,0.6317199696550008,0.3870405629546819,0.2411397949921742,0.618127179971378,0.2411397949921742,0.618127179971378,-0.09032347893241455,0.09032347893241455
PG(32:2),PG,-0.2980856203170394,0.3316294359824329,0.6324194467079007,-0.0181196126028473,0.9559876649993494,0.994176980824487,0.3316294359824329,0.6324194467079007,-0.2799660077141921,0.2799660077141921
[TG(60:10)]_FA16:1,TAG,-0.2974634560973402,0.3326506995266676,0.6326103659684627,-0.4773949356600991,0.144914948923602,0.5080507694113167,0.144914948923602,0.5080507694113167,0.1799314795627589,0.1799314795627589
CerP(d18:1/16:0),Cer,0.2955376227102125,0.3329973068691707,0.6326103659684627,0.4050749983069572,0.2202655968618562,0.5946972399535834,0.2202655968618562,0.5946972399535834,-0.1095373755967447,0.1095373755967447
PI(36:5),PI,-0.2974224395479018,0.3327198100490254,0.6326103659684627,0.0336478927527691,0.9184186498138132,0.9909330421616108,0.3327198100490254,0.6326103659684627,-0.3310703323006709,0.3310703323006709
[TG(58:0)]_FA16:1,TAG,-0.2969599756244509,0.3334561715452206,0.6326792000040498,-0.4091587078442439,0.2115711326875493,0.5870286463208662,0.2115711326875493,0.5870286463208662,0.11219873221979298,0.11219873221979298
CerP(d18:1/24:1(15Z)),Cer,0.294235954513048,0.335280516581418,0.635189270769526,0.6817665965051416,0.0402829363178861,0.3982110265122925,0.0402829363178861,0.3982110265122925,-0.3875306419920936,0.3875306419920936
PG(P-42:4),PG,0.2937983205118082,0.335627730914292,0.635189270769526,-0.0039547852138872,0.99039073837492,0.9972611616241324,0.335627730914292,0.635189270769526,0.2977531057256954,0.2977531057256954
[TG(60:0)]_FA16:1,TAG,-0.294850981160853,0.3368930950371592,0.6359759940361001,-0.6170441868943959,0.0595602826572364,0.4119553089971299,0.0595602826572364,0.4119553089971299,0.3221932057335429,0.3221932057335429
LPS(20:1) | PS(20:1)_2,PS,0.2930928228115014,0.3367897437992465,0.6359759940361001,0.3816601287842614,0.2476981278429043,0.6239623911719968,0.2476981278429043,0.6239623911719968,-0.08856730597276002,0.08856730597276002
PG(O-36:4),PG,0.2923291637593494,0.3380522338576378,0.6373604459507353,-0.032905753851334,0.9201543164224156,0.9909330421616108,0.3380522338576378,0.6373604459507353,0.3252349176106834,0.3252349176106834
PE(30:2),PE,-0.2936194578440167,0.338894158954873,0.6380936010176225,-0.4424403427260047,0.1767045816049241,0.5522479304020279,0.1767045816049241,0.5522479304020279,0.14882088488198797,0.14882088488198797
PI(42:1),PI,-0.2931294613259186,0.3397198396867369,0.6380936010176225,-0.0289731527395898,0.9296761971412428,0.9909330421616108,0.3397198396867369,0.6380936010176225,-0.2641563085863288,0.2641563085863288
PS(O-40:3),PS,0.2915113939628276,0.3394083446911422,0.6380936010176225,0.2140490954655433,0.5156450061088084,0.8433413032803222,0.3394083446911422,0.6380936010176225,0.07746229849728431,0.07746229849728431
[TG(54:4)]_FA20:0,TAG,-0.2909944462046591,0.343209869504055,0.6384241408667849,-0.4227310553295316,0.1967934763028866,0.5700748123641113,0.1967934763028866,0.5700748123641113,0.1317366091248725,0.1317366091248725
[TG(60:6)]_FA18:1,TAG,-0.2915360804508353,0.3423236287748413,0.6384241408667849,-0.3758253280157816,0.2512298383389197,0.6239623911719968,0.2512298383389197,0.6239623911719968,0.08428924756494632,0.08428924756494632
[TG(60:7)]_FA16:1,TAG,-0.2909406266554155,0.3433075707399879,0.6384241408667849,-0.6037866748379813,0.065240238676138,0.4119553089971299,0.065240238676138,0.4119553089971299,0.31284604818256584,0.31284604818256584
[TG(60:8)]_FA18:1,TAG,-0.2919786404115883,0.3415922347130188,0.6384241408667849,-0.3669763385599022,0.2625743661100342,0.6388314102355626,0.2625743661100342,0.6384241408667849,0.07499769814831392,0.07499769814831392
LPE(15:1),PE,-0.2916315089395089,0.3421568031799362,0.6384241408667849,-0.3765595328079459,0.2502935780832802,0.6239623911719968,0.2502935780832802,0.6239623911719968,0.08492802386843701,0.08492802386843701
PE(34:4),PE,0.2895131829198073,0.3427406562128827,0.6384241408667849,-0.1026427161297985,0.7543792879004295,0.9572273982852936,0.3427406562128827,0.6384241408667849,0.3921558990496058,0.3921558990496058
PI(36:2),PI,-0.2916247180154453,0.3421697801883593,0.6384241408667849,0.151657364627166,0.6448033571600601,0.9089265229352174,0.3421697801883593,0.6384241408667849,-0.4432820826426113,0.4432820826426113
PI(36:7),PI,-0.2914318689878929,0.3424927586145178,0.6384241408667849,0.1187413986023671,0.7180307258890325,0.9428877163648084,0.3424927586145178,0.6384241408667849,-0.41017326759026,0.41017326759026
Cer(d18:0/h24:0),Cer,0.2878840318931419,0.345738875423118,0.6397664975382047,0.4424954897186112,0.1808879265725167,0.5545368567360534,0.1808879265725167,0.5545368567360534,-0.1546114578254693,0.1546114578254693
LPI(20:1),PI,-0.2898271257841476,0.3451402795695822,0.6397664975382047,0.2904167311110643,0.378334466096578,0.7393821093297355,0.3451402795695822,0.6397664975382047,-0.580243856895212,0.580243856895212
PE(30:0),PE,0.2882667768472846,0.3448217990014414,0.6397664975382047,-0.0292792864625439,0.9289323981936431,0.9909330421616108,0.3448217990014414,0.6397664975382047,0.3175460633098285,0.3175460633098285
PI(42:4),PI,-0.2896890676259354,0.3453908147342029,0.6397664975382047,-0.1595754894798738,0.6265309240220223,0.9001120856631164,0.3453908147342029,0.6397664975382047,-0.1301135781460616,0.1301135781460616
[TG(60:2)]_FA18:1,TAG,-0.2872743987761676,0.3493961491476046,0.641774276409772,-0.3032520398463482,0.3546802259705759,0.7223895214666016,0.3493961491476046,0.641774276409772,0.01597764107018057,0.01597764107018057
[TG(60:9)]_FA18:2,TAG,-0.2878749042772128,0.348388727421009,0.641774276409772,-0.320128673965495,0.328499190836753,0.7016300954783076,0.328499190836753,0.641774276409772,0.0322537696882822,0.0322537696882822
LPC(20:3),PC,-0.287597343247126,0.3488466692697437,0.641774276409772,-0.1880456126355513,0.5662560381577828,0.8757079433080587,0.3488466692697437,0.641774276409772,-0.09955173061157468,0.09955173061157468
LPI(13:0),PI,-0.288401152304764,0.348212267922741,0.641774276409772,-0.0314622882960222,0.9237378941272648,0.9909330421616108,0.348212267922741,0.641774276409772,-0.2569388640087418,0.2569388640087418
PI(44:7),PI,-0.2883158520388457,0.3476697438605135,0.641774276409772,-0.0915903365507517,0.7801313236264439,0.965383615608963,0.3476697438605135,0.641774276409772,-0.19672551548809397,0.19672551548809397
PS(36:0),PS,0.2856473357099969,0.3492211677568972,0.641774276409772,0.0407339412118316,0.901322870816312,0.9909330421616108,0.3492211677568972,0.641774276409772,0.2449133944981653,0.2449133944981653
LPE(22:4),PE,0.2842583735622745,0.3515940100111243,0.6450198933659963,0.1518142170513463,0.6444733648536732,0.9089265229352174,0.3515940100111243,0.6450198933659963,0.13244415651092822,0.13244415651092822
PI(42:5),PI,-0.2855312229778617,0.3523213804863001,0.6455631659583736,-0.1315137048419604,0.6884492905837143,0.9284762054088472,0.3523213804863001,0.6455631659583736,-0.1540175181359013,0.1540175181359013
[TG(60:9)]_FA16:0,TAG,-0.2841725294102681,0.3546012127563836,0.6473634335320808,-0.4800390566255911,0.1427006992029143,0.5062204279592064,0.1427006992029143,0.5062204279592064,0.195866527215323,0.195866527215323
LPG(14:0),PG,0.283309689920162,0.3542126342491059,0.6473634335320808,0.59166119033919,0.0748322875919966,0.4119553089971299,0.0748322875919966,0.4119553089971299,-0.308351500419028,0.308351500419028
PG(36:0),PG,0.2828014336860647,0.3540503193676126,0.6473634335320808,0.0743334534268909,0.8210647347710607,0.9762779252996646,0.3540503193676126,0.6473634335320808,0.2084679802591738,0.2084679802591738
PS(O-34:2),PS,-0.2833990349531557,0.3558938451763405,0.6489318955286014,-0.0408190487273875,0.9010340729106746,0.9909330421616108,0.3558938451763405,0.6489318955286014,-0.2425799862257682,0.2425799862257682
[TG(54:1)]_FA20:4,TAG,-0.2828566229822002,0.3568098051589723,0.6498105575705372,-0.5148424012987458,0.1159126471857155,0.4578396644776151,0.1159126471857155,0.4578396644776151,0.2319857783165456,0.2319857783165456
LPI(21:0),PI,-0.2811152736637562,0.3597712278729888,0.6544076890958254,0.3211874074479675,0.3301502045985076,0.7020381481306334,0.3301502045985076,0.6544076890958254,-0.6023026811117237,0.6023026811117237
12-Hydroxy-12-octadecanoylcarnitine | 3-hydroxyoctadecanoylcarnitine,CAR,0.2788689474641997,0.3607891923937132,0.6554628895793552,0.9550560197575714,0.0043068693126286,0.1195242658904361,0.0043068693126286,0.1195242658904361,-0.6761870722933716,0.6761870722933716
[TG(60:7)]_FA18:2,TAG,-0.279952840120724,0.361755567429485,0.6564219205356837,-0.3405438749053122,0.2985574061090047,0.677354117060998,0.2985574061090047,0.6564219205356837,0.06059103478458816,0.06059103478458816
PS(26:0),PS,0.2777148621933645,0.3627857855527062,0.6574943353176769,-0.0584380258514738,0.858674252108245,0.9899123625760864,0.3627857855527062,0.6574943353176769,0.3361528880448383,0.3361528880448383
[TG(56:5)]_FA20:0,TAG,-0.2789015604107374,0.3635504992293246,0.6580835518093094,-0.2921987397900631,0.3725099376537906,0.7356825549706129,0.3635504992293246,0.6580835518093094,0.01329717937932573,0.01329717937932573
[TG(60:11)]_FA18:2,TAG,-0.2773790880166093,0.3661687858250124,0.6616469054311932,-0.2287090094440429,0.4853212643373695,0.8154050872200249,0.3661687858250124,0.6616469054311932,-0.048670078572566416,0.048670078572566416
LPC(16:0),PC,-0.2772355417556771,0.3664029957264256,0.6616469054311932,-0.2367454453653115,0.4700833597813006,0.8005856536889728,0.3664029957264256,0.6616469054311932,-0.040490096390365604,0.040490096390365604
LPE(18:1),PE,0.2749335948471855,0.3676270640131718,0.6622595846302265,0.0011357608259196,0.9972404559637152,0.999109923843655,0.3676270640131718,0.6622595846302265,0.2737978340212659,0.2737978340212659
PE(42:5),PE,0.275098283970064,0.3673436023966241,0.6622595846302265,-0.3021183265912531,0.3564825881068141,0.7236584330775759,0.3564825881068141,0.6622595846302265,0.577216610561317,0.577216610561317
[TG(60:3)]_FA18:2,TAG,-0.2747056347600712,0.3707871579936903,0.6644904135151039,-0.2343584501175428,0.4745919389361043,0.8046026416617759,0.3707871579936903,0.6644904135151039,-0.0403471846425284,0.0403471846425284
[TG(60:6)]_FA16:1,TAG,-0.2746147518333162,0.370944550579975,0.6644904135151039,-0.5892587321228743,0.0719742619142356,0.4119553089971299,0.0719742619142356,0.4119553089971299,0.3146439802895581,0.3146439802895581
Cer(t18:0/18:0(2OH)),Cer,0.2733182326420926,0.3707505623786234,0.6644904135151039,0.8135328793986449,0.014709190580801,0.233275099411408,0.014709190580801,0.233275099411408,-0.5402146467565523,0.5402146467565523
LPS(14:1) | PS(14:1),PS,0.2734058328711278,0.3710848267859898,0.6644904135151039,0.7176789690718111,0.0311223143822094,0.3915134842871224,0.0311223143822094,0.3915134842871224,-0.44427313620068326,0.44427313620068326
PE(O-42:4),PE,0.2734161810834094,0.370285429027587,0.6644904135151039,-0.1239181647647705,0.7055901416707689,0.9354236934657124,0.370285429027587,0.6644904135151039,0.39733434584817995,0.39733434584817995
