lipid,type,LogFC_cKO,PValue_cKO,FDR_cKO,LogFC_WT,PValue_WT,FDR_WT,min_PValue,min_FDR,LogFC_difference,LogFC_difference_abs,LogFC_injured_comparison,PValue_injured_comparison,FDR_injured_comparison,Min_PValue_all,min_FDR_all,LogFC_Healthy,Pvalue_healthy,FDR_healthy
LPE(20:2),PE,0.027649025,0.927941463,0.978110203,-0.25180456,0.442283896,0.784107017,0.442283896,0.784107017,0.279453585,0.279453585,0.266390246,0.428551956,0.997493903,0.428551956,0.784107017,-0.080070497,0.787935227,0.999751828
LPE(20:3),PE,0.113583126,0.710041336,0.887575233,-0.049482922,0.880164988,0.989912363,0.710041336,0.887575233,0.163066048,0.163066048,0.185646985,0.581326951,0.997493903,0.581326951,0.887575233,-0.045328807,0.879005131,0.999751828
LPE(20:4),PE,0.433770011,0.154969825,0.455775693,0.341968948,0.299990501,0.677354117,0.154969825,0.455775693,0.091801063,0.091801063,0.021857809,0.94830352,0.997493903,0.154969825,0.455775693,-0.136823441,0.645610807,0.999751828
LPE(20:5),PE,0.524703301,0.085342649,0.338880491,0.512908729,0.121239499,0.468356589,0.085342649,0.338880491,0.011794572,0.011794572,-0.083043277,0.805644759,0.997493903,0.085342649,0.338880491,-0.162344478,0.585235414,0.999751828
LPE(21:0),PE,0.19435492,0.52440493,0.77957714,0.09127903,0.78126594,0.965383616,0.52440493,0.77957714,0.10307589,0.10307589,0.1101714,0.743620841,0.997493903,0.52440493,0.77957714,-0.061938266,0.835197185,0.999751828
LPE(22:0),PE,0.356963134,0.241957361,0.550090578,0.15141428,0.645342654,0.908926523,0.241957361,0.550090578,0.205548854,0.205548854,0.161285329,0.631944263,0.997493903,0.241957361,0.550090578,-0.112763618,0.704746036,0.999751828
LPE(22:1),PE,-0.163427459,0.593803189,0.82070172,-0.504854971,0.123163452,0.472758172,0.123163452,0.472758172,0.341427512,0.341427512,0.294245501,0.381809742,0.997493903,0.123163452,0.472758172,-0.113694521,0.70241621,0.999751828
LPE(22:2),PE,-0.900251969,0.003805887,0.034116246,-0.815549481,0.012833402,0.21216669,0.003805887,0.034116246,-0.084702488,0.084702488,0.004951732,0.988282729,0.997493903,0.003805887,0.034116246,0.017826654,0.952290587,0.999751828
LPE(22:4),PE,0.284258374,0.35159401,0.645019893,0.151814217,0.644473365,0.908926523,0.35159401,0.645019893,0.132444157,0.132444157,0.064855623,0.847384509,0.997493903,0.35159401,0.645019893,-0.135771642,0.648160777,0.999751828
LPE(22:5),PE,0.117176306,0.701300919,0.883709997,-0.020082996,0.951225393,0.994176981,0.701300919,0.883709997,0.137259302,0.137259302,0.129341785,0.700957094,0.997493903,0.700957094,0.883709997,-0.075656852,0.799379709,0.999751828
LPE(22:6),PE,0.25214206,0.408732171,0.688934806,0.190703895,0.562351158,0.87418451,0.408732171,0.688934806,0.061438164,0.061438164,0.105828305,0.753401875,0.997493903,0.408732171,0.688934806,-0.022394223,0.940063891,0.999751828
LPE(24:0),PE,0.271287225,0.374033177,0.666580555,0.085127656,0.795653574,0.969473582,0.374033177,0.666580555,0.186159569,0.186159569,0.094996103,0.777962873,0.997493903,0.374033177,0.666580555,-0.159893816,0.590927092,0.999751828
LPE(24:1),PE,0.026320749,0.931396154,0.978110203,-0.85468658,0.009131142,0.182257601,0.009131142,0.182257601,0.881007329,0.881007329,0.173644763,0.60603141,0.997493903,0.009131142,0.182257601,-0.749308457,0.011701392,0.999751828
LPE(24:6),PE,0.125881988,0.680271012,0.872399388,0.038079572,0.90772371,0.990933042,0.680271012,0.872399388,0.087802416,0.087802416,0.005859728,0.986134587,0.997493903,0.680271012,0.872399388,-0.152413869,0.60842573,0.999751828
LPG(12:0),PG,-0.243172781,0.4279853,0.699447592,0.222836367,0.498624732,0.828458628,0.4279853,0.699447592,-0.466009149,0.466009149,-0.284363241,0.400840202,0.997493903,0.400840202,0.699447592,0.118428488,0.691375529,0.999751828
LPG(13:0) | PG(12:0),PG,0.034813087,0.909338541,0.970751817,0.493692166,0.135679791,0.496734851,0.135679791,0.496734851,-0.458879079,0.458879079,-0.296779783,0.380685194,0.997493903,0.135679791,0.496734851,0.097612592,0.743443902,0.999751828
LPG(13:0) | PG(12:0)_2,PG,0.009076995,0.976319815,0.992663261,0.509008951,0.124074008,0.474261525,0.124074008,0.474261525,-0.499931956,0.499931956,-0.30440655,0.368624412,0.997493903,0.124074008,0.474261525,0.132460031,0.657083191,0.999751828
LPG(14:0),PG,0.28330969,0.354212634,0.647363434,0.59166119,0.074832288,0.411955309,0.074832288,0.411955309,-0.3083515,0.3083515,-0.29011199,0.392302624,0.997493903,0.074832288,0.411955309,-0.043542252,0.883968485,0.999751828
LPG(14:1) | PG(14:1),PG,-1.006231349,0.001277708,0.014381419,-0.463540316,0.157431156,0.52140363,0.001277708,0.014381419,-0.542691033,0.542691033,-0.306229949,0.366532809,0.997493903,0.001277708,0.014381419,0.165305339,0.580010111,0.999751828
LPG(14:1) | PG(14:1)_2,PG,-0.915281572,0.003313562,0.0311975,-0.321131803,0.327584366,0.701630095,0.003313562,0.0311975,-0.59414977,0.59414977,-0.306170317,0.366656607,0.997493903,0.003313562,0.0311975,0.211959596,0.478304279,0.999751828
LPG(15:0) | PG(O-16:0),PG,1.026693964,0.000801396,0.011582438,0.824175758,0.013589218,0.21874257,0.000801396,0.011582438,0.202518206,0.202518206,0.253410634,0.452114904,0.997493903,0.000801396,0.011582438,-0.022657419,0.939491541,0.999751828
LPG(15:0) | PG(O-16:0)_2,PG,1.280105197,3.09E-05,0.001925411,0.757138095,0.023146834,0.309544017,3.09E-05,0.001925411,0.522967101,0.522967101,0.394935704,0.240984705,0.997493903,3.09E-05,0.001925411,-0.198766035,0.5048798,0.999751828
LPG(15:1),PG,0.795081822,0.009319526,0.066912518,0.941941161,0.00492672,0.121399957,0.00492672,0.066912518,-0.146859339,0.146859339,-0.067774859,0.841072262,0.997493903,0.00492672,0.066912518,0.016288509,0.956500688,0.999751828
LPG(16:0),PG,-0.019669217,0.948728226,0.983226432,-0.044690708,0.891697966,0.990933042,0.891697966,0.983226432,0.02502149,0.02502149,0.152641578,0.650324968,0.997493903,0.650324968,0.983226432,0.07689676,0.796476245,0.999751828
LPG(16:1) | PG(16:1),PG,-0.004872149,0.987289599,0.993929072,0.109279993,0.73961485,0.951801076,0.73961485,0.951801076,-0.114152142,0.114152142,-0.012732268,0.969883216,0.997493903,0.73961485,0.951801076,0.044016342,0.882590647,0.999751828
LPG(16:1) | PG(16:1)_2,PG,-0.01710535,0.955403001,0.985386113,0.093092839,0.777031856,0.965325053,0.777031856,0.965325053,-0.110198189,0.110198189,0.010892023,0.974228076,0.997493903,0.777031856,0.965325053,0.063304572,0.831829739,0.999751828
LPG(17:0) | PG(16:0) | PG(O-18:0),PG,0.052193977,0.864410964,0.956410357,-0.044084442,0.893158296,0.990933042,0.864410964,0.956410357,0.096278419,0.096278419,0.268084044,0.425605112,0.997493903,0.425605112,0.956410357,0.12201049,0.682544974,0.999751828
LPG(17:0) | PG(16:0) | PG(O-18:0)_2,PG,0.056823562,0.852510227,0.95034698,-0.055503151,0.865705523,0.989912363,0.852510227,0.95034698,0.112326714,0.112326714,0.276527139,0.411155241,0.997493903,0.411155241,0.95034698,0.11475509,0.700454064,0.999751828
LPG(17:0) | PG(16:0) | PG(O-18:0)_3,PG,0.08252437,0.787107785,0.925019423,-0.058212623,0.859213104,0.989912363,0.787107785,0.925019423,0.140736993,0.140736993,0.306022163,0.363007199,0.997493903,0.363007199,0.925019423,0.116146241,0.697006665,0.999751828
LPG(17:1) | PG(P-18:0),PG,0.301890064,0.322467902,0.62494819,-0.187532813,0.567316398,0.876442361,0.322467902,0.62494819,0.489422876,0.489422876,0.434311084,0.196534549,0.997493903,0.196534549,0.62494819,-0.106366629,0.720779327,0.999751828
LPG(17:1) | PG(P-18:0)_2,PG,0.268576442,0.378817383,0.669590816,-0.164542789,0.615805585,0.894658223,0.378817383,0.669590816,0.433119231,0.433119231,0.416399895,0.215648743,0.997493903,0.215648743,0.669590816,-0.067486034,0.820663335,0.999751828
LPG(17:2),PG,0.429746172,0.158832542,0.461463703,-0.037129054,0.909943689,0.990933042,0.158832542,0.461463703,0.466875227,0.466875227,0.487818101,0.146862353,0.997493903,0.146862353,0.461463703,-0.032618021,0.912781509,0.999751828
LPG(18:0) | PG(18:0),PG,1.257064706,4.12E-05,0.002272043,0.647940613,0.050952561,0.411955309,4.12E-05,0.002272043,0.609124093,0.609124093,0.53441428,0.11199207,0.997493903,4.12E-05,0.002272043,-0.123275873,0.678659049,0.999751828
LPG(18:0) | PG(18:0)_2,PG,1.226741714,6.25E-05,0.002386241,0.682782902,0.039860614,0.398211027,6.25E-05,0.002386241,0.543958812,0.543958812,0.511992233,0.12785392,0.997493903,6.25E-05,0.002386241,-0.080345367,0.787222855,0.999751828
LPG(18:1) | PG(18:1),PG,0.205367482,0.501136792,0.75854578,0.115479813,0.72544656,0.946812119,0.501136792,0.75854578,0.089887669,0.089887669,0.17787764,0.597259718,0.997493903,0.501136792,0.75854578,0.03432673,0.908297255,0.999751828
LPG(18:1) | PG(18:1)_2,PG,0.173921207,0.568965339,0.806573023,0.144504594,0.660450926,0.911239665,0.568965339,0.806573023,0.029416613,0.029416613,0.139081479,0.679612349,0.997493903,0.568965339,0.806573023,0.056459396,0.84977385,0.999751828
LPG(18:2) | PG(18:2),PG,0.059004045,0.846918813,0.948589958,0.051156618,0.876272946,0.989912363,0.846918813,0.948589958,0.007847427,0.007847427,0.134239192,0.690188952,0.997493903,0.690188952,0.948589958,0.07013406,0.814018787,0.999751828
LPG(18:2) | PG(18:2)_2,PG,0.065154253,0.831181985,0.941922356,0.016108371,0.960883313,0.994176981,0.831181985,0.941922356,0.049045883,0.049045883,0.154133244,0.647139315,0.997493903,0.647139315,0.941922356,0.048924529,0.869617747,0.999751828
LPG(18:3) | PG(18:3),PG,0.042044284,0.890603892,0.966812202,-0.108829241,0.740077791,0.951801076,0.740077791,0.951801076,0.150873526,0.150873526,0.23873487,0.478085586,0.997493903,0.478085586,0.951801076,0.033376676,0.91082313,0.999751828
LPG(18:3) | PG(18:3)_2,PG,0.024825636,0.935283932,0.979104928,-0.093619282,0.775377454,0.965325053,0.775377454,0.965325053,0.118444918,0.118444918,0.194769702,0.562867283,0.997493903,0.562867283,0.965325053,0.022197255,0.940616237,0.999751828
LPG(18:4),PG,-1.617806172,3.76E-07,3.75E-05,-1.47948393,7.52E-06,0.000865556,3.76E-07,3.75E-05,-0.138322242,0.138322242,-0.009924309,0.976522358,0.997493903,3.76E-07,3.75E-05,0.069971659,0.814439,0.999751828
LPG(19:0),PG,2.60842889,1.86E-16,9.28E-14,0.540967018,0.102383946,0.436076832,1.86E-16,9.28E-14,2.067461872,2.067461872,2.108349033,8.97E-10,4.48E-07,1.86E-16,9.28E-14,0.018933668,0.949333312,0.999751828
LPG(19:1),PG,0.181578347,0.552056507,0.795689799,0.217008258,0.509878702,0.84062601,0.509878702,0.795689799,-0.035429911,0.035429911,0.059569116,0.859692719,0.997493903,0.509878702,0.795689799,0.039440602,0.894716576,0.999751828
LPG(20:0),PG,0.079094326,0.795767778,0.927222255,0.207085897,0.529360466,0.849125522,0.529360466,0.849125522,-0.127991571,0.127991571,0.03759374,0.911194702,0.997493903,0.529360466,0.849125522,0.111587372,0.708334341,0.999751828
LPG(20:1) | PG(20:1),PG,0.350149277,0.251061453,0.555957608,0.519006653,0.116924104,0.459410455,0.116924104,0.459410455,-0.168857376,0.168857376,-0.1552004,0.645936228,0.997493903,0.116924104,0.459410455,-0.045245014,0.879226835,0.999751828
LPG(20:1) | PG(20:1)_2,PG,0.333334746,0.274573923,0.574635213,0.50391355,0.127836767,0.479460162,0.127836767,0.479460162,-0.170578804,0.170578804,-0.158004062,0.640001794,0.997493903,0.127836767,0.479460162,-0.046261476,0.876533901,0.999751828
LPG(20:2) | PG(20:2),PG,0.082454923,0.787286922,0.925019423,-0.562344073,0.085944771,0.417021985,0.085944771,0.417021985,0.644798996,0.644798996,0.039114608,0.907615788,0.997493903,0.085944771,0.417021985,-0.633068112,0.033108587,0.999751828
LPG(20:2) | PG(20:2)_2,PG,0.085506872,0.7796076,0.923316913,-0.536481611,0.101372815,0.436076832,0.101372815,0.436076832,0.621988482,0.621988482,-0.001002412,0.997628072,0.998294935,0.101372815,0.436076832,-0.651232281,0.028393329,0.999751828
LPG(20:3) | PG(20:3),PG,0.172610122,0.571886265,0.808823857,-0.116442235,0.72260657,0.94475287,0.571886265,0.808823857,0.289052357,0.289052357,0.246794842,0.46333733,0.997493903,0.46333733,0.808823857,-0.09256341,0.755803395,0.999751828
LPG(20:3) | PG(20:3)_2,PG,0.150119736,0.623043282,0.83500071,-0.067410666,0.837247231,0.983709516,0.623043282,0.83500071,0.217530402,0.217530402,0.198521088,0.555363628,0.997493903,0.555363628,0.83500071,-0.067378315,0.820946243,0.999751828
LPG(20:4) | PG(20:4),PG,-0.113506135,0.71089025,0.887575233,0.190878803,0.56198896,0.87418451,0.56198896,0.87418451,-0.304384938,0.304384938,-0.111587728,0.741023449,0.997493903,0.56198896,0.87418451,0.134385467,0.652429125,0.999751828
LPG(20:4) | PG(20:4)_2,PG,-0.089394863,0.770277641,0.91807773,0.20151472,0.540466031,0.857139464,0.540466031,0.857139464,-0.290909582,0.290909582,-0.143416584,0.67113368,0.997493903,0.540466031,0.857139464,0.089804574,0.763301201,0.999751828
LPG(20:5) | PG(20:5),PG,0.156847913,0.607540425,0.828886607,0.570536902,0.085143122,0.416673959,0.085143122,0.416673959,-0.413688989,0.413688989,-0.284819249,0.400083535,0.997493903,0.085143122,0.416673959,0.067249235,0.821535108,0.999751828
LPG(20:5) | PG(20:5)_2,PG,0.165343781,0.588204195,0.816829016,0.581389519,0.079441937,0.411955309,0.079441937,0.411955309,-0.416045739,0.416045739,-0.272568757,0.420568037,0.997493903,0.079441937,0.411955309,0.082447948,0.782163348,0.999751828
LPG(21:0),PG,1.462446251,1.98E-06,0.000173062,0.406573503,0.218381245,0.594377878,1.98E-06,0.000173062,1.055872747,1.055872747,1.156798417,0.000610691,0.114275592,1.98E-06,0.000173062,0.067970446,0.819653234,0.999751828
LPG(22:0) | PG(22:0),PG,0.324721639,0.287183233,0.588692389,0.391831697,0.235408812,0.613279232,0.235408812,0.588692389,-0.067110059,0.067110059,0.0205081,0.951492241,0.997493903,0.235408812,0.588692389,0.035535139,0.905085494,0.999751828
LPG(22:0) | PG(22:0)_2,PG,0.299597061,0.32616566,0.62858496,0.359504765,0.276033336,0.649719974,0.276033336,0.62858496,-0.059907704,0.059907704,0.04376991,0.896674024,0.997493903,0.276033336,0.62858496,0.05362699,0.857222737,0.999751828
LPG(22:1) | PG(22:1),PG,0.094945098,0.755996688,0.909017705,0.142201634,0.665522885,0.914025467,0.665522885,0.909017705,-0.047256537,0.047256537,0.021470429,0.949218941,0.997493903,0.665522885,0.909017705,0.013566144,0.963682782,0.999751828
LPG(22:1) | PG(22:1)_2,PG,0.077889434,0.798813468,0.929155992,0.163142067,0.620020965,0.897651242,0.620020965,0.897651242,-0.085252633,0.085252633,0.004625454,0.989054883,0.997493903,0.620020965,0.897651242,0.033003587,0.911816427,0.999751828
LPG(22:2),PG,-0.345405933,0.260991534,0.562332752,-0.243378808,0.457721909,0.792523999,0.260991534,0.562332752,-0.102027125,0.102027125,-0.065819702,0.845349504,0.997493903,0.260991534,0.562332752,-0.022480407,0.939832032,0.999751828
LPG(22:4) | PG(22:4),PG,0.015214442,0.960315912,0.988036371,0.278235897,0.39857326,0.756228352,0.39857326,0.756228352,-0.263021455,0.263021455,-0.186908164,0.580246872,0.997493903,0.39857326,0.756228352,0.018553369,0.950349507,0.999751828
LPG(22:4) | PG(22:4)_2,PG,0.01225448,0.968032769,0.988939097,0.300780053,0.361642679,0.725084964,0.361642679,0.725084964,-0.288525574,0.288525574,-0.181728696,0.590757716,0.997493903,0.361642679,0.725084964,0.049084291,0.86919742,0.999751828
LPG(22:6) | PG(22:6),PG,0.119492068,0.695678664,0.882580249,0.405873347,0.219169398,0.594377878,0.219169398,0.594377878,-0.286381279,0.286381279,-0.107828502,0.749436863,0.997493903,0.219169398,0.594377878,0.119493465,0.688745421,0.999751828
LPG(22:6) | PG(22:6)_2,PG,0.107731319,0.724367936,0.895440793,0.389874039,0.237743111,0.613526393,0.237743111,0.613526393,-0.28214272,0.28214272,-0.093522804,0.781734963,0.997493903,0.237743111,0.613526393,0.129124197,0.665168834,0.999751828
LPI(12:0) | PI(12:0),PI,-1.296131103,3.84E-05,0.002272043,-0.400246068,0.221691258,0.594752354,3.84E-05,0.002272043,-0.895885035,0.895885035,-0.325388136,0.336691187,0.997493903,3.84E-05,0.002272043,0.500657778,0.095356279,0.999751828
LPI(12:0) | PI(12:0)_2,PI,-1.25273734,6.75E-05,0.002465279,-0.354270831,0.279464809,0.653912161,6.75E-05,0.002465279,-0.898466509,0.898466509,-0.312647063,0.355850223,0.997493903,6.75E-05,0.002465279,0.517166521,0.085030591,0.999751828
LPI(12:0) | PI(12:0)_3,PI,-1.290210696,4.15E-05,0.002272043,-0.36894189,0.260011222,0.636007841,4.15E-05,0.002272043,-0.921268806,0.921268806,-0.31320134,0.355002566,0.997493903,4.15E-05,0.002272043,0.538834686,0.072881412,0.999751828
LPI(13:0),PI,-0.288401152,0.348212268,0.641774276,-0.031462288,0.923737894,0.990933042,0.348212268,0.641774276,-0.256938864,0.256938864,-0.334871944,0.323619704,0.997493903,0.323619704,0.641774276,-0.150507271,0.613277369,0.999751828
LPI(14:0) | PI(14:0),PI,-0.111352016,0.716433592,0.889494807,0.360017401,0.275785166,0.649719974,0.275785166,0.649719974,-0.471369417,0.471369417,-0.399713663,0.239061923,0.997493903,0.239061923,0.649719974,-0.007302119,0.980459969,0.999751828
LPI(14:0) | PI(14:0)_2,PI,0.080571736,0.792257502,0.926569907,0.469800323,0.155806476,0.52140363,0.155806476,0.52140363,-0.389228587,0.389228587,-0.302192818,0.372581977,0.997493903,0.155806476,0.52140363,0.002894042,0.992256072,0.999751828
LPI(14:1),PI,0.804798493,0.008404404,0.062906961,1.552022696,5.41E-06,0.000675411,5.41E-06,0.000675411,-0.747224203,0.747224203,-0.219997827,0.515467512,0.997493903,5.41E-06,0.000675411,0.457454183,0.127517326,0.999751828
LPI(15:0) | PI(O-16:0),PI,0.079034888,0.795912223,0.927222255,0.356850784,0.279561645,0.653912161,0.279561645,0.653912161,-0.277815896,0.277815896,-0.210879441,0.53278831,0.997493903,0.279561645,0.653912161,-0.020717553,0.944542641,0.999751828
LPI(15:0) | PI(O-16:0)_2,PI,0.104160559,0.73314949,0.901087674,0.378744454,0.251297717,0.623962391,0.251297717,0.623962391,-0.274583895,0.274583895,-0.208984626,0.536464772,0.997493903,0.251297717,0.623962391,-0.021466493,0.942540832,0.999751828
LPI(15:1) | PI(P-16:0),PI,-0.820557599,0.008212532,0.061779697,0.075254492,0.818887614,0.976014935,0.008212532,0.061779697,-0.89581209,0.89581209,-0.441113429,0.193701081,0.997493903,0.008212532,0.061779697,0.370991173,0.215392631,0.999751828
LPI(15:1) | PI(P-16:0)_2,PI,-0.832686382,0.007330699,0.05765889,0.07277455,0.824752316,0.978331392,0.007330699,0.05765889,-0.905460932,0.905460932,-0.457254196,0.178028603,0.997493903,0.007330699,0.05765889,0.364015718,0.224088375,0.999751828
LPI(16:0) | PI(16:0),PI,-0.605593703,0.049905297,0.239449453,-0.028220251,0.931496089,0.990933042,0.049905297,0.239449453,-0.577373451,0.577373451,-0.248396008,0.462763909,0.997493903,0.049905297,0.239449453,0.246606678,0.409259521,0.999751828
LPI(16:0) | PI(16:0)_2,PI,-0.585855581,0.057737876,0.265133744,-0.019144642,0.953500243,0.994176981,0.057737876,0.265133744,-0.566710939,0.566710939,-0.236859758,0.483725606,0.997493903,0.057737876,0.265133744,0.246438932,0.409577076,0.999751828
LPI(16:1) | PI(16:1),PI,-0.356976149,0.245443517,0.551983044,0.284939056,0.387347509,0.750728462,0.245443517,0.551983044,-0.641915205,0.641915205,-0.478001435,0.159309623,0.997493903,0.159309623,0.551983044,0.079915476,0.788679435,0.999751828
LPI(16:1) | PI(16:1)_2,PI,-0.387934956,0.207119053,0.517624745,0.285114285,0.387056978,0.750728462,0.207119053,0.517624745,-0.673049241,0.673049241,-0.51513133,0.12962185,0.997493903,0.12962185,0.517624745,0.072624624,0.807544804,0.999751828
LPI(17:0),PI,0.177525582,0.56096658,0.801304361,0.440927167,0.182195547,0.554536857,0.182195547,0.554536857,-0.263401585,0.263401585,-0.248864201,0.461919197,0.997493903,0.182195547,0.554536857,-0.073328204,0.805424969,0.999751828
LPI(17:1) | PI(P-18:0),PI,-0.196395097,0.521759443,0.777962038,-0.052276056,0.87345085,0.989912363,0.521759443,0.777962038,-0.144119041,0.144119041,0.112480359,0.738429252,0.997493903,0.521759443,0.777962038,0.168414808,0.572623623,0.999751828
LPI(17:1) | PI(P-18:0)_2,PI,-0.189638573,0.536143348,0.789836989,-0.02773083,0.932681801,0.990933042,0.536143348,0.789836989,-0.161907742,0.161907742,0.130594099,0.698188274,0.997493903,0.536143348,0.789836989,0.202765057,0.49717863,0.999751828
LPI(17:1) | PI(P-18:0)_3,PI,-0.23284322,0.447779927,0.708590434,-0.034231422,0.916947595,0.990933042,0.447779927,0.708590434,-0.198611797,0.198611797,0.079910824,0.812521466,0.997493903,0.447779927,0.708590434,0.189286011,0.526129706,0.999751828
LPI(17:2),PI,-0.137362708,0.653838177,0.855711237,-0.098749238,0.763415911,0.961981161,0.653838177,0.855711237,-0.038613469,0.038613469,0.121446029,0.718415815,0.997493903,0.653838177,0.855711237,0.076269773,0.798099011,0.999751828
LPI(18:0) | PI(18:0),PI,-0.051934659,0.86522488,0.956603874,-0.265461664,0.417889081,0.777117955,0.417889081,0.777117955,0.213527005,0.213527005,0.345105974,0.304900766,0.997493903,0.304900766,0.777117955,0.052961065,0.858973884,0.999751828
LPI(18:0) | PI(18:0)_2,PI,-0.097442467,0.750274905,0.908020366,-0.298727593,0.361899324,0.725084964,0.361899324,0.725084964,0.201285126,0.201285126,0.328196077,0.329240137,0.997493903,0.329240137,0.725084964,0.04788871,0.872351343,0.999751828
LPI(18:1) | PI(18:1),PI,-0.329074909,0.284073791,0.585755462,-0.254277005,0.43780231,0.783959399,0.284073791,0.585755462,-0.074797904,0.074797904,0.037162884,0.912207089,0.997493903,0.284073791,0.585755462,0.026327846,0.929594991,0.999751828
LPI(18:1) | PI(18:1)_2,PI,-0.329750259,0.28309219,0.585343934,-0.240779616,0.462541816,0.794065481,0.28309219,0.585343934,-0.088970643,0.088970643,0.060843589,0.856719351,0.997493903,0.28309219,0.585343934,0.06311212,0.832332359,0.999751828
LPI(18:2) | PI(18:2),PI,-0.34587456,0.260346002,0.562332752,-0.087942768,0.788673096,0.966122676,0.260346002,0.562332752,-0.257931792,0.257931792,-0.065029183,0.847181402,0.997493903,0.260346002,0.562332752,0.106819187,0.72024138,0.999751828
LPI(18:2) | PI(18:2)_2,PI,-0.344323862,0.262476382,0.562932871,-0.105115504,0.74864936,0.954180282,0.262476382,0.562932871,-0.239208358,0.239208358,-0.061993682,0.854227825,0.997493903,0.262476382,0.562932871,0.090127233,0.762472697,0.999751828
LPI(18:3) | PI(18:3),PI,0.162077643,0.595596282,0.821168167,0.642286616,0.052980582,0.411955309,0.052980582,0.411955309,-0.480208973,0.480208973,-0.224319734,0.507096976,0.997493903,0.052980582,0.411955309,0.17441135,0.559068942,0.999751828
LPI(18:3) | PI(18:3)_2,PI,0.236070131,0.43927575,0.704064022,0.589894594,0.075191239,0.411955309,0.075191239,0.411955309,-0.353824463,0.353824463,-0.121794876,0.718332201,0.997493903,0.075191239,0.411955309,0.153523249,0.606969766,0.999751828
LPI(18:4) | PI(18:4),PI,-0.462111227,0.133455223,0.428701674,0.168405923,0.608805136,0.892768937,0.133455223,0.428701674,-0.63051715,0.63051715,-0.45574479,0.179465473,0.997493903,0.133455223,0.428701674,0.089611882,0.76379236,0.999751828
LPI(18:4) | PI(18:4)_2,PI,-0.469432893,0.127465296,0.419840012,0.245354638,0.456398323,0.792523999,0.127465296,0.419840012,-0.714787531,0.714787531,-0.492224284,0.147388085,0.997493903,0.127465296,0.419840012,0.13697494,0.646194757,0.999751828
LPI(19:0),PI,-0.012355805,0.967776246,0.988939097,0.657681551,0.047615079,0.398211027,0.047615079,0.398211027,-0.670037356,0.670037356,-0.503860321,0.138136981,0.997493903,0.047615079,0.398211027,0.080670024,0.786735229,0.999751828
LPI(19:1),PI,-0.359795524,0.241762709,0.550090578,0.220485548,0.503138098,0.831595438,0.241762709,0.550090578,-0.580281072,0.580281072,-0.353332629,0.297077618,0.997493903,0.241762709,0.550090578,0.141157971,0.636174458,0.999751828
LPI(20:0) | PI(20:0),PI,-0.629535484,0.041629721,0.211253195,-0.064409957,0.844399952,0.983709516,0.041629721,0.211253195,-0.565125528,0.565125528,-0.154816856,0.64674935,0.997493903,0.041629721,0.211253195,0.321574422,0.282481822,0.999751828
LPI(20:0) | PI(20:0)_2,PI,-0.708426236,0.022118581,0.132446061,-0.032359991,0.921474536,0.990933042,0.022118581,0.132446061,-0.676066245,0.676066245,-0.225666253,0.504557912,0.997493903,0.022118581,0.132446061,0.355329074,0.235270307,0.999751828
LPI(20:1),PI,-0.289827126,0.34514028,0.639766498,0.290416731,0.378334466,0.739382109,0.34514028,0.639766498,-0.580243857,0.580243857,-0.367008642,0.278888416,0.997493903,0.278888416,0.639766498,0.120276045,0.686813327,0.999751828
LPI(20:2) | PI(20:2),PI,-0.85134275,0.006140981,0.051072494,-0.142435016,0.664063011,0.913696992,0.006140981,0.051072494,-0.708907734,0.708907734,-0.317380519,0.348660343,0.997493903,0.006140981,0.051072494,0.296707329,0.321169947,0.999751828
LPI(20:2) | PI(20:2)_2,PI,-0.801447947,0.009797832,0.068860821,-0.14808046,0.651597588,0.910830643,0.009797832,0.068860821,-0.653367486,0.653367486,-0.324466599,0.338061842,0.997493903,0.009797832,0.068860821,0.233201488,0.435098413,0.999751828
LPI(20:3) | PI(20:3),PI,-0.445137711,0.148185921,0.446557643,0.110071556,0.737805051,0.951801076,0.148185921,0.446557643,-0.555209267,0.555209267,-0.303089093,0.370688782,0.997493903,0.148185921,0.446557643,0.163749902,0.58328651,0.999751828
LPI(20:3) | PI(20:3)_2,PI,-0.582638208,0.05911416,0.269574009,0.08820555,0.788442757,0.966122676,0.05911416,0.269574009,-0.670843757,0.670843757,-0.364464018,0.282224325,0.997493903,0.05911416,0.269574009,0.215259234,0.471137978,0.999751828
LPI(20:4) | PI(20:4),PI,-0.553022442,0.073048403,0.311548316,0.127649546,0.697917994,0.931598626,0.073048403,0.311548316,-0.680671988,0.680671988,-0.418657821,0.217195996,0.997493903,0.073048403,0.311548316,0.171132085,0.566467423,0.999751828
LPI(20:4) | PI(20:4)_2,PI,-0.589236137,0.056335254,0.26109559,0.106170207,0.746762907,0.954180282,0.056335254,0.26109559,-0.695406344,0.695406344,-0.390201549,0.249839384,0.997493903,0.056335254,0.26109559,0.217165784,0.467233318,0.999751828
LPI(20:5) | PI(20:5),PI,-0.4736221,0.124135415,0.415728671,0.324546255,0.325149168,0.701630095,0.124135415,0.415728671,-0.798168355,0.798168355,-0.619288636,0.069072094,0.997493903,0.069072094,0.415728671,0.090458255,0.761631507,0.999751828
LPI(20:5) | PI(20:5)_2,PI,-0.521434422,0.09078879,0.353015112,0.321944841,0.329020927,0.701630095,0.09078879,0.353015112,-0.843379263,0.843379263,-0.690616076,0.042966711,0.997493903,0.042966711,0.353015112,0.063426307,0.831513881,0.999751828
