lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,AK0141,AK0145,AK0164,AK0174,AK0175,AK0144,AK0147,AK0154,AK0155,AK0166,AK0168,AK0139,AK0161,AK0170,AK0200,AK0202,AK0204,AK0135,AK0140,AK0142,AK0157,AK0169,Blank-1x
FA(20:0),9.166301163,10.67612972,355.4890645,2.70E-79,4.05E-76,11,11,WT,5xFAD,FA,7961.520512,7977.600578,7975.580578,7970.800552,7956.640556,7962.060558,7282259.104,3481641.436,1868761.908,7970.640549,7967.440536,7966.260536,129144.5103,7959.200504,7964.340546,7952.040527,7947.500576,7961.160515,553515.1601,6023808.559,6672667.421,7981.580582,7982.380608
FA(20:1),7.420773988,9.042434818,270.3908446,9.33E-61,6.98E-58,11,11,WT,5xFAD,FA,7953.260529,7976.28059,11042.18075,7964.840519,7953.040558,7961.680531,1986363.87,1209698.309,838526.0964,7981.800571,7960.600533,2527474.607,15742885.02,21070.66156,15163135.98,7946.460529,7939.080551,7954.340511,82892.9459,403670.6225,337770.3256,14175.24091,7982.560589
FA(19:0),-3.948116356,10.89633019,121.3066044,3.27E-28,1.63E-25,11,11,WT,5xFAD,FA,12380.76085,17100273.71,13906721.65,18006.80114,7951.920563,7960.260559,1059006.323,8068.94059,23827.90169,7966.140564,7956.36055,179186.7509,183937.9532,151746.9506,171232.1931,127475.0684,159951.4125,162826.5712,132018.7695,122010.1708,2211113.559,176559.6553,10814.50089
Cer(d20:0/26:0(2OH)),-2.608794852,6.530738365,58.76489972,1.78E-14,6.65E-12,11,11,WT,5xFAD,Cer,27834.36223,47042.62386,36811.4826,934894.2045,190485.757,23498.32155,10131.40075,15790.52109,33796.60207,18896.80145,25157.80186,181747.5537,184163.9726,136698.6715,174197.6755,128417.1281,167486.8519,164372.2311,133047.8274,122954.1703,2180103.733,168507.8904,11815.6608
FA(20:3),2.647212462,7.721470676,54.93072843,1.25E-13,3.74E-11,11,11,WT,5xFAD,FA,7954.860535,19220.86146,391500.4482,7964.82056,7953.920544,7961.20052,601637.4836,440364.6297,368083.647,7967.140556,7957.880539,30382811.85,1749622.048,1030637.573,3706070.333,1180134.907,1968676.159,1040349.216,160454.2922,7957.600548,7950.060547,3332640.41,7980.98061
FA(18:1),-2.039205701,9.216662951,37.16330518,1.09E-09,2.71E-07,11,11,WT,5xFAD,FA,1138694.064,1552003.739,915327.4682,1626866.467,1097749.074,13787.30093,7953.660561,7970.760578,7946.760551,909280.2488,9939.860661,281896.98,309416.9832,234416.1973,275406.821,204500.4756,255756.1953,258540.7581,210622.9978,182826.5952,2203699.308,290594.5824,238230.0756
FA(15:1),1.889966805,11.32723209,29.91740389,4.51E-08,9.64E-06,11,11,WT,5xFAD,FA,979850.5885,968810.4744,860388.901,1112653.844,1348329.63,3027454.52,2725583.995,1562332.997,1924519.32,1563118.148,1509064.062,267884.7202,294503.0242,227207.9974,273074.8199,192258.2146,253803.5781,256120.078,198072.616,183947.2091,2106511.736,265162.4607,1725227.109
FA(18:0),-1.795609401,12.86936651,29.16505612,6.65E-08,1.24E-05,11,11,WT,5xFAD,FA,9800657.346,14504722.1,9520386.383,13695625.02,12505735.23,9615.780659,7956.460571,7970.400574,7948.500526,10898688.57,7958.540504,7961.540562,899622.759,7953.980541,20633.40142,7945.320518,7940.040546,7956.240555,223156.9365,696611.2299,627392.7228,7978.120544,5543847.184
PI(38:7),1.84366851,10.44408295,28.575457,9.01E-08,1.50E-05,11,11,WT,5xFAD,PI,195565.8953,298579.2418,439657.6077,350556.4214,2336523.448,1355653.263,2403551.46,1299149.879,2572249.93,445671.1892,1684534.108,452580.5347,380938.3259,305529.5638,134219.829,2377474.354,387633.4675,875462.5455,2002109.792,3259074.746,1015253.824,3191525.5,23601.92147
FA(20:4),1.802552429,6.76231516,27.40274522,1.65E-07,2.47E-05,11,11,WT,5xFAD,FA,7954.080547,87791.42691,245836.2373,7965.160572,7951.840534,7961.320515,249878.6178,167608.1119,241488.2369,7966.700584,7959.260536,7964.540581,3387301.239,7954.940529,8603.780624,7946.740524,7940.500557,7957.380547,140044.9894,2109567.696,2693742.127,7978.540581,7981.20063
PI(14:1),1.650406661,2.839961453,23.22078647,1.44E-06,1.97E-04,11,11,WT,5xFAD,PI,4868.380413,5953.940464,5064.360424,4037.120308,3309.700226,6856.800373,8058.460571,8416.520535,7662.880554,7386.060532,4264.680313,585770.8421,487220.3315,391416.9269,511361.9539,2768370.051,454828.3284,2041557.714,998363.0891,1560656.896,1324824.113,6912525.978,1559.740112
LPI(14:1),1.552022696,2.822446346,20.68490323,5.41E-06,6.75E-04,11,11,WT,5xFAD,PI,4635.6003,6003.240398,4935.020409,4880.340359,3540.800301,5583.24033,8292.760605,8408.820576,7331.460545,7254.720478,4282.38026,521313.4551,494805.2168,406284.0472,529813.2383,2593478.864,463341.0951,1883734.082,914075.9054,1447974.949,1295389.277,6058347.846,1611.620113
LPG(18:4),-1.47948393,10.23475611,20.05706875,7.52E-06,8.66E-04,11,11,WT,5xFAD,PG,969096.6824,903768.1249,1190525.329,949961.8806,165826.9088,151242.47,126781.0096,114769.2092,159162.1886,144929.27,171985.7089,781737.5592,676558.5472,542158.3009,708741.809,3261971.276,644395.7591,2383518.34,1184902.606,1850672.401,1548525.204,7715585.222,1838982.055
PG(18:4),-1.440717405,10.2512718,19.04563014,1.28E-05,0.001364726,11,11,WT,5xFAD,PG,954621.5808,885081.4679,1191058.334,948936.4377,171843.7135,153573.4704,126295.089,121546.2281,165782.393,143573.2103,175705.2291,972887.1848,960278.972,1100950.308,1015164.61,205683.8736,979080.712,287177.5995,158612.0699,146954.5298,141085.088,203034.4564,1866382.387
[TG(56:8)]_FA18:1,1.405849187,10.23459664,17.16693431,3.42E-05,0.003416591,11,11,WT,5xFAD,TAG,686091.8695,338822.4247,506240.2776,434245.5083,2223288.54,2196327.047,1072620.075,578654.0443,1161252.717,1441309.276,1723577.029,939979.0143,963266.1489,1111415.638,1019557.468,190692.7772,969426.8099,287372.0776,159701.9297,145450.8512,146091.0924,201000.6764,28634.50214
Cer(d20:0/26:0),1.38522718,6.661817762,16.68945424,4.40E-05,0.004119094,11,11,WT,5xFAD,Cer,13559.88086,12331.60076,41083.24279,8932.380596,244944.815,181543.99,9119.040638,299336.809,33998.30195,21699.90155,31783.66213,693039.7123,547743.8662,430548.4067,595706.5602,2005208.148,542109.1633,1579035.663,793672.1771,1116935.946,943824.3231,4770038.157,3579.960255
[TG(54:7)]_FA16:0,1.345363164,10.28003192,15.78660546,7.09E-05,0.006243608,11,11,WT,5xFAD,TAG,799887.2595,376857.1051,571790.4557,448614.4134,2311910.829,2383097.842,1087819.719,503926.8719,1161062.68,1534512.461,1722189.735,171947.5734,173863.6108,146445.9699,168361.1735,126808.1293,170644.2108,146923.5111,115403.3893,101265.1063,806244.6118,139284.0712,24154.86188
[TG(56:7)]_FA18:0,1.299677035,10.53226434,14.77771259,1.21E-04,0.010059563,11,11,WT,5xFAD,TAG,943152.2006,495628.2917,729483.5671,590166.0641,2770914.838,2767919.028,1308515.704,615469.5682,1345158.384,1807071.777,2089486.553,180711.4928,171037.2719,147928.5106,170952.9745,132131.2887,162878.5699,144767.8298,117892.8876,102105.2053,805834.4593,149528.8691,23058.56154
O-oleoylcarnitine | Elaidic carnitine,1.211377244,12.21854753,12.91180636,3.27E-04,0.025726026,11,11,WT,5xFAD,CAR,3820394.435,3214902.058,3751924.939,3531222.873,4466181.607,4500714.607,4666630.672,4017380.488,5047570.275,4452473.421,4604750.221,2905893.257,4614986.858,3638184.947,1417036.095,598445.4322,4210408.349,354633.1042,1019139.505,929229.1578,409421.4009,422177.2483,1027604.653
"Linoelaidyl carnitine | O-linoleoylcarnitine | 9,12-Hexadecadienylcarnitine",1.167273017,12.40986075,12.02209791,5.26E-04,0.03935126,11,11,WT,5xFAD,CAR,4480439.955,4243113.879,4565989.57,3877340.135,5025627.596,4804016.553,5700394.261,4870150.984,5422371.992,5025861.289,5150018.914,1283359.539,598373.7832,1033582.396,854112.2635,1100277.96,1055318.616,1577863.007,1443441.734,1777239.845,2298313.915,1828271.542,1090622.943
LPS(18:4),-1.118808432,8.514151207,11.59233402,6.62E-04,0.045062587,11,11,WT,5xFAD,PS,949160.8773,807557.5289,1060667.427,939606.6331,241335.7977,198029.7762,157317.0897,132398.8509,195511.2529,178428.852,219154.4162,4737741.291,5619288.578,6080152.113,3104774.724,1786963.45,7478849.997,1405842.762,1452097.629,1583212.551,605762.0561,614715.9608,45608.60339
LPS(18:4)_2,-1.12158258,8.525733709,11.64915101,6.42E-04,0.045062587,11,11,WT,5xFAD,PS,978788.0674,814501.9983,1080098.038,922796.455,234472.9327,190909.2953,153063.4309,136542.6514,197616.2764,185659.1728,221053.7742,322036.2989,281275.0427,215741.8131,264810.1829,181786.275,279711.5786,501007.0325,435049.2697,388076.4082,368047.0046,505994.6783,47694.24353
FA(15:0),1.137799913,10.05007099,11.44345098,7.17E-04,0.04669756,11,11,WT,5xFAD,FA,834350.6587,795665.3126,583804.8408,856296.7024,845644.2795,997021.3467,1118561.937,778223.2125,848283.2567,661402.572,934859.0604,44991590.14,57428238.89,49895611.16,23233108.13,19312869.89,56021330.68,9760794.802,16505503.03,15160026.52,5749710.802,6225352.02,440589.4131
[TG(60:0)]_FA20:0,-1.099049525,12.23346586,11.19170901,8.22E-04,0.051249567,11,11,WT,5xFAD,TAG,14721373.26,5769923.574,17261400.44,9908253.451,4113676.903,2463314.045,2171017.905,846464.6288,4454106.392,2212859.374,2325996.969,1691.380119,1705.8601,1875.96014,1587.580109,1743.140102,1912.460136,2014.340118,1846.86013,6181.240234,1921.560143,1933.94014,722759.3523
FA(17:0),1.113080702,11.15219313,10.96822641,9.27E-04,0.055501232,11,11,WT,5xFAD,FA,1648479.064,2098835.01,1361150.79,2055697.993,1811502.199,2286791.913,1995212.116,1831251.683,1952648.18,1742066.269,2260687.881,3087014.746,1224852.415,1072812.097,1853653.473,227361.5582,1195409.169,1269482.468,15387.74098,7960.440567,7951.100529,1058808.27,741267.4526
Stearidonyl carnitine,1.102904092,12.3980424,10.77524863,0.001028664,0.059227307,11,11,WT,5xFAD,CAR,4631399.169,4309436.867,4759639.526,3902662.338,5111208.078,4985346.635,5221485.52,4340170.606,5567244.859,5136975.07,5288394.717,340965.8259,320965.5448,248846.9355,300690.0217,283097.8596,286496.3202,435044.8295,421355.288,473431.6178,307011.0614,849405.4376,1100202.317
PG(42:9),1.09265667,8.038211211,10.58221283,0.001141809,0.06330697,11,11,WT,5xFAD,PG,300610.6636,178812.8936,214419.5157,186970.2742,276972.5379,201335.0558,192109.0566,334137.2248,210534.513,317066.8073,243110.3573,2249138.497,3794366.736,2132474.426,2314993.725,956636.7446,5636275.036,1162096.356,671785.1306,867691.3676,374957.5304,781152.4914,34404.86261
Stearoylcarnitine | hexadecanedioic acid mono-L-carnitine ester,1.086289505,12.6349929,10.46350603,0.00121756,0.065095962,11,11,WT,5xFAD,CAR,5946048.797,5076820.901,6029775.671,4622050.815,5989204.473,6132615.288,6469562.666,5223586.805,6378907.953,6138234.35,6154790.332,2194125.324,3731174.936,2080178.516,2264145.535,1082342.088,5497082.325,1118133.281,651225.5531,859327.9139,412478.4709,779159.4633,1062245.169
PE(22:2),-1.024029034,9.038449228,9.730789394,0.001812066,0.093540121,11,11,WT,5xFAD,PE,574898.643,553507.6569,308893.1411,579248.9093,169551.6913,68475.44472,124172.6689,123578.4715,155409.0675,59948.88353,75330.52545,222517.9763,227640.8131,185092.5116,215027.2574,156606.6504,209016.3754,183062.2539,140019.771,126380.111,823471.6687,182901.5327,696946.3247
[TG(54:8)]_FA16:1,1.019602234,9.868535768,9.254444818,0.002349245,0.113259563,11,11,WT,5xFAD,TAG,920893.0481,422396.1466,670988.1033,521940.2179,1650470.937,1680002.402,767312.7281,354024.8701,841230.8066,1054051.145,1208335.341,794215.1733,1523044.145,1697626.428,1974368.038,1464316.304,2044261.404,3022032.932,2223452.395,2265097.211,2659512.811,2538296.587,29435.76212
3-hydroxypalmitoleoylcarnitine | Heptadecanoyl carnitine,1.017746796,11.64665598,9.221828099,0.002391466,0.113259563,11,11,WT,5xFAD,CAR,3025970.201,2565661.355,3068166.078,2327843.159,3155632.521,3062052.84,3153356.02,2552459.286,3251961.603,2805499.636,3039220.545,939566.4343,1636739.599,1875554.213,2219193.519,1637819.922,2292310.293,3396784.467,2490272.873,2604581.127,2952792.41,2850356.585,638254.459
FA(18:4),1.016473741,8.785247676,9.199323294,0.002421046,0.113259563,11,11,WT,5xFAD,FA,330942.0023,404067.0721,266600.9189,571434.2775,318459.9401,324024.7849,11947.06086,30201.92223,1258506.156,490802.6139,414682.7262,840958.2606,1646269.722,1860323.26,2157843.24,1602113.897,2230791.478,3260872.047,2384360.936,2520311.878,2931616.489,2742792.805,127843.5893
Arachidyl carnitine | O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine,1.008658808,10.50328099,9.06259298,0.002608917,0.114869099,11,11,WT,5xFAD,CAR,1351702.412,1218282.745,1247825.598,1338478.732,1319755.129,1266553.029,1292452.127,1151711.218,1514329.374,1364969.736,1509588.706,679610.2668,586287.3376,430811.8501,576589.8801,591819.5375,507271.7325,934891.9833,767686.7729,741820.0867,590562.3015,1727262.138,292378.0401
LPE(13:0),1.012641972,1.360565863,9.100129123,0.002555915,0.114869099,11,11,WT,5xFAD,PE,1730.480118,1908.620136,1735.480114,1721.040115,1693.440109,1482.620113,1587.120106,1634.980114,1889.540138,1571.640129,2990.680218,721415.8726,1520209.162,1704916.308,1969697.613,1448942.684,2086878.935,2978691.9,2209716.059,2298721.43,2669298.773,2508944.534,1663.800114
PS(O-40:4),1.005056658,8.577692437,8.999726395,0.0027002,0.115491424,11,11,WT,5xFAD,PS,422513.312,239108.4199,424976.8711,229603.6158,448855.7366,352451.0296,338491.689,286283.4226,271242.6991,530857.6354,475242.6767,848541.1874,1525967.164,1733383.536,2032360.114,1482420.805,2079090.947,3106042.227,2244151.904,2347120.774,2658826.004,2551573.935,39735.94287
(11Z)-eicoseneoylcarnitine,0.978514682,10.41934197,8.543679759,0.00346724,0.119524266,11,11,WT,5xFAD,CAR,1232529.298,1128833.573,1278053.768,1238776.132,1282045.154,1173379.285,1273471.427,1123954.241,1403092.836,1211117.044,1347732.797,912845.5905,1632588.595,1815897.132,2197297.371,1599206.238,2222126.186,3314664.937,2379413.772,2499487.565,2888689.294,2761964.876,285046.4787
[TG(60:4)]_FA20:4,-0.942415693,12.43691019,8.253881573,0.004066495,0.119524266,11,11,WT,5xFAD,TAG,15791978.32,8166732.927,18698053.39,12364862.13,5742388.737,3512731.431,2886654.615,1250540.122,5218830.293,2939363.715,3308082.662,225408.059,228461.7754,200671.855,217918.8763,154450.6702,221410.936,190433.8535,145662.8916,125736.2085,827027.7214,187294.6339,40900.82312
12-Hydroxy-12-octadecanoylcarnitine | 3-hydroxyoctadecanoylcarnitine,0.95505602,10.77959229,8.149682829,0.004306869,0.119524266,11,11,WT,5xFAD,CAR,1577006.358,1500475.088,1676762.381,1540232.398,1754820.512,1612063.187,1717306.857,1363540.259,1757777.825,1624814.66,1667559.611,334896.8013,325561.2402,259661.3956,293624.9576,298712.7228,287715.4408,424165.347,423176.3334,465551.5604,309533.7214,846380.126,327414.4421
CE(15:0),0.952916683,9.598202813,8.114145351,0.004392117,0.119524266,11,11,WT,5xFAD,CE,1178369.276,960665.4268,1045205.176,312532.9205,417044.667,743461.3333,711950.0933,635065.9443,800429.5791,772022.0708,801382.9324,732898.8689,1517259.938,1711808.303,2036627.257,1470933.678,2094068.125,2987578.351,2226065.087,2270212.7,2648643.923,2525348.985,89103.66654
CE(15:1),0.961815714,9.602584144,8.262296493,0.004047689,0.119524266,11,11,WT,5xFAD,CE,1199737,952810.0273,1045489.874,306752.9394,423149.8651,736011.0537,721170.7349,644670.1643,825408.7788,777016.0198,800593.8789,765304.0653,1505209.529,1716691.254,1973187.816,1469355.889,2086780.561,2981648.007,2177018.591,2282235.294,2635576.641,2519609.203,82103.88539
FA(22:6),0.950961429,11.37103656,8.081807955,0.004471182,0.119524266,11,11,WT,5xFAD,FA,2553085.083,2418049.578,1629807.98,3497903.936,2264430.119,2309174.925,2329314.824,1550972.206,2358323.107,2051314.752,4642534.293,2225780.821,3763253.343,2123523.121,2358043.193,1003713.104,5626526.303,1096444.63,666261.7431,865796.3457,518399.7607,783576.9153,497382.3004
O-arachidonoylcarnitine,0.966187131,10.3812332,8.335552044,0.003887666,0.119524266,11,11,WT,5xFAD,CAR,1193630.887,1139910.065,1279831.389,1206460.607,1209762.473,1112689.015,1192857.048,1100020.077,1361399.116,1199637.746,1326909.999,839684.5262,1511416.416,1717428.31,1991512.933,1471251.08,2106517.739,3016243.798,2200411.027,2251520.231,2666461.207,2526854.05,287038.3799
PC(32:0),0.953185742,10.99781164,8.118649571,0.004381218,0.119524266,11,11,WT,5xFAD,PC,2509481.664,2016260.301,2634014.702,1598458.131,1740062.194,2720076.027,2188621.24,643411.6972,1381062.859,3204543.151,2640627.935,815828.8995,1506915.349,1692060.085,1995818.99,1474620.751,2097074.429,2968187.504,2190517.235,2221344.598,2638058.666,2530548.899,31963.28235
PC(32:1),0.977880807,10.99900429,8.532938226,0.003487762,0.119524266,11,11,WT,5xFAD,PC,2447958.679,1987075.472,2664439.471,1566100.53,1716605.916,2745035.833,2197365.929,660379.8216,1349672.703,3234362.919,2667927.1,746556.6899,1530888.427,1731438.328,1970291.788,1464747.488,2081728.119,2978589.013,2156461.065,2243006.372,2592749.868,2505839.111,30584.48239
PC(32:2),0.962011197,10.99328527,8.265608295,0.004040312,0.119524266,11,11,WT,5xFAD,PC,2479039.437,2002133.179,2650151.385,1586910.606,1713305.453,2688654.877,2205607.811,596026.8492,1371958.622,3255056.091,2670445.18,818573.6844,1538281.797,1741830.65,1998817.25,1530671.023,2076448.945,3000773.357,2203977.493,2311608.693,2656179.366,2482159.969,29463.12234
PC(32:3),0.971987952,10.98697706,8.433210212,0.003684293,0.119524266,11,11,WT,5xFAD,PC,2470889.898,1961485.079,2644561.596,1562166.902,1696929.313,2719302.318,2215944.199,623123.3209,1353110.933,3185798.409,2642901.32,2034516.009,2404730.346,2865852.129,3182127.964,2350189.868,3233253.211,4746879.372,3569254.928,3944943.633,4352536.531,4156019.689,30471.70233
PC(O-34:0),0.952072634,11.0629394,8.10020248,0.004426031,0.119524266,11,11,WT,5xFAD,PC,2638940.62,2038398.581,2794479.234,1628043.358,1880555.193,2881585.544,2328051.441,690433.7332,1449611.475,3294359.181,2723293.745,1350712.867,1551913.169,1184674.25,1372232.352,770997.7845,1305334.647,601187.6213,255879.3532,254092.994,273248.2384,492544.7206,27564.40201
PC(O-34:1),0.966248894,11.03168099,8.336608395,0.003885406,0.119524266,11,11,WT,5xFAD,PC,2572400.248,1989298.222,2686902.147,1583749.499,1836425.917,2820186.048,2241180.817,668725.6261,1410028.986,3302377.52,2685951.244,453115.2119,438761.8792,282816.5992,385887.3118,294981.2972,356352.0824,501541.6764,462335.9404,525926.1925,260141.3552,1224876.277,26734.44186
PC(O-34:2),0.959933417,11.03301701,8.230900185,0.00411831,0.119524266,11,11,WT,5xFAD,PC,2556333.739,1994034.226,2741971.712,1558211.041,1848287.393,2776374.283,2247276.788,652727.0269,1423372.424,3282907.387,2750613.447,453047.2091,449427.7473,282664.6425,382620.9664,291840.8434,368017.1658,520176.6542,461026.2769,536274.9517,259917.7573,1209579.681,29145.62201
PC(O-34:3),0.971540792,11.11672528,8.425667038,0.003699609,0.119524266,11,11,WT,5xFAD,PC,2742985.546,2087583.741,2847270.143,1677643.127,1935550.395,2972707.672,2448925.471,675332.7595,1494965.354,3508903.099,2837555.888,28005625.03,3050610.218,1810146.645,4780553.716,1804504.929,2821938.869,2389622.01,1059367.071,1462845.286,1830471.136,3302428.781,29839.90222
PC(O-34:4),0.995691407,11.17389472,8.837654592,0.002950781,0.119524266,11,11,WT,5xFAD,PC,2752887.865,2202225.76,2938619.968,1762870.631,1961264.915,3170343.106,2558728.874,702325.4208,1533491.648,3630164.488,2992688.416,648552.5858,1391360.576,1548273.766,1792490.549,1333772.202,1778398.599,2547605.525,1920119.818,2029023.93,2270471.465,2133143.905,28695.90201
PC(P-32:4),0.97280591,11.13295841,8.447022932,0.003656415,0.119524266,11,11,WT,5xFAD,PC,2743233.265,2170953.798,2908159.943,1710545.787,1902368.077,3015352.586,2459574.613,712148.8683,1473190.638,3533787.389,2908402.832,2291834.276,2655644.197,3140179.583,3542419.138,2605261.031,3625906.326,5296121.709,3876439.715,4304725.169,4744341.9,4593682.175,28278.1022
SM(d18:0/18:0),0.957647166,10.98981208,8.192786661,0.004205727,0.119524266,11,11,WT,5xFAD,SM,2458332.135,2010927.901,2645865.451,1574228.753,1720870.083,2727747.336,2225302.51,614570.9206,1341255.237,3210713.94,2590169.539,1231022.174,1535823.18,1747236.596,1990880.533,1488479.036,2083960.654,3068920.275,2208093.475,2344568.059,2684412.356,2573191.668,33657.44226
SM(d18:1/18:0),0.979673927,11.00975539,8.563392057,0.003429898,0.119524266,11,11,WT,5xFAD,SM,2497003.701,1999426.037,2648784.814,1578982.227,1729982.56,2707399.889,2270308.343,641392.2231,1388642.48,3270647.283,2677400.76,1417907.068,1640796.883,1263797.449,1415028.058,806961.6216,1402770.847,608329.3482,269293.3156,298637.9254,295397.7362,520869.6946,31011.60199
SM(d18:1/18:1)9Z)),0.963443858,10.98869627,8.289579832,0.003987321,0.119524266,11,11,WT,5xFAD,SM,2433478.289,2003340.467,2630212.091,1579978.021,1726936.339,2698214.433,2167647.081,617838.7807,1376063.153,3242008.487,2637814.931,1718348.837,1307584.076,990802.7008,1225550.018,688003.5016,1160519.991,540007.1877,243320.377,251692.4569,270370.017,474620.7424,30199.34219
SM(d18:2/18:1),0.969486392,10.99431071,8.391039453,0.003770752,0.119524266,11,11,WT,5xFAD,SM,2488255.268,1953659.096,2671373.109,1555828.257,1726491.237,2733861.442,2240428.316,626441.8921,1380737.329,3157672.981,2663653.368,786238.6221,703990.4474,518664.0487,697121.9739,624869.2457,624660.6399,1064837.673,852235.7889,821153.9137,691895.2021,1801805.115,29740.58191
"(11Z,14Z)-eicosadienoylcarnitine",0.944178738,10.32959224,7.969911961,0.004756125,0.121224858,11,11,WT,5xFAD,CAR,1189427.446,1130798.743,1181701.883,1254938.156,1132406.297,1106398.52,1174063.134,979734.9115,1315000.881,1150253.92,1287640.154,1326708.666,1488753.011,1115699.535,1315439.138,764633.2416,1253595.531,568175.7472,256360.506,259637.4366,272204.119,490057.8342,283604.8808
PC(32:4),0.943678582,10.79203319,7.961707062,0.004777733,0.121224858,11,11,WT,5xFAD,PC,2183405.805,1734827.617,2354582.856,1377742.599,1495562.265,2385223.297,1936144.743,555105.6411,1215401.228,2649344.316,2311736.597,1345439.162,1585081.796,1217476.687,1335046.002,777981.8367,1334201.285,604648.5393,257899.7553,273916.2353,299627.884,498339.2406,30874.52216
PI(O-42:6),-0.925940174,10.74141704,7.969888149,0.004756188,0.121224858,11,11,WT,5xFAD,PI,2817056.074,4733123.549,4409186.043,4884133.318,1538951.827,430699.951,1473574.523,840346.1226,2125877.881,320021.4232,432293.3812,1231862.218,1561723.472,1818973.335,2086874.807,1514213.659,2168566.159,3082733.95,2215035.85,2386524.037,2757648.106,2584840.419,18925.9013
LPG(15:1),0.941941161,1.357630489,7.906143218,0.00492672,0.121399957,11,11,WT,5xFAD,PG,2422.160168,1660.460125,1860.680122,1975.280144,1607.700111,1704.380108,2089.880135,1664.580135,1818.440136,1722.960125,2047.280144,13808.54102,9683.400639,10868.8008,11003.48075,21645.04168,9841.740669,18109.32155,24456.00173,8592.460594,13974.00114,42939.76315,1553.920113
O-(17-carboxyheptadecanoyl)carnitine,0.939842495,10.51770789,7.898776298,0.004946825,0.121399957,11,11,WT,5xFAD,CAR,1302763.054,1252655.942,1400390.739,1404002.066,1360204.281,1307444.472,1324546.152,1138653.32,1483293.479,1284833.246,1479967.36,2229948,2600098.978,3047137.645,3460369.071,2518223.408,3587910.752,5069005.793,3700400.627,4042831.999,4579602.774,4402335.51,309643.5224
LPE(14:0),0.92726135,1.210248021,7.663768957,0.005634069,0.1360355,11,11,WT,5xFAD,PE,1709.720112,1743.340111,1586.160107,1548.460102,1688.360119,1591.800114,1662.440121,1749.940125,1542.880104,1482.660107,1575.600105,1892508.781,1283356.655,1004919.738,1213843.224,685983.6736,1099709.501,539356.0634,248940.6984,259961.9183,285523.9603,499462.8172,1479.660095
PG(O-42:2),0.91927911,7.855524879,7.565271716,0.005950368,0.141392084,11,11,WT,5xFAD,PG,301012.3997,180668.6344,213588.8152,187131.4736,236376.0939,168990.8495,170186.5516,270781.1398,177031.436,265715.8764,220226.5963,907544.9294,921213.4202,980625.1599,954453.6456,257701.4616,912750.2357,345854.4668,200092.074,186250.5722,187246.2326,310327.2391,32982.28226
FA(22:0),0.91529431,13.05295175,7.501674583,0.006164165,0.144183674,11,11,WT,5xFAD,FA,7392204.652,9171471.068,6790860.651,12776242.21,5905511.967,6599116.07,6171871.086,3610485.28,5792852.909,7560239.307,21887110.6,42508123.16,47161366.1,45378035.5,29601724.91,18907470.69,54119603.33,6461516.691,17255526.08,18745734.98,6594699.944,5668690.04,1157658.54
CerP(d18:1/2:0),0.909412017,2.436598861,7.395487354,0.006538771,0.150592918,11,11,WT,5xFAD,Cer,3723.68026,4030.760269,3909.740273,3780.520279,4033.720268,3794.480259,3584.960258,3736.900249,3694.180271,3736.020252,4083.040298,658681.7703,558728.8885,402958.2493,558153.7284,498250.5731,485537.3085,834025.83,688381.2819,662957.1641,534137.2471,1359473.363,3441.740246
1-O-palmitoyl-Cer(d18:1/16:0),0.90347124,3.081131765,7.305026978,0.006876196,0.155282386,11,11,WT,5xFAD,Cer,4830.920345,6407.380444,5189.240356,4676.500362,6160.180386,5631.440369,3930.260254,6120.620476,6000.080414,4370.340328,5721.100395,906224.0707,899141.97,983587.8857,947009.5001,260554.0578,910420.2751,348622.1416,204518.032,182960.1959,184890.0338,318011.7234,6578.160408
PC(34:6),0.901701935,11.17446762,7.285885569,0.006949846,0.155282386,11,11,WT,5xFAD,PC,2957384.876,2231996.077,3159622.339,1802516.471,2030590.758,3116221.129,2471955.57,721939.7856,1557687.404,3507775.911,2921305.178,2216657.371,2581818.175,3056995.407,3458631.741,2559073.831,3594989.013,4930725.527,3657510.772,3985374.372,4435151.428,4307120.668,30682.86209
[TG(52:6)]_FA18:1,-0.880058423,9.289786231,7.204302577,0.007272901,0.155536175,11,11,WT,5xFAD,TAG,510855.2599,644521.0151,559940.3976,507403.0109,194558.9733,125282.9083,89715.40479,152460.3691,108785.927,126259.4083,162217.8322,459081.4647,497824.5078,540438.3962,78540.9267,93460.56723,414512.9485,52534.44328,163147.5499,148652.2305,50085.0835,78724.9055,841502.9496
CE(16:3),0.89814773,9.714368917,7.229912711,0.007169869,0.155536175,11,11,WT,5xFAD,CE,1305368.587,1046914.478,1150298.96,360634.7677,471574.6923,797526.4951,763953.9541,665307.5701,875816.3291,813374.4766,852996.479,715355.9116,621486.3107,455326.7944,633331.9805,523637.9236,571397.9624,926165.1162,749064.9736,719805.538,623153.3079,1411264.146,103143.0874
FA(18:3),-0.880797863,9.181045914,7.216468887,0.007223767,0.155536175,11,11,WT,5xFAD,FA,978605.1459,1027099.472,840734.903,1079039.476,900973.9652,636181.5847,7950.560535,12520.48088,21448.66154,753626.3317,273185.3411,817007.1791,848781.6657,641978.5014,815286.8728,1038695.674,712363.0148,1193952.213,812895.1039,809390.9869,591237.2935,3211269.421,231365.0361
