lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,AK0141,AK0145,AK0164,AK0174,AK0175,AK0144,AK0147,AK0154,AK0155,AK0166,AK0168,AK0139,AK0161,AK0170,AK0200,AK0202,AK0204,AK0135,AK0140,AK0142,AK0157,AK0169,Blank-1x
[TG(48:2)]_FA18:0,-0.644514286,9.1208844,3.872553863,0.049081783,0.405941598,11,11,WT,5xFAD,TAG,1032897.248,1492521.991,862544.7587,1437531.075,593076.0667,415545.9335,265338.0367,264150.4205,279391.4028,373699.6454,515894.9971,625266.7327,492244.8116,368224.8207,496611.9569,389968.6289,421991.7864,622357.6666,524425.1788,476373.7063,386710.9718,880847.201,19089.68135
PG(38:3),0.653704051,8.52194651,3.876910635,0.04895456,0.405941598,11,11,WT,5xFAD,PG,547808.8033,283020.2979,479435.9961,262099.8587,471399.1478,350135.8206,300390.5435,232989.0994,232875.1984,457065.7534,459814.0938,1872641.898,2398976.671,3103291.595,3163829.157,2188504.818,3003028.317,3645513.989,2608277.619,3013445.186,3192980.112,3375058.803,34165.06238
"(7Z,10Z)-hexadecadienoylcarnitine",0.6418716,9.986441872,3.739883097,0.053128162,0.411955309,11,11,WT,5xFAD,CAR,1114638.092,1080488.722,994361.0493,1286415.774,1079671.99,875553.408,875817.8896,712716.2937,881094.5469,987459.4456,1058898.524,108920.4875,202909.996,177920.3707,226672.635,79784.90475,224676.7572,257110.5999,180048.4536,203316.8155,209632.1923,126458.7892,148019.6711
[TG(48:1)]_FA18:0,-0.57721472,8.571957732,3.106728371,0.077969432,0.411955309,11,11,WT,5xFAD,TAG,756288.8019,812438.3688,667203.101,970220.5902,404890.7296,303944.5195,159109.0915,157787.4882,260031.4156,289054.8568,306307.8853,1336885.393,1912441.386,1559462.574,1689210.042,988737.9607,1719999.388,921625.1452,434818.7908,395363.411,467567.7059,748355.8157,19568.48143
[TG(48:2)]_FA18:1,-0.574621653,8.613950241,3.078895473,0.079314372,0.411955309,11,11,WT,5xFAD,TAG,772978.4824,814233.0167,706964.1053,1005753.85,421753.3238,307258.7214,167711.2136,164985.0724,264350.2183,295916.8394,324985.7827,189519.2565,368500.8029,344060.8635,385306.5839,140990.9093,348911.5874,456239.0107,343576.7612,348323.2091,344655.9844,215583.7153,18222.22109
[TG(52:0)]_FA16:0,-0.608072351,8.576885891,3.447490221,0.063347893,0.411955309,11,11,WT,5xFAD,TAG,849462.2483,635029.1272,655669.4417,953185.5283,398896.8908,226501.9545,193214.4934,161193.3696,212029.6542,244217.0569,352743.8488,1469520.043,947531.2041,914344.8297,1009538.845,993157.436,706004.8068,1316566.271,1049070.679,1081379.856,883168.3623,1985055.339,59264.84381
[TG(52:1)]_FA16:1,-0.582770903,8.565569363,3.166784486,0.075150266,0.411955309,11,11,WT,5xFAD,TAG,817114.5342,607793.146,631381.4841,973963.8725,391935.1682,222002.0337,192137.9934,163505.271,212291.6756,244528.5377,351096.2045,1874106.569,2361350.914,3093134.005,3145140.938,2181711.564,2965916.257,3646954.028,2583615.664,2948525.837,3215050.504,3263452.854,61931.44418
[TG(52:2)]_FA18:0,-0.627895571,8.895418207,3.67568158,0.055211676,0.411955309,11,11,WT,5xFAD,TAG,922916.2537,1152731.82,749209.6478,1153975.871,553656.512,356292.2795,242587.0759,161869.5512,246398.8383,347531.226,465511.898,1872.220142,1870.880116,1795.080132,1803.80011,1679.000114,1684.740116,2187.720161,1595.080116,3206.400208,1778.360123,1820.400139,29991.12196
[TG(52:2)]_FA20:0,-0.604442225,8.090957623,3.406461274,0.064941571,0.411955309,11,11,WT,5xFAD,TAG,585844.638,535426.2997,445434.8605,602321.3162,266181.9978,163687.0702,121584.1069,129770.8491,157237.0923,162891.1714,229426.3769,1019971.952,1411164.796,1068037.52,684242.6605,448695.4329,1167218.763,370739.3113,413850.8704,463706.7935,244550.1019,256533.9397,54082.54413
[TG(52:3)]_FA18:0,-0.602377956,8.394332027,3.383279411,0.065860887,0.411955309,11,11,WT,5xFAD,TAG,685847.6313,754709.9612,543297.3989,797245.5334,406808.3459,243138.4191,169413.651,115782.6874,193338.7113,240173.2584,344801.1412,2026821.626,2413626.45,3178803.464,3297734.561,2293775.808,3097065.094,3792578.372,2659273.891,2992839.004,3333371.019,3480205.899,18849.56136
[TG(52:3)]_FA18:1,-0.572611726,8.933023311,3.057416163,0.080369377,0.411955309,11,11,WT,5xFAD,TAG,938281.7466,1147669.976,758229.7231,1136539.555,561850.9664,364015.61,261718.3777,175945.2539,263117.5609,355034.3069,470254.91,2022909.328,2432692.744,3202782.108,3310650.025,2305075.044,3146893.271,3766209.146,2664028.61,3064764.157,3353377.242,3503793.622,37349.22244
[TG(52:4)]_FA18:0,-0.577936207,7.685336184,3.114437231,0.077601282,0.411955309,11,11,WT,5xFAD,TAG,478107.0892,354644.1666,376951.2233,380075.0877,210659.9164,124505.0495,89153.64615,80289.84607,128678.1507,137247.8502,173118.813,1781875.594,2198572.054,2933048.28,2983246.845,2032733.518,2799535.586,3431258.73,2481887.175,2743241.632,2989679.205,3001563.625,45878.60268
[TG(52:4)]_FA18:1,-0.577470195,8.37792879,3.109469172,0.077838325,0.411955309,11,11,WT,5xFAD,TAG,667182.0105,742543.6168,527902.8562,764260.3889,409592.7501,245156.1613,169056.0327,118558.2883,187641.9937,238145.1362,339641.7476,688983.1094,621567.8512,472526.6543,652146.7363,372602.2838,625130.1305,320898.5397,159942.8712,164017.5123,171864.2117,294063.0189,20782.06145
[TG(52:5)]_FA18:1,-0.607459195,7.666887389,3.440484073,0.063617051,0.411955309,11,11,WT,5xFAD,TAG,478816.4357,339014.6047,377488.8674,371343.944,211471.5357,120191.9893,90069.12595,76521.22548,124708.8277,134111.6501,162903.5122,599869.7473,463227.9701,335089.6609,473571.4321,333074.8408,414106.7694,600430.8888,451003.2479,444683.5116,390067.3134,756949.8069,48562.94398
[TG(52:6)]_FA20:4,-0.607893442,9.443141963,3.445495947,0.063424384,0.411955309,11,11,WT,5xFAD,TAG,1305236.515,1702856.291,1028119.479,1811660.914,786420.7908,504394.2575,369892.1455,259142.7326,395525.8287,480913.15,681055.7063,1775146.549,2256260.33,2925789.408,2967670.862,2083379.742,2844242.701,3458773.389,2440883.941,2784136.642,3002911.619,3052689.865,34597.9223
[TG(56:0)]_FA16:1,-0.630166731,8.970879692,3.702289488,0.05433786,0.411955309,11,11,WT,5xFAD,TAG,1249833.202,928882.6325,1072332.757,1058054.03,584933.3206,371696.249,273180.3403,154606.672,395551.3931,321575.3897,424008.6869,1784862.679,2268368.522,2985974.91,3027397.998,2042477.412,2808058.166,3430921.311,2494065.697,2782308.347,2988999.276,3060797.551,17882.58133
[TG(56:1)]_FA16:0,-0.58971023,8.081154493,3.242575767,0.071747757,0.411955309,11,11,WT,5xFAD,TAG,698522.0731,462998.5732,554961.1233,533184.4792,318601.5218,183744.6341,139340.7121,96040.64691,198839.3147,186076.2128,239866.6775,1369630.7,1970990.143,1602142.533,1718812.541,982965.7512,1736059.337,957122.4373,443980.1534,425259.4664,468950.1334,778252.9308,18662.7614
[TG(56:1)]_FA18:0,-0.595073007,7.941012712,3.301764127,0.069205522,0.411955309,11,11,WT,5xFAD,TAG,741033.1431,325401.7839,579838.4417,379016.9039,311024.4433,165936.2529,111116.8657,79386.64502,168197.9523,190941.9505,233993.4187,403992.562,417098.6271,411731.309,201368.8329,91946.745,480220.0167,118668.9088,161892.6494,159708.2307,63434.68285,101800.6077,18079.84123
[TG(56:2)]_FA16:1,-0.592195033,7.619167825,3.269904539,0.070561729,0.411955309,11,11,WT,5xFAD,TAG,525116.5169,314124.4219,419234.4875,354721.486,229712.3372,136360.5078,101451.0862,66739.80466,134501.8116,141733.5319,164556.3533,988897.3417,1384878.286,1062813.211,706661.7295,461185.6715,1156969.883,395723.9151,416947.6647,440706.0439,255201.382,251559.0938,19141.86128
[TG(58:0)]_FA16:0,-0.610633779,6.800482282,3.476406316,0.062249788,0.411955309,11,11,WT,5xFAD,TAG,300984.8416,186549.4949,212164.6144,214987.6741,121884.2083,68878.24437,57372.5441,42453.12271,70903.66565,77557.76489,93098.64536,72623.06529,168729.2897,161933.8307,185421.2298,60341.84485,178526.9349,203368.5743,160801.5508,162881.4512,150322.2303,102196.2281,14726.421
[TG(58:0)]_FA18:0,-0.623490026,13.80730999,3.624398352,0.056938156,0.411955309,11,11,WT,5xFAD,TAG,32523041.41,29914885.3,29333780.7,31522156.17,17470448.73,11053621.28,8382905.44,4281136.48,11480242.65,9308369.296,11878286.85,5372.500305,5199.700428,4906.440357,4261.080296,11350.70079,5362.380432,8187.780605,9557.620659,6157.800335,6421.540401,8723.640625,62522.96513
[TG(58:1)]_FA18:1,-0.581449904,13.6215692,3.152513654,0.075810097,0.411955309,11,11,WT,5xFAD,TAG,28330565.09,25960805.82,25545461.52,27868091.13,14758587.34,9398261.877,7583868.603,4196584.922,10837407.87,7733840.065,10536032.68,1817973.9,2303608.661,2978109.632,3057672.901,2066887.923,2860055.467,3441236.823,2470053.374,2771117.046,3045936.243,3084386.741,39814.78287
[TG(58:10)]_FA16:0,-0.581071758,6.794948343,3.14821344,0.076010142,0.411955309,11,11,WT,5xFAD,TAG,301540.963,200906.8953,215690.2752,184621.4729,122179.7473,73532.92484,54039.98367,43923.96292,66092.16487,81903.90536,95114.24796,662543.7766,681772.5958,542906.9935,684772.926,353378.7455,593150.2448,336455.7668,166981.8556,165936.5536,182991.315,296094.0417,14022.3409
[TG(58:2)]_FA18:2,-0.568511036,13.59333474,3.013846428,0.082556174,0.411955309,11,11,WT,5xFAD,TAG,28019655.45,25483385.77,24680886.2,27247654.9,14300916.9,9387418.774,7437035.656,4092352.328,10647756.46,7564509.045,10474714.98,1921693.786,2287431.024,3007776.407,3089833.833,2073502.972,2943602.68,3483401.209,2524662.723,2843254.486,3043034.17,3123570.218,34402.92221
[TG(58:3)]_FA16:0,-0.597563292,7.268435045,3.329367869,0.068053025,0.411955309,11,11,WT,5xFAD,TAG,533300.9713,232969.8997,268029.7568,250888.9185,136874.0098,104572.9679,76481.10432,59268.72498,110435.5881,89379.00604,113646.8281,1852220.011,2368107.866,3130023.977,3161845.645,2173020.846,2932625.252,3576936.435,2534165.816,2905697.077,3077411.043,3270282.648,28311.14188
[TG(58:4)]_FA16:1,-0.570845412,7.125425272,3.03847319,0.081312362,0.411955309,11,11,WT,5xFAD,TAG,450049.4351,211813.7365,252165.5976,218683.0533,123893.4704,94726.92706,65011.02347,57281.04465,91608.90692,86175.86554,104580.2863,1834729.287,2241661.063,2952643.052,3006861.665,2056238.825,2850627.634,3400504.621,2452131.739,2750756.867,2978012.5,3069940.621,28959.76199
[TG(58:5)]_FA16:0,-0.620358475,6.799223292,3.587889036,0.058202132,0.411955309,11,11,WT,5xFAD,TAG,317765.8602,175336.4733,234775.255,178382.3126,122537.7278,68404.58505,52167.74407,40813.42288,67576.98477,78581.2261,98058.00693,2154436.896,2632855.116,3475246.694,3534966.968,2518966.212,3378639.214,4098414.594,2841556.59,3254579.063,3521433.571,3680776.901,17180.2413
[TG(58:5)]_FA16:1,-0.589520366,6.609565774,3.240331723,0.07184609,0.411955309,11,11,WT,5xFAD,TAG,269408.0769,153254.3112,201339.4334,165014.4925,107509.9674,62251.1243,47795.52377,36052.28235,59495.56393,70732.56584,84745.78586,1880.840137,2115.280148,1816.520119,1863.640137,1830.340126,1871.42012,2401.140167,1937.320126,2826.880173,1902.100136,2032.380135,14173.82101
[TG(58:7)]_FA16:0,-0.619240673,7.19582353,3.575044448,0.058653879,0.411955309,11,11,WT,5xFAD,TAG,387323.2881,232056.4572,278876.0978,296741.4005,171726.951,93054.26614,70246.7247,56801.34387,92774.56726,103242.9266,124374.7674,98856.16666,256835.8544,224978.156,252105.1974,63805.40454,232671.2765,289548.2825,214005.1978,209113.6934,202982.3945,134043.3908,18226.68144
[TG(58:8)]_FA16:1,-0.615583912,7.224366401,3.532995894,0.060158995,0.411955309,11,11,WT,5xFAD,TAG,402548.7861,245775.8981,279147.2995,296100.0986,167137.1903,95050.26566,71715.10568,59091.72406,93610.84474,104228.7283,125274.77,614965.1453,484493.8975,356051.6013,494831.6426,353264.4657,429741.8533,618818.9193,452209.4269,462337.382,393128.1864,797244.4564,19857.68134
[TG(60:0)]_FA16:0,-0.591887923,6.302469838,3.266333159,0.070715522,0.411955309,11,11,WT,5xFAD,TAG,207074.9548,137075.0698,147575.0298,139438.3498,92117.60672,49357.32332,35842.22243,31475.78223,49170.98271,55636.06376,71079.66513,1856849.97,2313052.194,3069052.135,3115453.172,2094073.534,2880506.104,3475024.157,2452388.039,2852053.938,3054472.169,3112635.723,10925.78074
[TG(60:0)]_FA16:1,-0.617044187,6.229539438,3.54958673,0.059560283,0.411955309,11,11,WT,5xFAD,TAG,209174.2356,122776.8491,149612.0307,132813.1904,82856.08629,46296.8036,34292.76237,28997.0219,48387.70436,53053.28372,64105.90448,2127056.151,2639989.5,3489807.782,3500032.611,2507057.135,3347052.605,3998839.354,2871507.821,3223362.777,3497315.089,3625005.245,10414.22076
[TG(60:0)]_FA18:0,-0.601982435,7.477123802,3.378779554,0.066040941,0.411955309,11,11,WT,5xFAD,TAG,534126.9845,309398.4828,338915.5843,354784.3227,186988.1713,158370.5319,93217.68703,64155.02505,108284.5292,114980.9875,143901.6292,189117.1955,308465.2037,276650.6643,331139.204,114897.0479,313884.0608,369853.002,306033.3441,287249.459,263757.2196,205757.5945,10897.16071
[TG(60:1)]_FA16:1,-0.610749605,6.32943883,3.477633174,0.062203649,0.411955309,11,11,WT,5xFAD,TAG,216708.6334,140060.008,152941.2108,140582.169,91066.84639,51268.44353,36883.16245,33773.56261,50808.08394,54226.4032,66539.34462,565282.3837,626456.9962,487208.6753,224606.6172,88051.36454,670317.7487,142264.3121,248063.0186,222566.5575,96885.02744,76432.10681,11553.60086
[TG(60:1)]_FA18:2,-0.573123172,6.680337913,3.062702696,0.080108321,0.411955309,11,11,WT,5xFAD,TAG,276336.3385,164381.6715,190008.0131,197760.913,108488.2478,59382.88426,52783.08423,45971.44282,62884.38362,66102.00409,91281.8873,1880200.439,2364484.885,3113512.264,3153277.127,2134473.603,2872146.169,3503022.241,2531736.235,2796622.143,3089806.756,3155785.361,15146.3811
[TG(60:1)]_FA20:0,-0.58879741,8.030437208,3.23254943,0.072188227,0.411955309,11,11,WT,5xFAD,TAG,708529.1961,348508.6115,654499.3574,485886.9562,286587.8642,166945.314,134010.2514,88418.10814,224840.4977,168248.7926,221957.2563,93856.86757,237677.0364,224025.9344,242104.4371,62340.30362,226401.7557,282033.943,203548.9539,208085.5332,196795.8132,110288.9471,20744.52139
[TG(60:1)]_FA20:4,-0.587023112,7.810565299,3.213097302,0.073051077,0.411955309,11,11,WT,5xFAD,TAG,590366.0417,397486.8097,478747.715,420746.8524,258345.577,163418.6134,114199.8491,85363.84567,156379.3916,147238.7305,204739.3346,81189.12572,194381.5709,198193.4529,213838.8362,59691.40401,196763.5968,229938.0596,179190.8527,177279.6729,164231.2115,125563.5684,12311.1209
[TG(60:11)]_FA16:1,-0.578811574,6.33253179,3.123705683,0.077161125,0.411955309,11,11,WT,5xFAD,TAG,220714.077,141824.7888,157441.211,131108.1892,88015.56665,51938.94376,36751.22266,35634.04224,46480.60315,56952.80322,70588.82516,239619.1764,209712.5935,152144.5507,221415.3146,221389.1949,200331.0739,258402.9762,188533.5109,293327.1392,194283.7128,293931.2401,11210.90076
[TG(60:12)]_FA16:0,-0.630647752,6.558754644,3.707699675,0.054161987,0.411955309,11,11,WT,5xFAD,TAG,262745.4,154455.5305,191662.5956,168854.7699,101471.1471,58535.50378,42828.30299,35031.86255,61290.22411,65305.86508,80822.50539,135490.6511,331956.7178,321486.8451,349200.4657,144532.2311,316586.4438,408240.9681,335087.3252,292720.0219,276135.0809,190429.9948,13434.16087
[TG(60:12)]_FA18:0,-0.594011392,7.358039591,3.289955801,0.069704899,0.411955309,11,11,WT,5xFAD,TAG,449607.8708,264771.6997,346678.3664,291134.2368,195371.0353,114738.2896,78208.12515,55394.02368,108569.4076,115799.9861,156589.5697,861028.9951,669375.4311,793726.1093,780912.275,836918.801,806232.1558,905970.5747,627171.2274,870962.4802,1332622.878,775351.4599,14059.18103
[TG(60:3)]_FA18:0,-0.597555441,8.273161811,3.329365084,0.068053141,0.411955309,11,11,WT,5xFAD,TAG,1045694.101,478873.9014,605966.5034,580672.8411,280159.2817,273352.7804,173476.1124,101273.2071,223541.8306,173522.4723,228097.7146,612907.0946,628073.1662,464009.4554,617655.3961,317984.4625,588806.5063,327665.4396,179374.2315,138983.9682,145334.4302,290814.6166,26903.16183
[TG(60:6)]_FA16:0,-0.585587046,6.445741367,3.197236336,0.07376282,0.411955309,11,11,WT,5xFAD,TAG,230013.2543,143725.7289,168585.6906,150586.2509,98229.32741,56903.42358,40745.08237,32351.00258,55184.56367,64648.64467,70062.00508,64279.28397,174378.4305,159634.2909,177307.275,69327.52527,184118.6525,204394.6564,148757.528,159841.0108,154947.39,95843.10622,13776.6209
[TG(60:6)]_FA16:1,-0.589258732,6.362922099,3.237411665,0.071974262,0.411955309,11,11,WT,5xFAD,TAG,224359.8163,135193.3311,161822.7115,141383.3308,89836.9061,51284.54322,40672.00247,32036.0625,49834.26276,57402.56308,71405.32538,1181207.419,923763.8223,842808.4569,1425976.256,942956.4274,873343.3417,1054323.395,331446.5623,11148.08078,7947.860527,1023084.571,12522.36096
[TG(60:7)]_FA16:1,-0.603786675,6.426847784,3.398891737,0.065240239,0.411955309,11,11,WT,5xFAD,TAG,235182.3166,142967.3694,173700.5328,154423.1107,95253.4072,52345.26311,39745.32288,34873.90257,54390.76424,62887.32462,74796.44525,387887.8647,398802.3885,359452.8242,181412.5535,123422.8881,331785.4401,99253.82476,133640.6498,142648.8503,63711.52371,127487.7496,10640.26071
[TG(60:7)]_FA18:0,-0.574864509,7.303741334,3.081413203,0.079191689,0.411955309,11,11,WT,5xFAD,TAG,406281.0908,270518.1979,299063.0187,301107.0606,191875.0138,113203.987,78038.88507,59736.28391,102545.1074,112027.6075,137130.2875,676464.6105,807440.2068,637716.5339,271895.741,155571.9294,764361.5746,111339.9685,289797.2783,265440.9391,120381.2671,232509.9168,14958.26115
[TG(60:8)]_FA16:0,-0.589197054,6.32616288,3.236725461,0.072004417,0.411955309,11,11,WT,5xFAD,TAG,211197.1934,128346.5489,152915.1101,141248.8303,94922.84653,52658.74438,40242.78275,32175.8423,49778.44324,52908.9035,66107.60391,2501393.991,771083.1541,764760.2946,1059173.444,499529.3789,829826.8574,545008.3538,303832.4172,307163.6615,336131.5221,635366.0417,12353.06087
[TG(60:9)]_FA16:1,-0.56880431,6.326256866,3.016681535,0.082411942,0.411955309,11,11,WT,5xFAD,TAG,214573.1349,124718.388,159314.9921,141248.0491,88968.28604,52332.26407,37842.86264,33152.98254,52664.38399,52901.38371,68319.02477,116999.7275,225800.7349,191367.5126,240761.7573,49734.06354,232934.7769,261587.2993,193245.1924,199917.6174,196481.454,92760.88623,12058.18085
[TG(60:9)]_FA20:4,-0.603037209,8.434359089,3.390683451,0.065565766,0.411955309,11,11,WT,5xFAD,TAG,782069.0565,712262.055,675815.2322,746715.647,371218.0107,221474.7168,183166.6147,132668.9696,264745.0233,192157.8346,332913.0633,98131.72635,304460.3593,291255.901,311569.2642,128301.847,277360.0813,337527.7449,276852.1764,261229.1781,249949.4164,175804.4341,24504.10182
20:0 Campesteryl ester,0.598521504,10.60230176,3.258059421,0.07107319,0.411955309,11,11,WT,5xFAD,CE,3150041.27,1934160.171,2756263.454,783134.5488,921191.6958,1453715.048,1301071.357,1003576.656,1640341.306,1485507.479,1647538.02,90574.66591,283722.9592,263682.3334,293917.4574,59563.48412,278039.4987,314222.819,256735.0144,232237.1562,231574.7552,98446.60575,117365.7884
20:1 Campesteryl ester,0.59541147,10.60951268,3.224725873,0.07253394,0.411955309,11,11,WT,5xFAD,CE,3151898.747,1934451.715,2746248.225,955419.1119,876076.1404,1482835.119,1326422.384,998638.113,1618198.529,1499049.928,1677135.395,2894270.998,405599.8459,285829.5192,5712751.577,372092.9292,323099.704,403199.9313,134691.2697,12029.66095,14256.48098,3136273.732,107014.4071
20:3 Campesteryl ester,0.587424325,10.61232187,3.139878576,0.076399495,0.411955309,11,11,WT,5xFAD,CE,3186958.637,2000263.378,2770194.725,825778.3897,922979.9345,1483640.615,1346810.877,1022976.568,1613130.355,1481498.937,1647135.117,1683608.039,2245856.105,1813889.047,1928081.651,1158131.282,2023516.058,1096197.14,538287.2204,522923.0193,550984.5406,1006168.931,103799.047
CE(14:0),0.621140715,7.989704387,3.505396496,0.061169202,0.411955309,11,11,WT,5xFAD,CE,483184.1338,352738.6251,402353.0107,115021.1275,144252.4292,216050.854,199976.6729,215724.4577,242793.9382,215567.5574,250779.658,2229434.127,993825.66,827109.645,1077113.433,556888.0947,879044.6833,610029.8427,338749.5623,306738.9572,330288.8823,622791.3423,33731.72247
CE(22:5),0.640883085,10.58599309,3.728548911,0.053489844,0.411955309,11,11,WT,5xFAD,CE,3030470.368,1908633.113,2647383.708,789784.7694,885676.8006,1446577.999,1327634.832,1011509.115,1612453.884,1488166.549,1629442.035,7961.700527,411807.7266,7953.760567,557748.5873,7944.300537,7940.780579,7955.160545,56761.78407,433803.5305,226100.456,7976.120564,114990.6285
CE(22:6),0.611623831,10.60324688,3.400309686,0.06518418,0.411955309,11,11,WT,5xFAD,CE,3112762.503,1907218.343,2743999.82,835427.1934,903051.3643,1466869.252,1331848.482,1026438.645,1618835.217,1467189.503,1643677.644,64025.88466,150480.5302,139985.4695,163211.4894,44768.58331,176356.1532,179407.3536,137801.9487,135432.8901,134902.0518,73362.42639,116655.2083
Cer(d18:0/20:0(2OH)),0.580666814,2.778968779,3.065131427,0.079988694,0.411955309,11,11,WT,5xFAD,Cer,6627.820503,7423.300514,5937.940422,4512.840355,6054.280422,4968.420341,4043.000305,4368.600288,5077.460369,4594.520325,5272.500366,2370535.384,751359.7977,664869.6697,936684.2498,434964.5515,708849.5505,511173.7725,280164.0995,286587.2811,294846.683,591454.1875,3783.120266
Cer(d18:0/20:0),0.600031222,2.682050056,3.269902522,0.070561816,0.411955309,11,11,WT,5xFAD,Cer,5211.020313,7031.200485,5057.720337,4768.860367,5928.920376,4766.22036,4064.920269,4314.180294,4316.160286,4198.760303,4749.560371,2580734.988,901841.126,656482.5078,1167048.323,1510657.986,989411.6919,1676014.529,1039830.149,1339650.064,957114.1597,2875756.461,3553.860245
Cer(d18:0/22:0(2OH)),0.616565898,2.750724852,3.450312284,0.06323982,0.411955309,11,11,WT,5xFAD,Cer,5363.280354,7844.740513,5265.940392,5535.100403,5458.02037,4816.360367,4186.040268,5108.600327,4484.560341,4233.080288,4746.320309,672532.8724,1529845.148,1928915.404,2001238.846,1349291.898,1769673.626,2074187.296,1457627.757,1627915.805,1796689.854,1787694.014,3723.940262
Cer(d18:0/24:0),0.613601173,2.896840607,3.418296965,0.064477497,0.411955309,11,11,WT,5xFAD,Cer,6788.820469,9897.760654,4801.840355,6753.500446,6139.400417,6009.200439,4686.520302,5283.860374,5690.220402,4669.180374,5999.500416,762217.3347,566979.1629,519464.0862,687541.5687,500463.022,784746.3306,1038142.782,464059.3792,631511.574,578033.1282,976994.5863,3560.520267
Cer(d18:1/12:0),0.607982561,2.815296028,3.3565176,0.066939483,0.411955309,11,11,WT,5xFAD,Cer,7047.420532,7736.500553,5853.420422,4666.560333,6609.400459,4777.620365,4941.200359,4986.540371,4968.780354,4895.480347,5431.880402,577207.9849,679473.184,666396.4151,691203.8707,379289.7661,722333.4565,353687.2863,192103.8335,195160.3552,192502.2132,349663.8234,3502.60025
Cer(d18:1/26:1(17Z)),0.60489275,3.033393206,3.323608003,0.068291802,0.411955309,11,11,WT,5xFAD,Cer,7048.300495,9380.400604,7244.520515,7705.060513,7089.660572,5521.380352,5379.62038,6099.400482,5999.92041,5641.580418,7417.560528,173842.4122,162519.9095,133159.7681,174171.6314,127339.0884,1005826.838,143779.8892,106311.868,99202.22778,88439.4447,150115.9116,3691.480278
Cer(d18:2/14:0),0.592291855,2.767206933,3.18744945,0.074205706,0.411955309,11,11,WT,5xFAD,Cer,5950.480392,6302.020428,4793.880322,5322.940399,7472.080475,5374.780373,4583.580299,4218.280304,4496.30032,4716.480358,5099.200363,746637.6741,543265.2347,522765.7276,649334.9963,495664.8359,760631.1132,1005318.553,457671.0166,600742.5986,558784.7631,947372.3681,3615.840267
Cer(t18:0/16:0(2OH)),0.639284018,3.598435336,3.70796172,0.054153483,0.411955309,11,11,WT,5xFAD,Cer,9114.800674,7234.480511,18293.06121,9322.280643,15268.82104,9846.400837,7614.640621,7721.940491,5929.720444,16895.98119,11146.62083,607608.7018,709311.4481,698238.8903,712578.0958,389939.7046,735842.8122,365977.585,198411.6115,204837.2341,202876.3533,361066.2072,3632.020252
Cer(t18:0/20:0(2OH)),0.648721461,2.864476077,3.814595949,0.050807858,0.411955309,11,11,WT,5xFAD,Cer,7180.220482,6439.480453,5296.620373,5718.460403,7387.200478,7018.660511,4055.180298,4319.520302,4774.300369,5926.420403,5515.620415,283672.7406,238976.6752,190919.1314,64447.90479,51349.70294,281723.9185,42923.62302,110269.329,97659.26645,42604.8833,51589.46401,3679.140259
Cer(t18:0/22:0(2OH)),0.648384429,2.760160562,3.810348494,0.050936852,0.411955309,11,11,WT,5xFAD,Cer,6808.300442,6026.360405,5066.840359,5957.460423,6071.120445,5578.040386,4453.920311,4277.800301,5118.400345,4416.08033,5187.240368,772329.3668,832522.8793,829971.9472,817528.5674,468442.8258,873593.5086,435516.2945,229873.7729,251778.8765,217886.7545,470504.8696,3512.600246
Cer(t18:0/24:0(2OH)),0.577731039,3.097580196,3.035597913,0.081456534,0.411955309,11,11,WT,5xFAD,Cer,8356.560562,7779.720566,7380.100456,9029.500561,8763.400658,8099.780643,6757.480488,4759.780342,6624.520485,5866.380417,6467.460415,4626266.682,3656874.827,2848870.587,3930768.587,2104956.054,3616836.888,2184860.6,887879.4108,1258499.477,1111165.355,1712541.97,3548.180241
CerP(d18:1/22:0),0.621503396,2.861890312,3.505343892,0.061171145,0.411955309,11,11,WT,5xFAD,Cer,5769.580391,8423.560562,5368.620354,5426.280415,6469.040424,5398.080376,4367.4203,5262.860386,5260.580383,4636.500313,4984.620342,1105002.468,620666.3218,577718.5909,882465.7767,399448.1888,788303.0099,442731.2323,242853.5175,200111.035,201532.8149,436049.4913,4026.920296
CerP(d18:1/8:0),0.581823186,2.711723399,3.07701675,0.079406052,0.411955309,11,11,WT,5xFAD,Cer,5703.680389,6296.520409,6267.080467,4890.740349,6090.540413,4603.9203,4711.90036,4446.240299,4452.060314,4352.820274,4416.560314,1961015.34,718983.7563,666039.0693,915453.668,449951.7501,743934.6786,494377.1719,266598.74,277879.1941,275205.1222,568332.8816,3514.960247
Cholesteryl nitrolinoleate,0.593296046,10.60236278,3.202147139,0.073541661,0.411955309,11,11,WT,5xFAD,CE,3118859.413,1932838.3,2767624.451,810911.4113,952404.7488,1451576.48,1321585.788,1004468.927,1620032.261,1488006.248,1665276.349,148926.5318,285894.4995,280701.3613,311395.4446,85269.64569,293026.6558,325857.7628,266002.8776,233552.5938,217590.8764,196454.5934,106358.9676
FA(12:1),0.635852944,9.034561156,3.671044044,0.055365493,0.411955309,11,11,WT,5xFAD,FA,513077.4573,602155.9633,372567.2653,567265.0387,524384.2371,369004.2051,424920.808,412329.4279,373671.227,329751.7641,583100.8431,1371771.621,654150.3412,552820.3202,782582.0764,375331.8505,623107.6886,403475.9225,230535.2355,220422.837,241267.8392,410292.7869,177952.5332
