"lipid","type","LogFC_cKO","PValue_cKO","FDR_cKO","LogFC_WT","PValue_WT","FDR_WT","min_PValue","min_FDR","LogFC_difference","LogFC_difference_abs","LogFC_injured_comparison","PValue_injured_comparison","FDR_injured_comparison","Min_PValue_all","min_FDR_all","LogFC_Healthy","Pvalue_healthy","FDR_healthy"
"PS(34:5)_2","PS",0.059025234,0.846863979,0.948589958,0.595968557,0.072272806,0.411955309,0.072272806,0.411955309,-0.536943322,0.536943322,-0.794152012,0.020250526,0.997493903,0.020250526,0.411955309,-0.325655859,0.273178617,0.999751828
"PS(36:1)","PS",0.968148154,0.001532384,0.016744371,0.313508858,0.34177164,0.709614627,0.001532384,0.016744371,0.654639296,0.654639296,-0.009516437,0.977486507,0.997493903,0.001532384,0.016744371,-0.706613596,0.017414793,0.999751828
"PS(38:1)","PS",0.901419312,0.003160606,0.030136478,0.394861534,0.231824835,0.609915251,0.003160606,0.030136478,0.506557778,0.506557778,0.089903288,0.789578247,0.997493903,0.003160606,0.030136478,-0.464583294,0.117860035,0.999751828
"PS(38:3)","PS",0.98533885,0.001263124,0.014332542,0.658713875,0.047272393,0.398211027,0.001263124,0.014332542,0.326624976,0.326624976,-0.087187562,0.79616266,0.997493903,0.001263124,0.014332542,-0.46766438,0.11544475,0.999751828
"PS(38:7)","PS",1.166870609,0.00013848,0.003701874,0.534599166,0.106435922,0.44202493,0.00013848,0.003701874,0.632271443,0.632271443,0.350113314,0.297925988,0.997493903,0.00013848,0.003701874,-0.327454762,0.27053123,0.999751828
"PS(38:8)","PS",0.839476636,0.005959778,0.050880794,0.211117218,0.521390237,0.84668892,0.005959778,0.050880794,0.628359418,0.628359418,0.288489421,0.391189426,0.997493903,0.005959778,0.050880794,-0.387491889,0.192192864,0.999751828
"PS(40:7)","PS",0.914413678,0.002754191,0.026947874,0.446931462,0.176365837,0.55224793,0.002754191,0.026947874,0.467482217,0.467482217,0.117554843,0.727076919,0.997493903,0.002754191,0.026947874,-0.400582551,0.177586802,0.999751828
"PS(40:8)","PS",0.912751923,0.002803381,0.027251049,0.167163356,0.61143661,0.892995713,0.002803381,0.027251049,0.745588567,0.745588567,0.374682855,0.265269288,0.997493903,0.002803381,0.027251049,-0.418746971,0.158712116,0.999751828
"PS(O-20:0)","PS",2.046477091,5.1e-11,1.09e-08,0.350249011,0.288506472,0.662814952,5.1e-11,1.09e-08,1.69622808,1.69622808,1.755438817,2.66e-07,7.95e-05,5.1e-11,1.09e-08,0.032667599,0.912709613,0.999751828
"PS(O-38:0)","PS",1.112162177,0.000278467,0.00604153,0.514641555,0.119996594,0.465375391,0.000278467,0.00604153,0.597520623,0.597520623,0.261374876,0.437296579,0.997493903,0.000278467,0.00604153,-0.383437135,0.196891442,0.999751828
"PS(O-38:3)_2","PS",1.036319154,0.000700388,0.011018791,0.437108485,0.185981283,0.559064217,0.000700388,0.011018791,0.599210669,0.599210669,0.15936406,0.635998815,0.997493903,0.000700388,0.011018791,-0.488981298,0.099767939,0.999751828
"PS(O-40:0)","PS",1.016084443,0.000887683,0.012115712,0.525109178,0.112723104,0.45240345,0.000887683,0.012115712,0.490975265,0.490975265,0.100988786,0.764336542,0.997493903,0.000887683,0.012115712,-0.441905329,0.136901546,0.999751828
"PS(O-40:1)","PS",1.096155635,0.00033983,0.006783015,0.442675499,0.180484991,0.554536857,0.00033983,0.006783015,0.653480136,0.653480136,0.173964171,0.605354607,0.997493903,0.00033983,0.006783015,-0.528921502,0.075002931,0.999751828
"PS(O-40:4)","PS",1.343831521,1.2e-05,0.000815204,1.005056658,0.0027002,0.115491424,1.2e-05,0.000815204,0.338774863,0.338774863,-0.125276037,0.710648089,0.997493903,1.2e-05,0.000815204,-0.523280861,0.078162768,0.999751828
"PS(O-40:5)","PS",1.016378129,0.000884677,0.012115712,0.64552183,0.05181023,0.411955309,0.000884677,0.012115712,0.370856298,0.370856298,0.044693965,0.894502764,0.997493903,0.000884677,0.012115712,-0.381838295,0.19876853,0.999751828
"PS(O-42:4)","PS",0.648308589,0.033546225,0.176205959,0.438925139,0.18417742,0.556881607,0.033546225,0.176205959,0.20938345,0.20938345,0.049104953,0.884156925,0.997493903,0.033546225,0.176205959,-0.213976429,0.471785295,0.999751828
"PS(P-42:4)","PS",0.611072411,0.045117236,0.222905949,0.289643942,0.379598166,0.739919862,0.045117236,0.222905949,0.32142847,0.32142847,0.163787263,0.626649058,0.997493903,0.045117236,0.222905949,-0.208469004,0.483282671,0.999751828
"SM(d16:1/22:1)","SM",1.058503215,0.000537733,0.009698635,0.66038179,0.046721886,0.398211027,0.000537733,0.009698635,0.398121424,0.398121424,-0.056220704,0.867660018,0.997493903,0.000537733,0.009698635,-0.510378026,0.085790785,0.999751828
"SM(d16:1/24:0)","SM",0.818728498,0.007310372,0.05765889,0.541084892,0.102302113,0.436076832,0.007310372,0.05765889,0.277643606,0.277643606,-0.062377028,0.85333508,0.997493903,0.007310372,0.05765889,-0.395170657,0.183519184,0.999751828
"SM(d16:1/24:1)","SM",0.828755516,0.006626452,0.053332251,0.556209401,0.09316559,0.426873033,0.006626452,0.053332251,0.272546116,0.272546116,-0.077108273,0.819270484,0.997493903,0.006626452,0.053332251,-0.40441814,0.173465436,0.999751828
"SM(d18:0/18:0)","SM",1.208668433,7.97e-05,0.002711798,0.957647166,0.004205727,0.119524266,7.97e-05,0.002711798,0.251021267,0.251021267,-0.066194067,0.844478372,0.997493903,7.97e-05,0.002711798,-0.374087226,0.208044018,0.999751828
"SM(d18:0/20:0)","SM",0.999650844,0.00107296,0.013274554,0.638151286,0.054500858,0.411955309,0.00107296,0.013274554,0.361499558,0.361499558,-0.090523539,0.788552257,0.997493903,0.00107296,0.013274554,-0.507449226,0.087604603,0.999751828
"SM(d18:0/22:0)","SM",0.801609198,0.00862605,0.064244763,0.582325213,0.0789547,0.411955309,0.00862605,0.064244763,0.219283985,0.219283985,-0.082900007,0.805970252,0.997493903,0.00862605,0.064244763,-0.356475447,0.230285359,0.999751828
"SM(d18:0/24:0)","SM",1.037108471,0.000693854,0.011018791,0.672335506,0.042943958,0.398211027,0.000693854,0.011018791,0.364772965,0.364772965,-0.05121777,0.879335111,0.997493903,0.000693854,0.011018791,-0.471429647,0.112539774,0.999751828
"SM(d18:1/18:0)","SM",1.21555894,7.27e-05,0.002589678,0.979673927,0.003429898,0.119524266,7.27e-05,0.002589678,0.235885014,0.235885014,-0.07136127,0.832521618,0.997493903,7.27e-05,0.002589678,-0.363847244,0.220778423,0.999751828
"SM(d18:1/18:1)9Z))","SM",1.245682606,4.82e-05,0.002272043,0.963443858,0.003987321,0.119524266,4.82e-05,0.002272043,0.282238748,0.282238748,-0.04263447,0.89942862,0.997493903,4.82e-05,0.002272043,-0.382133683,0.198417778,0.999751828
"SM(d18:1/20:0)","SM",1.014518144,0.000903916,0.012115712,0.633354301,0.056315487,0.411955309,0.000903916,0.012115712,0.381163843,0.381163843,-0.091199223,0.787013604,0.997493903,0.000903916,0.012115712,-0.528198349,0.075400156,0.999751828
"SM(d18:1/24:0)","SM",1.054413755,0.00056477,0.010065017,0.661191909,0.04645726,0.398211027,0.00056477,0.010065017,0.393221845,0.393221845,-0.051968475,0.877581406,0.997493903,0.00056477,0.010065017,-0.501396764,0.091451045,0.999751828
"SM(d18:1/24:1)15Z))","SM",1.001666099,0.00104844,0.013189197,0.628993901,0.058008745,0.411955309,0.00104844,0.013189197,0.372672198,0.372672198,-0.075595124,0.8227544,0.997493903,0.00104844,0.013189197,-0.503718192,0.0899599,0.999751828
"SM(d18:2/18:1)","SM",1.202930899,8.61e-05,0.002863114,0.969486392,0.003770752,0.119524266,8.61e-05,0.002863114,0.233444507,0.233444507,-0.051509952,0.878652488,0.997493903,8.61e-05,0.002863114,-0.341830632,0.250028462,0.999751828
"SM(d18:2/20:1)","SM",1.15115676,0.000169721,0.004165131,0.788642902,0.017895536,0.26789617,0.000169721,0.004165131,0.362513858,0.362513858,-0.060579273,0.85751315,0.997493903,0.000169721,0.004165131,-0.479108357,0.106800744,0.999751828
"SM(d18:2/22:1)","SM",1.000050198,0.00106805,0.013274554,0.598271272,0.071189363,0.411955309,0.00106805,0.013274554,0.401778926,0.401778926,-0.089251949,0.791450071,0.997493903,0.00106805,0.013274554,-0.545837459,0.06615176,0.999751828
"SM(d18:2/24:1)","SM",0.975198348,0.001416033,0.015702228,0.576439311,0.081991294,0.411955309,0.001416033,0.015702228,0.398759037,0.398759037,-0.090058551,0.789611551,0.997493903,0.001416033,0.015702228,-0.54363756,0.067251502,0.999751828
"Stearidonyl carnitine","CAR",0.487215494,0.110137673,0.388858718,1.102904092,0.001028664,0.059227307,0.001028664,0.059227307,-0.615688598,0.615688598,-0.336942789,0.319907243,0.997493903,0.001028664,0.059227307,0.214238893,0.473225739,0.999751828
"Stearoylcarnitine | hexadecanedioic acid mono-L-carnitine ester","CAR",0.456435857,0.134497612,0.429062628,1.086289505,0.00121756,0.065095962,0.00121756,0.065095962,-0.629853648,0.629853648,-0.305959323,0.366178747,0.997493903,0.00121756,0.065095962,0.260558993,0.383370718,0.999751828
"Tetradecanoylcarnitine","CAR",0.181920018,0.551298558,0.795689799,0.755727108,0.023158938,0.309544017,0.023158938,0.309544017,-0.57380709,0.57380709,-0.336565963,0.320446605,0.997493903,0.023158938,0.309544017,0.172630376,0.563072589,0.999751828
