"lipid","logFC","logCPM","LR","PValue","FDR","Length1","Length2","Title_1","Title_2","type","AK0141","AK0145","AK0164","AK0174","AK0175","AK0144","AK0147","AK0154","AK0155","AK0166","AK0168","AK0139","AK0161","AK0170","AK0200","AK0202","AK0204","AK0135","AK0140","AK0142","AK0157","AK0169","Blank-1x","mean1","mean2"
"LPC(24:1)",-0.054129407,8.598119805,0.027200899,0.869001479,0.989912363,11,11,"WT","5xFAD","PC",565203.88062,602985.37642,500522.45762,550229.98282,386357.98082,301447.38292,264035.14102,3467.6803,269378.87662,252343.85952,341023.28662,136646.05112,115951.91052,73404.66542,123648.38862,72324.82462,115651.22972,84131.00462,30677.82198,29764.54276,21921.68216,88824.50502,55690.20398,366999.627754545,81176.9660509091
"LPE(20:1)",0.055075872,7.081203183,0.028094868,0.866885982,0.989912363,11,11,"WT","5xFAD","PE",234306.15471,145154.45001,105746.60731,175178.65221,160436.87071,45897.2625,106769.57001,78412.90481,113187.52691,36541.70276,61263.94475,517749.81671,504805.01181,463493.29541,188606.11571,170835.84761,499180.25391,149767.21371,313295.16601,325697.58691,158520.93041,181131.00951,24139.76169,114808.695153636,315734.749791818
"LPE(20:3)",-0.049482922,7.144530913,0.022728598,0.880164988,0.989912363,11,11,"WT","5xFAD","PE",222954.41414,143771.34984,63650.42354,180197.91624,118475.38964,14101.00089,83847.40584,51616.34297,94421.56724,9085.82105,17858.56071,303381.24314,160484.21074,104161.22844,231319.41734,119032.52554,281292.29844,181605.65344,80952.92584,76703.02574,63814.02434,174565.83104,45673.66326,90907.2901909091,161573.853094545
"LPG(17:0) | PG(16:0) | PG(O-18:0)_2",-0.055503151,10.46678164,0.028600168,0.865705523,0.989912363,11,11,"WT","5xFAD","PG",1701331.6667,2076959.3727,2177727.5967,1817078.1327,1018542.9267,744623.3477,842075.8557,500613.147,651872.1626,668663.2973,765116.5177,0,7938.57809999998,0,0,0,0,0,0,0,0,0,295538.8423,1178600.36577273,721.688918181817
"LPG(17:0) | PG(16:0) | PG(O-18:0)_3",-0.058212623,10.29887289,0.031462225,0.859213104,0.989912363,11,11,"WT","5xFAD","PG",1495874.193,1799143.427,1931569.704,1659572.971,912957.799,642541.3022,734515.477,460131.812,571094.6919,585256.9443,681654.7129,105646.1114,32299.7836,0,72010.0468,0,76096.0251,7530.50319999998,0,0,0,40708.1478,266636.938,1043119.36675455,30390.0561727273
"LPG(18:2) | PG(18:2)",0.051156618,7.469390622,0.024241128,0.876272946,0.989912363,11,11,"WT","5xFAD","PG",294773.3874,163450.9519,235860.1392,209099.4753,115001.5867,83656.1852,62811.8444,44396.48224,120821.5054,84970.5053,121014.5706,1111422.4265,501533.9931,451974.1733,613828.4885,348317.9278,548618.5573,510436.4347,241388.1176,278421.3571,242686.4966,622703.1828,42633.0235,139623.330330909,497393.741390909
"LPI(17:1) | PI(P-18:0)",-0.052276056,8.196198916,0.025369078,0.87345085,0.989912363,11,11,"WT","5xFAD","PI",308781.66357,460487.53197,596333.97977,609896.31317,172832.73127,140723.53017,204190.13577,171082.15187,365623.25087,100503.24767,154767.99107,1420100.58527,1421085.27227,1238149.63927,1397796.73127,551199.50177,1280837.45027,582982.60147,861980.23897,792262.87697,740476.16337,635204.68667,27504.08173,298656.593379091,992915.977051818
"LPI(22:6) | PI(22:6)",0.058697808,7.147753161,0.031908917,0.858227709,0.989912363,11,11,"WT","5xFAD","PI",72979.74503,247674.64093,227665.45853,258401.93733,23021.60178,18936.62102,121429.28903,94819.14723,131638.49033,0,21003.10178,180152.72903,449527.06043,382920.29013,458379.87903,64601.58605,420350.12953,331276.08483,228581.69423,196245.13343,209323.93373,72407.46453,32718.98207,110688.184817273,272160.544086364
"LPS(22:1) | PS(22:1)",0.057322489,7.411109761,0.030432433,0.861512655,0.989912363,11,11,"WT","5xFAD","PS",289547.61954,153702.71054,232918.99614,212134.81584,119705.66964,83904.66484,60931.48425,61764.30444,117007.76714,86624.48484,115108.98714,142920.04754,144349.25044,102360.74564,140877.58954,77128.30574,142502.43224,105518.88664,64315.54454,58301.76404,60791.82483,104753.66784,37010.66266,139395.591304545,103983.64173
"LPS(22:1) | PS(22:1)_2",0.059910336,7.412190893,0.033240239,0.855332342,0.989912363,11,11,"WT","5xFAD","PS",307520.29078,157663.74918,241168.33498,209767.53618,121217.94988,85558.08798,68401.54538,60492.4462,115577.18708,97386.62778,126886.02758,45803.44268,91151.06748,80276.66478,120124.46768,11971.12058,124020.20988,70489.38608,41383.7826,37666.28222,40621.1429,24858.26184,33973.48242,144694.525727273,62578.7117018182
"PC(30:2)",0.056671761,9.920389084,0.029746905,0.863065756,0.989912363,11,11,"WT","5xFAD","PC",1802198.56032,1465315.72632,1851199.96432,1318614.93632,772016.69422,994835.03132,710558.10362,193900.34962,588661.54972,1033793.89232,957118.10432,2487272.61032,2438550.60032,2262549.18032,2365216.59732,1038104.84032,2208612.63632,1089584.66332,1763517.79832,1566599.56632,1473845.75632,1106396.52232,45792.62268,1062564.81022,1800022.79741091
"PC(44:1)",0.051564249,6.049092806,0.024627179,0.875299629,0.989912363,11,11,"WT","5xFAD","PC",100969.80614,70016.70555,89324.04574,67945.96495,71140.74453,43842.10331,35634.66246,5072.36062,38066.46343,50766.80339,56535.84444,261242.91764,235131.29654,175900.79404,245826.19884,163714.21244,228278.65564,198143.39564,136331.35034,118104.92824,115226.84574,205108.71684,12209.90086,57210.5004145455,189364.482903636
"PE(34:1)",-0.053130892,7.3177071,0.026205368,0.871399784,0.989912363,11,11,"WT","5xFAD","PE",288387.84001,171639.99371,82439.58671,188115.21681,290890.61861,43942.88328,147454.30831,119347.15081,141154.92951,31582.08194,43396.96368,163679.78841,151436.85161,106107.06731,165538.07041,102556.10791,142534.53011,109264.94711,60706.14499,64289.32601,61136.94428,119726.14931,22903.04149,140759.233943636,113361.447950909
"PE(38:0)_2",-0.056792106,7.676051933,0.029943788,0.862617838,0.989912363,11,11,"WT","5xFAD","PE",438777.85236,293094.56026,145810.03216,286127.44366,234733.71546,51261.92264,147778.14956,169948.89166,196015.74986,54406.90399,69295.12487,156234.69076,132254.52986,91290.84696,19126.72074,24898.44159,122408.74706,29453.70206,67225.54402,62960.70491,12968.7011,55594.88385,27809.92204,189750.031498182,70401.5920827273
"PE(38:9)",0.049072819,7.77974827,0.022307726,0.881271379,0.989912363,11,11,"WT","5xFAD","PE",395621.80818,244202.49378,150872.03228,255586.60138,325069.68218,80967.42698,180191.61268,149339.17098,198638.87008,34528.78222,130448.10738,542615.51928,382293.74928,352232.96388,531974.68138,318856.72408,536507.04218,424716.22868,298850.64058,232783.85938,229373.29688,368379.38548,32160.34232,195042.417101818,383507.644643636
"PE(O-20:0)",-0.054427457,6.286765859,0.027499251,0.868291539,0.989912363,11,11,"WT","5xFAD","PE",137772.62793,81971.96523,55491.46536,103303.00613,62490.32482,14751.80057,41271.9435,30573.10174,64895.00496,6973.30099,25093.26176,1606704.15233,1208867.95233,1059334.90933,1512454.23933,1152747.00733,3023771.68633,1192722.17733,907732.27003,918790.30163,931507.85193,1080371.93733,21527.70167,56780.7093627273,1326818.58956636
"PE(O-34:1)",0.053480991,6.997613564,0.026492142,0.8707042,0.989912363,11,11,"WT","5xFAD","PE",214463.11522,202053.29572,46980.98323,171529.29372,146751.38972,18568.16131,89913.62742,136359.09172,112948.74622,8878.40039,31950.62187,428633.42922,464173.85002,357434.18592,443832.41202,264270.63972,427482.43492,334681.06022,222741.63602,195653.29612,183607.45322,323526.44122,21920.24158,107308.793321818,331457.89442
"PG(24:1)",-0.050496361,8.858092911,0.023670539,0.877726172,0.989912363,11,11,"WT","5xFAD","PG",969578.53512,464032.43982,761577.69612,597191.04402,395750.61672,246028.37582,180302.21042,187379.91792,396424.83232,273120.15892,367162.22412,708918.36882,1052087.99712,1368747.07112,1175415.62312,791382.68472,1142058.86212,771394.98062,639792.76872,571231.39832,587259.67492,672637.46982,67775.62488,439868.004665455,861902.445401818
"PG(36:8)",0.051765299,8.936788355,0.024821725,0.874812098,0.989912363,11,11,"WT","5xFAD","PG",830432.17709,666445.25559,794105.13089,585185.16829,447905.90959,301918.74099,306902.82419,275838.75509,294079.53229,334718.67949,399710.91049,288580.07869,224150.25349,164491.36799,273040.27859,137501.72849,268430.37889,204486.45549,111742.94899,99793.66499,100344.08579,219453.73629,55007.52411,476113.007635455,190183.17979
"PG(O-30:0)",0.059514721,7.992586941,0.032803425,0.856275616,0.989912363,11,11,"WT","5xFAD","PG",438714.44865,270959.70405,324463.72765,296012.73925,189633.56935,128442.60925,88242.18715,109025.94855,171859.35535,128758.32695,172901.73575,1112239.41785,1121616.12885,1043284.47985,1129504.41285,487562.91235,1224065.48285,458779.55125,783278.25105,735655.52565,781426.53595,488732.13765,53294.78415,210819.486540909,851467.712377273
"PG(O-34:3)",0.05805272,7.739023868,0.03121249,0.859767161,0.989912363,11,11,"WT","5xFAD","PG",356359.68342,289812.69862,246196.51662,300905.90362,168576.35422,117859.50812,83216.82512,101661.36802,134090.06972,139346.87242,183516.25412,320959.91932,299812.12062,249082.63912,282520.99992,165678.21472,267914.50092,270694.18162,159683.55292,131142.26912,108125.64822,243222.35442,34456.94208,192867.459456364,227166.945538182
"PI(26:0)",0.052043233,7.490280604,0.025088156,0.874147594,0.989912363,11,11,"WT","5xFAD","PI",69184.34523,273492.07643,357448.40703,337173.26603,31862.32218,19006.26135,163744.23503,106432.90853,186475.81623,8042.34091,25307.58185,784733.22113,876331.82233,594947.59993,705988.23603,569993.12723,548450.18753,547896.46073,352516.84283,337446.46623,364725.38403,571666.71783,39667.12277,143469.960072727,568608.733257273
"PI(28:1)",-0.057832469,8.217351928,0.03105186,0.860124738,0.989912363,11,11,"WT","5xFAD","PI",164337.69217,544854.00267,611124.02807,685388.07167,59680.30437,46784.38339,204394.15357,240701.43577,387666.42787,37301.30297,55431.16372,656891.77117,706354.72007,489657.14007,612036.92817,415320.20777,527158.33717,512040.61267,323766.63907,305866.94087,326407.52327,506387.35737,43964.88303,276151.178749091,489262.561606364
"PI(40:10)",0.06097862,6.324287977,0.034433788,0.852787131,0.989912363,11,11,"WT","5xFAD","PI",55575.70441,127751.74858,146724.44938,141791.81048,41229.3432,37948.18259,60745.50459,53098.16379,77039.30522,18505.88139,27856.58209,2483049.19318,2449625.88118,2235784.86618,2341240.65618,1012903.27118,2195102.12218,1097169.78518,1741401.09718,1575440.79118,1470021.76418,1082910.91518,12439.98082,71660.6068836364,1789513.66754364
"PI(42:7)",-0.05626699,6.420450131,0.029390851,0.86387969,0.989912363,11,11,"WT","5xFAD","PI",75589.92498,117490.68818,156423.07218,154737.09288,32143.42271,18374.98169,53410.744,47596.94285,80880.32652,11357.76103,26496.80255,1280935.55368,1060815.36768,981962.41268,1269726.00468,931609.39388,2275448.27268,1009367.77268,763026.63288,739310.46888,829085.57578,745684.43688,18616.02132,70409.25087,1080633.80839818
"PI(O-32:1) | PI(P-32:0)",-0.055581385,7.8067199,0.028680145,0.865519672,0.989912363,11,11,"WT","5xFAD","PI",84935.30617,459192.31347,378911.94677,627036.82207,53896.2239,60741.28476,151598.35257,190582.65517,298497.78427,44661.02353,39025.32255,250175.80117,264407.43687,200526.97537,251975.25357,165348.75157,224869.53707,215952.91467,149937.31137,112843.52827,106849.26937,193935.99457,26491.12183,217189.003202727,194256.615806364
"PI(O-34:3) | PI(P-34:2)",-0.05845406,6.93576,0.031722258,0.858638605,0.989912363,11,11,"WT","5xFAD","PI",74028.78506,269041.5389,206688.4734,275396.8778,52055.32334,54941.74288,101399.9477,103672.2866,117218.7463,17800.00117,40882.84259,698753.4709,668532.0542,678026.8937,663359.1147,439984.5753,485214.3522,457321.09,366705.0487,351336.5007,323628.0472,671187.6101,13664.8211,119375.14234,527640.796154546
"PI(O-42:0)",-0.049836745,6.281619125,0.023054109,0.879316448,0.989912363,11,11,"WT","5xFAD","PI",63857.78473,114478.70865,149432.47105,147543.65185,30793.94206,27595.02256,51343.92427,43626.20369,74234.54579,17299.12127,22332.30162,157639.16865,326585.88585,316027.12585,427744.43835,65182.74482,454825.01015,335897.60235,227448.11505,158125.63135,174102.70805,60778.20459,14549.86095,67503.4252309091,245850.603187273
"PI(O-42:1)",-0.058929114,6.197374027,0.032238881,0.857504377,0.989912363,11,11,"WT","5xFAD","PI",58940.76339,120405.94759,130489.86799,124390.32979,32105.36233,18803.14116,47385.10321,48558.82379,61016.0242,13471.96114,19944.28144,1282926.24789,571134.98569,531694.79469,695457.97709,498570.99109,771120.19719,705130.36529,340107.17959,416523.16119,374123.10509,779808.34659,14856.64111,61410.1460027273,633327.031944545
"PI(P-34:4)",-0.054618876,6.307185387,0.02769328,0.86783196,0.989912363,11,11,"WT","5xFAD","PI",45180.9432,154141.29041,154236.14981,163648.51091,22927.2217,13993.48102,65255.50411,68765.8044,80488.34581,7827.10055,14382.14058,202230.17541,459136.07741,551226.87851,515178.45931,154786.89001,469873.91921,341236.88351,253870.61801,247113.84051,273993.97671,195134.51521,12216.90089,71895.1356818182,333071.112164545
"PI(P-38:6)",0.056589514,8.354208332,0.029660211,0.863263474,0.989912363,11,11,"WT","5xFAD","PI",145748.8677,513047.0927,546988.5471,614595.5663,83278.7856,70468.4635,224702.756,220245.0927,283452.7243,49763.6837,49112.0422,432294.2626,829530.3962,1096532.2268,917252.945,290316.5658,663691.4455,613125.929,473824.4545,413102.616,483089.031,305249.4029,75326.7652,254673.056527273,592546.297754545
"PS(26:0)",-0.058438026,8.605403026,0.031706091,0.858674252,0.989912363,11,11,"WT","5xFAD","PS",774634.92077,332097.60067,617624.62207,462108.17757,327770.45797,172981.15317,155788.61177,99242.64717,299130.53917,194666.99287,327364.99917,10517.59973,66044.44397,54128.90547,91661.12567,0,97266.74627,44112.68387,5812.02054,5505.80004999999,9185.30086999999,0,74948.48523,342128.247488182,34930.4205854545
"PS(26:1)",-0.050677025,9.210582205,0.023840371,0.877291771,0.989912363,11,11,"WT","5xFAD","PS",1168533.45141,559033.77641,968713.76541,741206.86011,502296.02591,300621.12011,233040.23491,209656.21481,477678.12911,330614.88721,448007.05981,162396.51041,165218.50991,103918.74351,164087.59181,76469.50641,160977.64851,133749.01071,58890.56661,31392.12041,24034.90291,113119.16961,99753.52759,539945.593200909,108568.570982727
"PS(28:1)",0.053398857,9.592619204,0.026412156,0.870897821,0.989912363,11,11,"WT","5xFAD","PS",1176173.3236,539698.2417,916045.0526,769780.9096,464401.4722,275943.0162,192238.773,178906.9317,410775.834,286326.9234,354659.2662,29013.1393,0,0,13220.9208,0,14663.0398,0,0,0,0,0,248021.8984,505904.5222,5172.46362727272
"PS(42:3)",0.05643688,8.660915273,0.029500618,0.863628226,0.989912363,11,11,"WT","5xFAD","PS",523349.9651,325182.5501,384541.0271,337887.2222,193098.2591,109668.3697,89099.0059,71172.523,130211.3333,107706.7068,129282.7696,103792.8468,76505.6044,24628.4424,91935.6073,0,76846.7286,35484.7038,0,0,0,56301.3851,159107.8503,218290.884718182,42317.7562181818
"PS(42:5)",-0.053626862,7.462325093,0.026697308,0.870208929,0.989912363,11,11,"WT","5xFAD","PS",353146.40636,164443.35056,249090.97676,207846.93286,143702.13156,72970.78526,70038.88466,62980.88367,100218.34636,89822.18646,143668.24856,2533425.68746,2499419.54146,2274106.63346,2396813.14346,982320.06246,2252162.94146,1055579.45646,1752633.96346,1568530.92946,1488361.85946,1151263.23146,36057.10254,150720.830279091,1814056.13182364
"PS(44:1)",-0.053159115,6.985744495,0.026232954,0.871332705,0.989912363,11,11,"WT","5xFAD","PS",238017.59532,128032.75112,158871.55202,159929.23022,92776.32742,54247.16367,46135.02448,41271.78297,69971.92569,58870.14471,91388.86692,204084.81702,389825.60402,341734.89982,369664.42622,144657.31042,328547.92792,278764.92282,169546.32982,156112.85272,168285.77312,114539.66972,28943.76178,103592.03314,242342.230329091
"PS(P-30:1)",-0.053552039,7.818020291,0.026623076,0.870387899,0.989912363,11,11,"WT","5xFAD","PS",433366.79237,263843.45667,335022.46167,312540.66447,184238.77437,121249.92847,112458.72907,98978.28497,152855.74917,116173.05097,173199.47447,3436729.21457,3928233.16957,2999005.79357,2863823.08657,2409473.42857,2119901.54357,1922312.74257,1490826.88557,1404271.72757,3035886.13557,2261225.95457,35157.08243,209447.942424545,2533789.97111545
"SM(d18:0/16:0)",0.050081755,9.883946271,0.02323451,0.878848819,0.989912363,11,11,"WT","5xFAD","SM",1787088.4394,1431916.7084,1820913.8904,1284628.5104,766023.555,976381.6654,712534.3137,199984.1594,562059.8983,1024687.0204,913327.5371,359948.6062,922701.3706,1170320.9574,1005218.7684,333197.0065,739429.9711,673944.352,538009.6136,462718.2344,530077.7207,297364.3155,39823.4426,1043595.06344545,639357.356036364
"SM(d18:1/16:0)",0.049765914,9.913156017,0.022942544,0.87960658,0.989912363,11,11,"WT","5xFAD","SM",1774393.4784,1429389.1994,1833604.5194,1312022.3214,788189.7932,995370.4624,722409.1626,197195.9694,556190.1737,1008796.9834,913315.5257,57532.4046,184638.9491,176896.3324,258560.1403,0,241355.875,158782.8717,98472.2047,73855.1051,86566.0677,2717.21966,50451.8436,1048261.599,121761.560932727
"LPE(12:0) | PE(12:0)",0.047661399,5.936797292,0.021041537,0.884665859,0.990052493,11,11,"WT","5xFAD","PE",67017.94452,71416.66589,18713.22087,69851.62512,41348.48245,0,30730.14221,29506.84222,29863.16128,818.680049999999,7651.04078,1071731.80228,694994.41688,698314.97168,913383.16068,622056.88298,1743192.44228,741110.17198,632179.94488,559360.67658,683757.65168,623449.22348,23209.32172,33356.1641263636,816684.667761818
"PC(44:7)",0.047288613,6.48966022,0.020715032,0.885557975,0.990052493,11,11,"WT","5xFAD","PC",141526.97087,98222.88697,124305.22897,91874.58777,106548.72767,67458.24438,55690.50352,0,58365.34457,70464.6853,85321.96634,85565.30574,110030.30767,86884.38667,75455.70506,112420.98807,63527.18596,131512.11037,23957.26154,24729.70177,26638.92204,103225.58677,14008.48093,81798.1042145455,76722.4965145454
"PC(O-44:5)",0.047411071,6.944771302,0.020822838,0.885262626,0.990052493,11,11,"WT","5xFAD","PC",196561.772,151653.7311,181087.6881,130609.2127,138568.989,107220.2679,79058.40503,3597.04022,72785.82483,103701.1892,116805.4694,252622.3196,285849.3986,211816.7388,260007.6226,171097.3143,242127.0593,225180.8731,155317.1322,126046.5295,118005.8682,202273.2742,16569.3811,116513.599043636,204576.739127273
"PE(36:6)",0.047896344,6.758445161,0.021250666,0.884098159,0.990052493,11,11,"WT","5xFAD","PE",173741.01446,183570.43216,20308.56086,133422.54866,85876.98506,2329.19983,59402.88352,123642.30976,67231.48465,0,5983.72028,291247.84306,410067.83106,255630.81536,271407.26026,193411.31086,259091.15966,259528.21926,180394.13136,145995.92946,147179.29066,223152.07826,27642.58224,77773.5581127273,239736.897205455
"PS(O-36:2)",-0.04730182,8.189839828,0.020768893,0.885410318,0.990052493,11,11,"WT","5xFAD","PS",564245.66115,326894.06075,469037.15445,349567.14705,262259.63665,149239.91185,114469.82665,135937.97045,209819.45405,169880.33315,238049.69905,353833.14445,320931.74385,261894.93775,327579.84415,216995.43375,296730.72235,273909.32065,122112.90965,145677.96705,115950.74785,376072.42525,44439.44305,271763.714113636,255608.108795455
"PS(P-38:6)",0.048076549,8.870304302,0.021412014,0.88366211,0.990052493,11,11,"WT","5xFAD","PS",881844.1844,413271.6559,724193.192,471986.5356,526802.3143,248125.8617,206860.256,192937.9767,303498.7405,342860.4464,449808.7823,2490734.2212,2423921.1222,2239876.2192,2328622.6462,1016971.2942,2201702.7122,1114784.4772,1703111.0182,1532287.0492,1421335.4832,1094639.4552,67316.5448,432926.358709091,1778907.79074545
"[TG(48:2)]_FA18:2",-0.042927714,8.196952342,0.017103951,0.895947705,0.990933042,11,11,"WT","5xFAD","TAG",458512.0317,330628.8639,354807.527,439497.7742,233471.3582,139858.1931,114212.5261,92729.8666,143439.5715,158202.9907,241461.2976,390155.0278,293977.8801,234728.2556,375118.3828,202818.0522,357168.006,295242.9603,187814.4159,136628.7689,125800.8466,276510.5183,61948.9646,246074.727327273,261451.192227273
"[TG(50:2)]_FA16:0",0.045003188,8.704551743,0.018763199,0.89104753,0.990933042,11,11,"WT","5xFAD","TAG",568195.475,473672.5376,500356.1189,471716.7659,341721.2168,259476.26,133287.2911,87397.0254,175984.91,273875.2451,296670.7343,646886.6793,752448.5734,604571.1115,705696.2692,497584.8165,650222.462,488422.7164,343124.5504,306821.8234,345121.8292,443783.2677,99566.4071,325668.507281818,525880.372636364
"[TG(50:3)]_FA18:2",0.043933368,9.293155166,0.017882255,0.893620391,0.990933042,11,11,"WT","5xFAD","TAG",775901.7534,692382.177,566194.5725,912038.1472,445092.6719,267897.2383,248977.1982,168786.6106,242443.2727,301127.5178,423838.968,255929.7148,239597.3017,159634.0306,271979.2004,172047.0759,234708.3753,171756.6915,11914.8987,29266.8595,33956.8619,359763.7904,169117.3528,458607.284327273,176414.072790909
"[TG(52:2)]_FA18:2",0.031145929,9.124567741,0.008990006,0.924461263,0.990933042,11,11,"WT","5xFAD","TAG",606570.3039,520766.6604,421542.0886,949215.5497,341305.1662,174473.9934,187926.0544,126190.6311,173863.0749,227173.861,378985.5686,0,0,0,0,0,0,34936.5211,0,0,0,27028.1412,174072.2913,373455.722927273,5633.15111818182
"[TG(56:7)]_FA18:1",-0.029275274,7.998130496,0.00795254,0.928941232,0.990933042,11,11,"WT","5xFAD","TAG",464244.05169,277696.37749,391596.73019,326448.00179,314247.78459,205423.51739,117475.88979,87217.52559,164582.00959,193440.55309,239948.19719,112726.24819,116361.12789,95406.72719,86579.98649,129174.97029,96463.12619,157030.85079,23115.86201,27346.3218,21972.04176,123073.56759,27713.28201,252938.239853636,89931.8936536364
"[TG(56:8)]_FA18:2",-0.028129477,7.981988952,0.007342048,0.931716231,0.990933042,11,11,"WT","5xFAD","TAG",467234.71582,278262.54082,391122.06982,314168.67972,300188.60142,196914.55422,123188.04872,85484.00562,159354.33002,182633.71532,242224.96062,0,0,0,0,0,0,0,0,0,0,0,28317.72208,249161.474738182,0
"Cer(t20:0/26:0(2OH))",0.03763525,10.29470583,0.013124641,0.908791647,0.990933042,11,11,"WT","5xFAD","Cer",1205340.00893,2818914.79993,1472400.31093,1444904.62593,1793845.55393,804812.38383,492997.20343,1363578.85193,608222.27553,757721.44073,1294652.83893,0,0,0,0,0,0,0,0,0,0,0,70673.04507,1277944.57218455,0
"LPC(22:1)",0.036131774,9.145387197,0.012097283,0.912419172,0.990933042,11,11,"WT","5xFAD","PC",695387.9045,704943.2976,435007.0891,628283.4543,365171.3249,280210.9768,194991.5906,0,277580.8152,226155.4348,412607.3479,2429190.258,2806780.367,2084212.124,1907404.513,1580702.57,1347972.929,1166959.221,847548.2,783512.3791,2408748.163,1327029.016,180291.574,383667.203245455,1699096.34000909
"LPE(19:0)",-0.029953623,6.627772788,0.008325036,0.927300594,0.990933042,11,11,"WT","5xFAD","PE",156975.51225,100869.86915,57215.74313,129402.72895,77348.64515,10584.40129,50901.9839,38750.32334,76278.52695,7953.04086,23051.72247,296333.59865,262847.73685,214869.81475,288377.36315,184437.53165,419474.03215,210489.09585,148856.45225,146345.47125,133468.57155,211478.55485,30354.78185,66302.9543127273,228816.202086364
"LPE(24:6)",0.038079572,6.47717284,0.013435175,0.90772371,0.990933042,11,11,"WT","5xFAD","PE",130532.4514,117079.7896,31040.70184,118111.1256,96624.2867,24138.42198,65020.86328,52554.30383,60831.80335,11785.70094,23486.72146,244043.4365,185463.9746,149354.9308,52594.74314,60278.80405,190415.6337,44704.32332,128239.7683,136802.1295,44721.10266,99021.2063,21413.6015,66473.28818,121421.822988182
"LPG(16:0)",-0.044690708,8.679500993,0.018538454,0.891697966,0.990933042,11,11,"WT","5xFAD","PG",808448.54849,535319.14039,689723.95169,544656.04659,374446.78699,334605.87519,261727.05629,174703.61359,270641.12289,272719.22269,274036.36039,864614.34999,1081112.58789,1399492.85689,1204309.20789,839923.66489,1216086.70589,826271.19619,671110.52429,635579.06339,646172.98429,739832.38069,42053.06311,412820.70229,920409.592935455
"LPG(17:0) | PG(16:0) | PG(O-18:0)",-0.044084442,10.56003252,0.018038887,0.893158296,0.990933042,11,11,"WT","5xFAD","PG",1831485.9426,2169127.4966,2298814.9716,1921221.5116,1071107.8336,782044.8316,913207.7076,544312.7529,674308.6513,690169.9816,820379.3266,65141.122,17027.2994,0,31072.8595,0,0,0,0,0,0,89713.3468,320640.9844,1246925.54614545,18450.4207
"LPG(17:2)",-0.037129054,8.050384395,0.012793774,0.909943689,0.990933042,11,11,"WT","5xFAD","PG",488343.52155,245519.21835,404092.04525,301948.84145,211804.45585,109125.58555,94426.92425,83693.46635,206614.01445,123501.96925,192014.47585,0,0,0,0,9187.68086,0,3345.43861,0,0,0,0,55554.12445,223734.956195455,1139.37449727273
"LPI(13:0)",-0.031462288,1.841399661,0.009163539,0.923737894,0.990933042,11,11,"WT","5xFAD","PI",1283.560055,1146.280095,2188.620186,6637.12035,768.720093,0,741.140046,118.959988,264.000012,0,347.180054,2771680.834868,3163366.391868,2439972.746868,2207185.143868,1868636.466868,1639730.716868,1430850.589868,1106148.122868,1056811.779868,2696164.178868,1604904.337868,1893.120132,1226.870989,1998677.391868
"LPI(16:0) | PI(16:0)",-0.028220251,8.509915954,0.007389581,0.931496089,0.990933042,11,11,"WT","5xFAD","PI",398823.02728,625668.88548,621903.88808,709510.30068,198489.49578,135383.76788,260155.79298,232015.07578,368892.62988,113692.04728,219720.31318,931525.34578,913655.85628,686486.09928,347331.84408,276152.12188,811402.41208,310131.73898,539208.64748,530364.39198,190124.59578,412440.19178,44593.80322,353114.111298182,540802.113216364
"LPI(17:1) | PI(P-18:0)_2",-0.02773083,8.141292352,0.007135383,0.932681801,0.990933042,11,11,"WT","5xFAD","PI",271519.95794,447872.88174,569136.23344,574655.72144,142197.59344,101749.70634,196691.85434,156322.53064,358898.68924,101262.72654,146530.93034,989426.95464,529734.53114,477336.02874,603441.30534,368858.04334,545809.69184,499626.73054,241884.73614,266828.48124,218200.95434,723108.27264,31784.84236,278803.529585455,496750.520903636
"LPI(17:1) | PI(P-18:0)_3",-0.034231422,8.147545609,0.010874201,0.916947595,0.990933042,11,11,"WT","5xFAD","PI",290965.79662,447029.38802,570300.58042,569874.43922,151794.73052,114399.96452,214212.97582,156185.25102,341781.19862,93215.88902,153847.34642,1343595.86392,562737.59102,514409.27372,669843.50042,476204.43262,713970.52002,699175.40542,319630.12062,405011.76872,353130.08762,742254.96982,30632.46208,282146.141838182,618178.503083636
"LPI(20:0) | PI(20:0)_2",-0.032359991,7.944484842,0.009717325,0.921474536,0.990933042,11,11,"WT","5xFAD","PI",205684.79037,533073.42117,490124.05067,575586.46317,45840.10295,63255.54518,257892.54587,187015.96967,333424.86687,46405.30235,62597.12588,530351.69777,442330.87057,346199.06607,495609.75537,283401.86217,502417.89747,373360.15027,219991.43117,189135.93427,191348.27127,450509.48817,20217.66133,254627.289468182,365877.856779091
"LPI(22:2) | PI(22:2)",0.03103627,6.914479277,0.008926422,0.924728074,0.990933042,11,11,"WT","5xFAD","PI",46064.4024,267943.01632,203604.41422,256954.45982,18130.82125,14585.80082,85993.56712,134625.08722,115601.82592,12694.28102,19371.02153,3544660.59252,3307839.34152,3297411.93552,2726646.29952,2239444.98952,2383679.92352,3109141.35752,2285693.10752,1445802.27752,1094300.00052,2736031.08852,19027.34148,106869.881603636,2560968.26488364
