Sample,WT_injured_1,WT_injured_2,WT_injured_3,WT_injured_4,WT_injured_5,WT_injured_6,WT_healthy_1,WT_healthy_2,WT_healthy_3,WT_healthy_4,WT_healthy_5
[TG(56:7)]_FA18:0,0.0036022154213612187,0.0018160997736015947,0.0015021809181225423,0.0018017475310482482,0.002343544673486504,0.0023511072257829365,0.0006105205630377936,0.00035167894353476927,0.00048265307721153327,0.00042963930531517055,0.0030427768948214774
O-oleoylcarnitine | Elaidic carnitine,0.004557933049513819,0.0051412327264281875,0.007581196430029359,0.005478378418401512,0.004499032231982166,0.004069947187784696,0.0018531326788594929,0.0016277522479620143,0.0018613462986143171,0.0018967352538267644,0.0038076309144435415
"Linoelaidyl carnitine | O-linoleoylcarnitine | 9,12-Hexadecadienylcarnitine",0.004873269111845813,0.006512706157557045,0.009583776869219714,0.005903274489239618,0.005169472280108744,0.004618634299949176,0.0022492851845771476,0.0023460340582966465,0.002374486157423186,0.0021112103667753016,0.004357338970649653
LPS(18:4),0.00020002980331683336,0.00015782226415477773,0.00022007466475632156,0.00020428618479782358,0.00017447751141286196,0.0001974541654430846,0.0005995446763061899,0.0005670303789032036,0.000693521974604669,0.0006772907970779283,0.00021673411001755177
LPS(18:4)_2,0.0001879481577882448,0.00014886607340407356,0.00022529355701941323,0.00020431260029265245,0.0001812357511237843,0.00019724222034400623,0.0006178196451514166,0.000570646243043283,0.0007053726360249665,0.0006629753697817845,0.00020682518395164382
FA(15:0),0.0007302329996893382,0.0009578427055192199,0.0008561404921076729,0.0005556020533783065,0.0002900682001071347,0.0005623621747550779,0.0002612770343807348,0.00026424188694552903,9.7849547141632e-05,0.0003149388611207948,0.0004485284034595546
[TG(60:0)]_FA20:0,0.00228421554843285,0.0020461063560949385,0.00031368037349114306,0.005085051220833263,0.0019574496077467292,0.0018241059261915964,0.009288665068273963,0.0037560200496400365,0.011299750081111082,0.006958908647350389,0.0037548563452549956
FA(17:0),0.002028267780228525,0.0017715787979921166,0.002763880977149171,0.0016508603947100334,0.0013146857405992153,0.0017287417529073838,0.0006019727995861449,0.0010102803753466484,0.00042352492897825895,0.0009958094747701768,0.0011851003949072253
Stearidonyl carnitine,0.005098666015093581,0.005822567897979731,0.008215611263703697,0.00608765142722761,0.005302851571606373,0.004765174230751696,0.0023430966140390182,0.0023882617613217817,0.0025002493058496637,0.002123137096865669,0.004441497089611083
PG(42:9),0.00021907070452121594,0.0002228052118899586,0.0007600335408420661,0.00024002814110065033,0.00037131501556998344,0.00023745758315999832,0.00017663866872330735,0.0001074661801958937,0.00012299200279324712,0.00011558319569880087,0.00026860186397878905
Stearoylcarnitine | hexadecanedioic acid mono-L-carnitine ester,0.006654096139985731,0.007639483073936261,0.010551944391836229,0.007245507397969509,0.00666800408467848,0.005794114181494336,0.003240607710079108,0.0029875839734637036,0.0033939821836173863,0.0026969003546953576,0.0054557576611140276
PE(22:2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[TG(54:8)]_FA16:1,0.002166119799826535,0.0010424759772991099,0.0008230629727610966,0.00110630808072232,0.001345972048924319,0.0013413094140381425,0.0005915191465910807,0.0002924349234517276,0.0004383299136152828,0.0003731202131707967,0.0017950168711778902
3-hydroxypalmitoleoylcarnitine | Heptadecanoyl carnitine,0.0031808698522183296,0.0035533470736923076,0.004853863166232115,0.0035619401149474443,0.002846972122562477,0.0027317326018537163,0.0015843491328440562,0.0014343458281117869,0.0016601964979038345,0.0012800284109441146,0.0027875620236048294
FA(18:4),0.00025745823396363895,0.0,0.0,0.0015408583023707606,0.00047679618145421676,0.0003263552227273364,0.00013476428071334216,0.0002055611614770771,9.480362613155935e-05,0.000336063258310293,0.00021107473231337634
Arachidyl carnitine | O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine,0.0012784577616966138,0.0014129092778061467,0.0021790174180403945,0.0016652659364395678,0.0014089954793883987,0.0013848983868417295,0.0007029059701279718,0.0006890436853051451,0.0006527935737058391,0.0007925234149235822,0.0011376429310200776
LPE(13:0),0.0,0.0,0.0,3.0763677900204694e-07,0.0,1.509676317372127e-06,4.424496796546995e-08,1.8219120099793192e-07,4.897416187454634e-08,4.3364889645905946e-08,3.282118235994901e-08
PS(O-40:4),0.000410391392085552,0.00042208349464731515,0.0006251722457853807,0.0003154956376003983,0.0006451553254136553,0.0004955038515817836,0.00025398877353192273,0.00014836985447223055,0.00026320942494191535,0.00014384330084016587,0.0004530296093868118
(11Z)-eicoseneoylcarnitine,0.0011658028425327901,0.001396451321118748,0.002127224542462287,0.0015236650286470396,0.0012165199908689304,0.0012090861583473466,0.0006286944282091167,0.0006279330540092517,0.0006784556323769898,0.0007225433341166878,0.001104004077417992
[TG(60:4)]_FA20:4,0.00455625410066413,0.004020494068957237,0.003067291208570582,0.007056442698055434,0.0038075263191434373,0.0037172816382100584,0.01045149786240399,0.006047116155040001,0.012747187638511272,0.0093366039960982,0.006313414511186683
12-Hydroxy-12-octadecanoylcarnitine | 3-hydroxyoctadecanoylcarnitine,0.0016859077452047052,0.0019636464076895586,0.002627311804513108,0.0019492882835780475,0.0017043121338402142,0.001524768829700531,0.0008291564332975395,0.0008729732403991477,0.000921919425010798,0.0009188280206035742,0.0015806060332292913
CE(15:0),0.000858745756693701,0.0008799603014867503,0.0013844005368666072,0.0009693895157938404,0.0008971064647168305,0.0008104056544238054,0.0007227732319339057,0.0006486025225732597,0.0006532403751784611,0.0001692694754083333,0.0003631380970004139
CE(15:1),0.0008581545454158534,0.0009028765894834262,0.0014265034239021443,0.0010129702264278667,0.0009128618650494562,0.0008174719963024634,0.000741596256548932,0.000647965784885268,0.0006582173737982136,0.00017019359304694617,0.0003776496012630697
FA(22:6),0.0023777045909585746,0.0025881627099573912,0.0026715956218335305,0.002536075904979503,0.0020413022102899643,0.0047162044078219905,0.0013640446656641525,0.0014293303103427226,0.0007737109171822474,0.002273188108573704,0.001956700690840896
O-arachidonoylcarnitine,0.0010835419456675123,0.001279744787844374,0.0020614836295021863,0.0014641305980372886,0.0011988237334325776,0.0011831284165993337,0.000601561998022294,0.0006346936632719481,0.000678309229012016,0.0006965521090082526,0.0010217577880007628
PC(32:0),0.003527742594370952,0.0030469362993532246,0.0015504542131694402,0.0018385425896545082,0.004167616353933856,0.002968044538613031,0.0016439369354262052,0.0014766825605646708,0.0017778081393949791,0.0011867727997172334,0.0018914249434959446
PC(32:1),0.0035623080426790154,0.0030612388111998113,0.0015969766433234888,0.0017976433430697324,0.0042085999280068835,0.003000673292635361,0.0016040287563504497,0.0014559897520909383,0.0017995373962927934,0.001163303333172988,0.0018669779443382657
PC(32:2),0.0034897881564619937,0.0030744672427091193,0.001436639781876878,0.0018295426040184424,0.004237256291058093,0.0030048141162375974,0.0016253962068014502,0.0014680299587406444,0.0017905414508682244,0.0011799185373565883,0.0018645649636578354
PC(32:3),0.003528684691825592,0.003087645612843452,0.0015027910395007944,0.0018024826324332449,0.004144951972578024,0.0029723281799980314,0.00161931941230491,0.0014370297141733735,0.001786033225547016,0.0011604086677925334,0.0018453143846658875
PC(O-34:0),0.0037454723459317803,0.003250138688161786,0.0016808426064469737,0.00193795488000804,0.004291380488289432,0.003067103602570204,0.0017327572012556798,0.0014964310969544734,0.0018904483101975635,0.001212519079220508,0.0020518677099098347
PC(O-34:1),0.0036659839643657212,0.003128580041842794,0.0016279017366767259,0.0018851432299410679,0.004303003936009829,0.0030255609507193267,0.001689155598182874,0.0014605090270711097,0.0018175151200469683,0.0011795909320457543,0.002003921185574258
PC(O-34:2),0.0036053233195443824,0.003133785931333321,0.0015812199246652751,0.0019000416273656814,0.004274259846875742,0.0030963879189175297,0.00167689487959447,0.0014622391243314559,0.0018534930813150494,0.0011584163521568098,0.002014385758306079
PC(O-34:3),0.0038620701463197293,0.0034176952374909307,0.001636780954589723,0.001996661765303603,0.00457022400556287,0.0031945179650076363,0.001800285466310115,0.0015313405262802518,0.0019249621188923225,0.0012483718335496272,0.0021102456869105638
PC(O-34:4),0.004122938176629553,0.003574442239935344,0.0017081272927651255,0.0020507241389871814,0.004731020178709588,0.0033723237613931213,0.0018076151605252327,0.0016175066565105624,0.0019881569789401816,0.0013138066812642096,0.0021399868656702356
PC(P-32:4),0.0039200847918422835,0.00343494691263861,0.0017340960983982141,0.0019691157579268775,0.004604964551688777,0.0032769020219304275,0.0018014861577658745,0.0015945454753977647,0.0019676311307324995,0.0012744820271094251,0.0020752314169372515
SM(d18:0/18:0),0.003535586701162851,0.0030963662496912223,0.0014730265515532019,0.001781984278534466,0.004173497016794495,0.0029087072418140184,0.0016088729404840302,0.0014714535054472476,0.001784747459124149,0.0011671331885876213,0.0018682970007835253
SM(d18:1/18:0),0.0035123560118346196,0.0031636887532418044,0.0015477466007809359,0.0018501689819290397,0.00425570330896354,0.0030109661199638127,0.0016362887654265792,0.001464862992194884,0.00178854979123645,0.0011727388916129222,0.0018813173091663303
SM(d18:1/18:1)9Z)),0.003501367454548637,0.0030197960136651328,0.00149008161790045,0.0018341329127040775,0.004219149358506242,0.0029668509516190852,0.001594675969331026,0.0014683805202318951,0.0017764152516197686,0.0011741086689039963,0.0018788435824355987
SM(d18:2/18:1),0.0035487508317693607,0.003123269816449444,0.001513059872131273,0.0018411280390269221,0.004108965813363162,0.0029967709540572847,0.0016313271896127865,0.0014317498292856683,0.0018048512694583212,0.0011561604204069612,0.0018788587066250126
"(11Z,14Z)-eicosadienoylcarnitine",0.0010797925694003036,0.0012580435229006582,0.0017651820052184842,0.0014055785844034568,0.0011384617120538895,0.0011423551149699759,0.0006010511094101581,0.0006304683169757022,0.0006136097651337551,0.0007358797965158019,0.0009399011730090772
PC(32:4),0.0030897277175364673,0.0026917745465209514,0.0013292966786649489,0.0016142639394178609,0.0034397171976423757,0.002595082590505253,0.001428294420227204,0.0012680550318431166,0.001587634878497662,0.0010203840758102021,0.0016218890559237186
PI(O-42:6),0.0005403913423179162,0.0020551342750203335,0.0020828812569733965,0.002871338051009039,0.00039553003332289783,0.00047031460709642884,0.0018566762511640865,0.003508231574197343,0.0029995718589702056,0.0036858696548527,0.0016831665490918608
LPG(15:1),1.9745605319818932e-07,7.572067885133665e-07,2.8060142633849686e-07,3.60485865179439e-07,2.2205711050551203e-07,5.613272461418101e-07,5.761135440215755e-07,7.928539741988136e-08,2.0958864868029134e-07,3.1922136488974685e-07,5.9552072180703805e-08
O-(17-carboxyheptadecanoyl)carnitine,0.0013094632721835542,0.0014338591112551054,0.0021021262010516187,0.001599441188702611,0.001281044704476741,0.0013315522449651438,0.0006589762931256645,0.0007017749768966594,0.0007452348039896653,0.0008290834494616492,0.0011633148466528745
LPE(14:0),1.4716686357267208e-07,2.58232462890394e-07,6.85351046910254e-07,8.61557449698882e-08,3.9409249225671774e-09,1.0915708250415146e-07,1.526544311890033e-07,1.9622651122134893e-07,7.276435305983708e-08,5.2122722904783886e-08,2.3109928143475513e-07
PG(O-42:2),0.00017849073362225567,0.00019384282389119009,0.0006029883005751527,0.00019630908551043755,0.0003057273175790529,0.00021303982599227912,0.00017784917889197995,0.00010990585511584539,0.00012339639480753541,0.00011678306349898082,0.0002252235664250807
FA(22:0),0.007141092404790833,0.007084102587935358,0.006219650686543377,0.006316807451600096,0.00841066306182103,0.023585222773890392,0.004136881770503267,0.005963752952561177,0.0038487911838190553,0.00880221156340081,0.005257428793286769
CerP(d18:1/2:0),4.629180718240615e-07,2.0234189283872742e-07,7.484393762353941e-07,3.44023336252486e-07,3.865769236451821e-07,7.296480653491761e-07,1.8707897629421483e-07,4.3833941572883055e-07,3.197531958648164e-07,2.5665895333023044e-07,6.555157737209009e-07
1-O-palmitoyl-Cer(d18:1/16:0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC(34:6),0.004049303658264971,0.0034490413298808712,0.0017528252317107545,0.0020809901162883206,0.004567635947634426,0.003288845796723694,0.0019419890384218368,0.0016381825927499973,0.0021377955976262355,0.0013423369598000053,0.002214553064356591
[TG(52:6)]_FA18:1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CE(16:3),0.0009112735055637282,0.0009335966371548536,0.0014254845863166665,0.0010529931869665166,0.000932985795552757,0.0008531561392676421,0.0007977268375249806,0.0007023397911503425,0.0007154517468274858,0.0001950750892011405,0.0004079744578766489
FA(18:3),0.0005312606713556577,0.0,0.0,0.0,0.0006860614410616639,4.758163443211835e-05,0.0004958250260545158,0.0005921730231362891,0.0004163417759909505,0.0006421961547820126,0.0007414763994339832
1-O-tricosanoyl-Cer(d18:1/16:0),4.5795739318231974e-07,2.6659622519541583e-07,3.059381658215896e-06,5.477063062122475e-07,5.295531381448207e-07,5.943224045668377e-07,6.878805239631722e-07,8.453189338045158e-07,3.147792602823661e-07,3.67737918484648e-07,8.074854478023806e-07
Cer(d18:1/2:0),3.7459699205171917e-07,2.9668769604927876e-09,2.3069865836535577e-07,2.6367307445122574e-07,2.6467147356377824e-07,3.9007100169240695e-07,2.88985742766152e-07,2.42916639110091e-07,1.6669525347769256e-07,1.328826502216231e-07,7.06098529475722e-07
1-O-behenoyl-Cer(d18:1/16:0),1.2618238407792485e-06,3.73630354532816e-07,3.842205433457346e-06,6.841763272250822e-07,4.104325958887575e-07,2.915634122973399e-07,5.98249313437656e-07,1.577953507729719e-06,5.27442480608983e-07,2.0253617644500142e-07,8.73858684124497e-07
PC(34:5),0.0060207022836712065,0.00518896683838562,0.0026575479017401813,0.0030854672968526117,0.006659682666351213,0.005130528461871227,0.002841412709009531,0.002245064107422514,0.003298268846031408,0.0018398872348939935,0.00389840900211432
LPE(24:1),3.569414099113639e-05,7.824120979434864e-05,0.00011585439483793354,0.00010159375319217379,2.2093343461066222e-05,3.3392689579811426e-05,0.00046374800188602665,9.134076253689191e-05,3.71136437209382e-05,0.00015628026715272983,9.164588806191426e-05
1-O-lignoceroyl-Cer(d18:1/16:0),5.949929340992281e-07,6.91709178212448e-08,2.726849128808309e-06,3.8523415936174375e-07,2.8011988607133183e-07,3.272664374902471e-07,5.760339223267266e-07,1.1848604496349603e-06,2.3004466826672361e-07,4.482705415088975e-07,3.814965017056608e-07
FA(16:0),0.003062130230740037,0.003656525315944342,0.004552050071560588,0.002119881674075875,0.001708964595297335,0.002049330828672434,0.0010639545058360742,0.002490038747553283,0.00036723697041535414,0.0022229580315470568,0.003080339750586959
PG(34:5)_2,0.00032282393509788673,5.578900098538578e-05,0.0003385538126243858,0.0003004725922639798,7.179577757467514e-05,0.00019782539686612926,0.00013520144943655982,0.00019518968844166974,0.0001063721461891424,0.0001325903378392588,7.216888030115032e-05
PE(14:1),1.202636945926964e-07,6.52687497999855e-07,4.2118103688298803e-07,1.3780555615827823e-07,4.059135645516681e-08,4.030870153249055e-07,1.5460523537062716e-07,2.265445807116448e-07,2.516485143062245e-07,1.534741396704583e-07,5.308971327390166e-07
CE(16:2) | zymosteryl palmitoleate,0.0009796181383704252,0.0009968268259539978,0.001538149367093075,0.001101687202028477,0.000996812371769699,0.0009156495840175341,0.0008945615417498879,0.0007747147249670146,0.000802731618504541,0.00022437549704148142,0.0004220668856099962
"(5Z,8Z)-tetradecadienoylcarnitine",0.0006108570191681312,0.0006919560271067654,0.0009082452454845358,0.0007840892341172261,0.0006252576026494409,0.0006299988414683183,0.0003660571853515689,0.00040246590732731394,0.0003424047353952075,0.00045953791149410897,0.0005469277052787491
1-O-stearoyl-Cer(d18:1/16:0),8.417670726403032e-07,4.2138311070753227e-07,6.406718588101595e-06,6.225508446513601e-07,1.4102676049962644e-06,1.05959963480852e-06,8.104101600615452e-07,2.1416730909598965e-06,5.215939708934994e-07,8.534489792811725e-07,1.4768428034286215e-06
cis-5-Tetradecenoylcarnitine,0.0004902968391704198,0.0006454825303252986,0.0007595975523674022,0.0006521844993551711,0.0005616655933390928,0.0005650478047234454,0.0003577071035079927,0.0003462130034495138,0.0003443253928432482,0.00035558995253454355,0.00042606268015768283
PE(16:1),4.9755412798337424e-05,0.00012647325880191335,0.00017346572030074473,0.00016977970881575924,4.4580249874425476e-05,0.0011560156793192975,0.00016342334663484024,0.00018984846858133528,9.433637460534387e-05,0.00025468819121856066,0.00015588743059649876
LPS(13:0) | PS(12:0)_2,0.0,1.049996228879896e-07,0.0,0.0,1.4108452161698728e-08,5.092859400637647e-07,1.9493531617492167e-07,0.0,1.6001314654544776e-08,3.8819301535764074e-08,4.92184969043418e-07
1-O-myristoyl-Cer(d18:1/16:0),1.7277865325498314e-06,8.903495032002844e-07,5.267272922039854e-06,1.377510594547806e-07,9.823110603050369e-07,7.119444540988445e-07,8.926097027483298e-07,1.5758251088152061e-06,7.491926558008361e-07,8.594339854817285e-07,1.522509006139547e-06
2-Hydroxymyristoylcarnitine | 3-hydroxytetradecanoylcarnitine,0.00042837311684605135,0.000569740343077898,0.0007607422218669077,0.0005726965455069882,0.0005488798335102243,0.0005114240363884498,0.00031421914042368247,0.00031331192956473897,0.00028658995858430115,0.0003348931200430449,0.00044370258117903125
FA(16:1),0.00037885172315340986,0.00041250862970909516,0.0005874238252478243,0.00033114322115518786,0.00027809561167775626,0.00041029135630579066,0.00022448739854231145,0.0002604498864228361,0.0001284826708589092,0.00027434127746465243,0.0003474734401111009
LPE(22:2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC(34:4),0.006499290365352158,0.005557420578053285,0.002884207462568132,0.003242249682156364,0.007451066927002242,0.005746634701742501,0.003184423373905404,0.0025064446391568533,0.0036796371448846333,0.002028305783180201,0.004550704358531273
PE(14:0),0.0,3.50290794160948e-07,2.231422708772228e-07,3.103078356650099e-07,0.0,3.3559488081124763e-07,1.8142559509427433e-07,2.0401068279366246e-07,0.0,6.071236463905505e-07,1.8483513846922888e-07
LPG(15:0) | PG(O-16:0),5.5932321344625645e-08,2.2082135873826883e-07,5.96398282450838e-08,2.455206816408551e-07,1.9475974377071316e-07,5.315405819900445e-07,3.7240620297569876e-07,4.1305205623110077e-07,1.78269243091016e-07,2.072635720790866e-07,1.653240196943918e-07
PG(P-16:0),1.3976517343453658e-07,1.6868884470411808e-07,0.0,5.029249071691276e-07,1.3425362423090152e-07,7.912010004863902e-08,1.0241103433063307e-07,5.089029731601222e-07,1.7009774703859225e-07,2.6014387216829233e-07,1.0289285054338346e-07
1-O-carboceroyl-Cer(d18:1/16:0),0.0,0.0,1.6872581204147873e-07,0.0,0.0,0.0,0.0,3.2647361385792205e-07,0.0,0.0,1.2406496060853338e-07
3-hydroxyarachidonoylcarnitine,0.0010371016062783668,0.0012104343333871068,0.001525535170227785,0.0012883979927356846,0.0011486485184833539,0.0013384126324017486,0.0006745718403796472,0.0007282725331150306,0.0006902247726153875,0.0007990090897518088,0.0009664891303214555
Cer(d18:2/16:0),8.569194576176964e-06,1.5307258655061126e-05,2.0103342565958124e-05,8.90751138338225e-06,2.033467232698821e-05,1.4149847448383682e-05,6.286859624777815e-06,8.153357419366535e-06,9.346153895793824e-06,5.533357275862462e-06,1.5482610471063276e-05
Cer(t18:0/18:0(2OH)),3.4821613463892833e-06,1.0808803749508583e-06,2.9816877029829392e-06,1.7938164550439595e-06,1.8757678211218725e-06,2.3833880545319155e-06,1.3560007753036585e-06,1.3581213944072046e-06,1.1360393834904569e-06,1.7570962910357385e-06,2.6898094073730977e-06
CerP(d18:1/26:1(17Z)),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CerP(d18:1/26:0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SM(d18:2/20:1),0.006213578348773291,0.005299218117749969,0.0027022303108731956,0.0031384296273543094,0.007099156888859559,0.005392865875356263,0.0031180813191445697,0.0024972564994209362,0.0036615160150552475,0.0019760520384531854,0.004354701055893249
PC(34:3),0.006209534741756352,0.005335823733295988,0.0026330976097780168,0.003057455094264817,0.007003651036889139,0.005387368836675553,0.0031059394247500713,0.0025003145284680263,0.003597059897303457,0.0019867582655109938,0.004359466283251533
Cer(d18:0/14:0),1.5589397600274481e-06,4.994264555918764e-07,6.00911945420657e-07,1.1069417526203593e-06,5.198585410229432e-07,8.042853732511345e-07,8.843419855485771e-07,1.3368228795299796e-06,6.280690521894918e-07,5.855321022991791e-07,1.1497604062914602e-06
LPS(13:0) | PS(12:0),8.110298334942842e-09,0.0,0.0,0.0,0.0,2.798867402264074e-09,1.9727097325682484e-07,6.574123539682259e-08,0.0,2.553558672078469e-07,2.152201748015188e-07
(9Z)-3-hydroxyoctadecenoylcarnitine,0.005477635193893577,0.006109491852132875,0.0063586382322090235,0.005212086013025125,0.004354972293342458,0.00479590945062334,0.0029755143426049282,0.002991273512170576,0.0031109591464045755,0.002663125204685084,0.004976907944810104
O-(11-carboxyundecanoyl)carnitine,0.0019100596239530463,0.0018759090770063367,0.0037336227845184682,0.0019347358483684399,0.002556185898921585,0.001899749939107304,0.0009300334916948919,0.0012617656636738645,0.0011615098993498951,0.0016226845389212081,0.002087277223645707
[TG(52:5)]_FA18:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPS(14:1) | PS(14:1)_2,8.785653650433704e-07,3.925901725861e-07,1.19487613396375e-06,1.5137626096675547e-06,1.4520937665181986e-07,3.85588212959017e-07,9.023107133043391e-07,7.268299190249894e-07,4.1093750872514884e-07,6.755801547066692e-07,5.949449746107298e-07
1-O-tricosanoyl-Cer(d18:1/18:0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.939676888535888e-07,0.0,0.0,0.0
LPE(14:1),0.0,0.0,0.0,0.0,0.0,6.468188446596563e-07,1.7187060221337734e-07,2.879993134214832e-07,3.418900178421088e-08,1.376706551820683e-07,1.5941088184225684e-07
[TG(60:5)]_FA16:1,4.655435715328873e-05,3.4075521526411305e-05,4.2335766521364326e-05,4.619648351276676e-05,5.619694868279746e-05,6.343673795890342e-05,0.00014910191978237484,8.836607925166804e-05,0.00010710219598538284,0.0001045730123920107,8.894841498578757e-05
LPG(15:0) | PG(O-16:0)_2,5.144408972514622e-08,0.0,0.0,4.259271649853277e-07,2.0211610490677766e-07,2.0909824420697078e-07,3.964529600858733e-07,2.1553065476494178e-07,2.9523877124824093e-07,1.2080651884634407e-07,3.457741001860753e-07
Tetradecanoylcarnitine,0.0015137883062100277,0.0014135462030415516,0.0024893128829478824,0.0016398993042535033,0.0017553914388023155,0.001375596791620283,0.0007952813381363789,0.0008911847468244422,0.0008225731829354697,0.0012426906538670324,0.0015517324195758024
15:1 Campesteryl ester_simulated | CE(16:1)_2,0.001189114538819781,0.001148426022992719,0.0017010791670645233,0.001321202749290376,0.0011462204751023087,0.0010905820397072111,0.0010766471879013748,0.0009551426136189026,0.000993562643430824,0.0003198633382124108,0.000575949348258828
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine",0.0024432029211207923,0.00247435746192912,0.004265064958463458,0.002149405332766355,0.00306959152435133,0.0022755946216880857,0.0011210436862403575,0.0015072177176384085,0.0013189788245212945,0.0020245105025899638,0.002666780342043737
15:1 Campesteryl ester_simulated | CE(16:1),0.0011340601816976527,0.0011033877982124481,0.0016258828480033496,0.001283928390998037,0.0011243567087131595,0.00104639711948204,0.0010659408994123734,0.0009351588659167307,0.000983823406902986,0.0002957693846384434,0.0005309646753995784
"Docosa-4,7,10,13,16-pentaenoyl carnitine | Clupanodonyl carnitine",0.0008263301233755043,0.0009696312877381955,0.0014408198267556365,0.0010870604772735286,0.0008723590815654091,0.0009764008774977231,0.0005321231532789639,0.0005890246474662264,0.0005985133306544234,0.0007563754618332757,0.0008028517847183716
[TG(58:3)]_FA20:4,0.001311507943409541,0.001223462576290159,0.0008946489552329931,0.0024543189549540646,0.00119304325826935,0.0013208016441916505,0.00323436966521125,0.0013875553368281647,0.0032559767056576164,0.00284956847514586,0.0017294879294407599
O-behenoylcarnitine,0.0008847433844407572,0.0008915122090390255,0.0013631896075401158,0.000956604632817125,0.0008202370074421273,0.0008396425788531451,0.0005201680670401679,0.000601017280836332,0.0005349454878239118,0.0006543119001802662,0.0008032137644395367
