Sample,WT_injured_1,WT_injured_2,WT_injured_3,WT_injured_4,WT_injured_5,WT_injured_6,WT_healthy_1,WT_healthy_2,WT_healthy_3,WT_healthy_4,WT_healthy_5,Blank-1x
[TG(48:0)]_FA16:1,99907.96762,72575.84482,94737.12714,90087.82678,106662.5466,126219.7885,296668.5015,314252.2642,257121.2755,293622.5798,158287.0909,22770.98178
[TG(50:4)]_FA16:0,124986.5301,87384.38516,84029.00571,118925.1291,135322.7299,165492.6309,412440.9075,306674.2386,334723.0458,319422.2187,202569.8161,19702.70117
[TG(54:3)]_FA20:0,191276.1718,137432.188,111679.629,201662.7702,193486.0751,285389.1791,576372.4547,488694.4156,453315.0316,582136.6097,324120.3214,19756.48158
[TG(54:4)]_FA20:0,117382.0484,96997.28665,80113.42546,149551.2906,119202.6691,175383.4942,427353.8316,278804.1218,356212.2444,351135.4469,207247.8368,16721.68124
1-O-cerotoyl-Cer(d18:1/16:0),7008.300419,4465.600334,4538.020325,5729.800419,5366.040375,6589.520477,5822.840405,10870.08079,5406.52037,8394.460629,8751.120598,3809.96027
Cer(d14:1(4E)/22:0(2OH)),159476.832,94523.88805,123990.2693,108466.0872,201971.7354,187768.1546,334419.7659,382686.2505,344150.2416,518153.6856,318138.9407,18859.58145
PE(P-32:1),36879.42242,118527.0479,100533.9076,138796.3273,31209.72218,47570.52335,347978.8799,247005.7556,57842.8636,282913.7982,169396.0724,19926.02139
LPC(18:2),346269.3407,256637.5756,36106.30225,301175.6986,302741.8812,341753.6442,858138.6642,666908.719,866611.984,661751.7466,360354.0862,32442.92252
PE(20:1),87116.72694,213994.4144,146192.4928,173035.5136,110308.148,149503.0494,293751.8367,159592.0925,139609.37,197434.0958,273344.681,26749.32217
[TG(56:6)]_FA18:1,342847.9001,212387.1776,162446.9112,165822.2712,423417.0074,369027.5062,524637.3562,391946.0029,463353.1319,355481.8463,298083.0413,20404.70145
[TG(60:8)]_FA20:4,159350.1511,123181.0284,107736.3476,168307.1723,153779.4299,224414.0957,475806.2538,420790.7582,435383.8347,449422.9571,260504.5981,14107.28101
[TG(60:0)]_FA18:2,52667.96382,46648.38303,40136.64323,59344.30409,60716.80444,80464.08638,209864.0545,124703.5281,161487.1318,157013.1709,95673.06772,12758.02101
[TG(52:5)]_FA18:2,191936.6306,150494.8104,116141.3886,174218.2134,190619.1355,289095.7209,501553.9914,551361.2517,398464.9236,620765.9029,319027.7032,22308.76166
[TG(54:7)]_FA20:0,348694.3443,263239.5999,176156.1111,349506.5929,327488.0494,503462.3021,817096.5735,915004.1066,662872.4225,1245139.68,561501.0061,22729.42177
[TG(54:8)]_FA20:0,175899.0116,115034.3671,147880.808,186872.0735,185134.2319,231231.8171,500702.276,500250.9713,418037.1359,587296.7419,283462.7374,18218.72131
[TG(56:2)]_FA18:1,119557.728,99283.38708,76068.02475,146253.5106,129047.3496,179800.3957,513304.6569,228373.9184,390820.8706,280240.1994,223865.9344,21827.40155
[TG(60:2)]_FA20:0,157456.1485,114849.5275,77563.30528,159549.4516,129335.2323,168274.6523,590540.7395,270408.175,395051.1508,352528.4413,189875.2325,16894.02115
[TG(60:9)]_FA18:0,85987.48639,62839.08371,49382.40374,79852.80534,91340.26599,112410.408,286078.7603,201385.7369,225513.1349,200697.2165,136203.0301,13246.22093
LPC(19:3),328605.6235,247405.8431,35991.4426,286088.4562,290765.0594,340643.3273,824271.201,651324.2465,834093.8241,629627.5137,341717.3759,35280.76266
[TG(56:3)]_FA16:0,83391.627,63191.72427,79311.42572,75664.36627,91312.12671,114011.0669,309497.5043,246604.8163,234399.0175,196712.1736,140625.8312,15684.84114
[TG(52:4)]_FA16:1,194088.8528,128922.188,113510.9484,157878.6888,224824.194,217967.0321,697114.2854,396939.4281,537756.4552,389279.5638,269579.6594,26062.54178
[TG(54:3)]_FA18:0,265288.2027,177798.4506,131700.7112,222161.9777,278605.0638,312884.0008,838803.9161,571399.7327,663321.8249,569016.8712,376040.1288,42845.28262
[TG(56:7)]_FA20:4,246128.8364,196233.0151,146540.6503,296064.4024,252260.3182,336180.8046,860841.5511,541674.1859,682076.2633,663818.1656,437618.4091,40895.92303
[TG(58:0)]_FA16:1,111114.8483,80088.4242,64037.12566,96530.82507,114719.0678,125702.8883,344624.743,247827.6982,286282.7233,244725.2175,169449.2512,17900.56123
[TG(58:6)]_FA18:0,304925.0176,177065.1912,123205.5103,203802.4912,331437.8484,390240.2509,867592.2177,538344.9552,783619.4172,537556.4332,511644.2323,22833.54161
[TG(58:8)]_FA20:0,275078.2583,211639.8969,155607.4112,365126.5768,288924.8616,393090.4066,1055422.698,539035.096,880683.0466,665389.0295,501294.2998,21131.90144
[TG(60:7)]_FA20:0,173593.8886,148909.5688,114983.967,245103.4374,197601.4332,282959.2785,700004.091,390009.5088,573772.9907,489617.4754,352332.3853,17879.38138
"Cer(d14:2(4E,6E)/20:1(11Z))",67786.64477,33677.56286,52747.06367,43012.74384,47052.90342,73514.56533,139030.7894,138015.9677,122319.6681,125433.9689,145361.8895,14277.06103
ecdysone palmitate | CE(22:3) | 20:2 Stigmasteryl ester | 20:3 Sitosteryl ester,727237.3373,654221.2705,487239.874,806727.2946,753903.6384,879950.8627,1788660.915,1098398.525,1545750.555,483892.5952,541618.1789,52866.64377
PC(48:0),60146.06355,44542.66228,9358.940628,53058.10316,53109.10383,73305.50672,135856.1901,141622.8705,116167.8894,139749.4286,80812.90639,7447.640537
PG(38:1),915859.7965,774088.0283,551942.7766,693649.2432,1233374.552,1148798.286,1775769.712,803982.7054,1614234.566,836809.7891,1337141.26,50623.98358
PI(38:0) | PI(P-40:6),98282.76766,237205.9146,202833.733,333885.2186,51541.00381,77331.78545,180601.894,680220.5835,595865.7805,668367.7984,180155.7132,18848.3613
PS(38:5),216706.5965,204362.3352,179762.232,228763.0947,276760.7205,331549.906,499313.1317,262381.4597,402538.5857,288039.1401,306210.8617,53100.44366
[TG(56:0)]_FA18:0,655080.5759,478237.8943,322979.6454,642685.1978,595679.6522,924655.0031,1796570.338,1797040.794,1381916.726,1821022.762,946453.8641,20488.06126
PE(30:1),44795.28304,132207.9678,145337.1904,191464.7712,31640.66238,44509.44315,371058.9481,317368.1017,116212.6898,348402.5447,212464.1757,21725.74167
LPG(21:0),104260.467,97463.60754,80163.46503,105993.4685,99211.58649,132602.4109,192637.4539,149308.8292,154204.7097,158895.8122,113245.61,51033.48358
LPG(22:6) | PG(22:6),100987.808,89425.2066,78983.22675,101970.1475,109983.0679,135045.9094,177337.0508,147468.6091,138605.5702,175838.7949,119070.5286,44352.28287
PS(38:4),400516.0106,324543.5436,257984.9984,245087.1365,676570.8906,612865.4448,907508.155,469805.9391,678848.4705,429620.9714,566599.2964,56082.00366
[TG(54:4)]_FA18:1,268497.3429,187373.6735,134638.7083,223836.5557,286283.5024,319527.9219,857121.661,585467.1823,675798.1269,570887.8666,386821.9327,44278.60339
CerP(d18:1/16:0),7049.240524,5468.980392,5186.240391,7445.860443,6953.440472,5636.320404,9655.620667,12125.50079,7816.120468,7089.900482,9189.720669,3982.920288
LPS(22:6) | PS(22:6),116202.2076,115092.3492,99540.90723,124009.8875,136616.1324,167211.9301,218498.7767,184499.472,183466.6711,208169.973,142812.3904,52954.30402
LPC(19:0),289560.7407,214080.0306,38470.98334,278510.3789,245711.6188,334045.4484,725173.9498,598292.0203,668231.4827,597964.1373,352341.7405,29588.46194
LPI(12:0) | PI(12:0),524746.8511,693666.4221,514073.4354,1374824.734,420199.5536,995409.6741,2122436.882,2387095.676,1847413.392,2615538.612,898895.8824,19044.0815
PS(42:11),225014.1149,215552.5357,162566.4503,212031.6749,283595.9622,300473.4421,464558.7852,251708.6999,397364.7256,296207.9385,305562.3403,37693.3623
[TG(60:12)]_FA20:0,185579.0735,145772.4702,109723.3668,232559.8552,189505.6708,269430.7813,669824.4437,367827.9268,595876.3218,478376.581,320905.3828,25817.28191
[TG(60:8)]_FA18:0,105417.8866,76314.84467,61989.1243,91714.5864,100631.2875,130686.7493,354540.2644,221485.1747,262515.2601,235788.1171,156888.1324,14938.82112
FA(28:0),2706327.968,1859282.273,1871289.613,2507796.008,2336948.728,2493590.641,6254144.73,7670886.509,6055440.321,6716656.581,3478717.724,219020.2945
PS(O-40:6),672842.2896,679663.9754,398672.4326,1182667.626,696416.5669,879090.9967,2768119.272,1359677.576,2459742.988,2299043.943,1002191.326,47047.90344
[TG(52:2)]_FA16:1,308925.0566,195685.8562,128101.0681,196739.2545,338143.722,367773.2654,883963.3176,512259.1577,800749.8395,529539.463,518004.3201,29578.46201
PS(38:2),1642534.421,1505536.234,1044064.741,1213458.437,1717959.39,1720615.44,2511670.424,1878647.369,2542215.805,2003529.799,1933668.145,49190.86365
[TG(60:7)]_FA18:1,76865.4248,61039.56516,52195.42368,93210.68549,79175.8656,104819.707,281112.0578,169867.4537,218992.8349,206719.3342,132638.4705,16275.66118
PI(44:4),21022.9616,38115.92245,35422.98235,50429.72387,16863.60106,25052.88185,68100.82449,92927.54654,116640.4872,121035.3495,29209.80228,9264.860672
[TG(54:0)]_FA16:1,10632719.76,7675878.291,4444808.441,10078031.8,8238138.688,14476115.4,23069833.99,29941556.14,19902733.87,30427214.63,13571335.18,21543.62181
LPC(18:3),289196.0161,206284.4316,33289.78276,260207.2976,243505.6945,287906.1768,672232.141,559712.9399,699068.8295,549729.459,299461.9247,28402.1022
PS(38:1),887868.8607,805987.8499,547040.9536,693451.4957,1204522.062,1227276.472,1751535.569,768875.3666,1604239.859,863325.1611,1454367.848,56040.34399
PI(38:6),195810.8148,242523.436,175831.1519,290463.7803,82862.5072,101072.8067,169591.6517,282900.3036,373887.5852,299475.1821,240000.8193,19836.60138
SM(d18:2/14:0),257723.7787,203556.5731,44947.98317,243730.0953,231472.4566,301754.3445,557173.7267,642677.0936,538380.1354,578526.6789,343295.5719,29877.522
[TG(52:3)]_FA16:0,194690.0131,140251.2688,117079.9285,156652.6496,232181.3176,230473.5395,650574.9199,399238.3492,561789.5242,402500.0349,299167.7841,27283.54187
[TG(52:5)]_FA16:0,88291.28613,61034.60388,81747.60446,75637.96521,94765.58807,106312.6667,281684.1221,249116.3787,245161.3788,213862.1127,128538.8279,19347.08128
[TG(54:7)]_FA18:1,129193.3893,96567.78674,92369.22571,118965.1885,141362.9285,175211.9104,397344.2252,342936.5431,316597.7823,358679.1844,205017.1945,22541.70157
[TG(56:8)]_FA16:0,142162.6911,100275.9666,76897.86499,121817.7295,164811.5911,173959.8491,556988.6993,252538.959,406093.0856,275821.0988,203038.7148,18576.86131
LPC(19:2),351206.7258,260439.3973,36028.24252,304414.1257,309914.6647,374574.9092,869032.3151,680820.233,856291.6084,659900.0795,370308.245,36980.60254
LPG(22:0) | PG(22:0),138865.531,122229.0695,117486.9489,140037.5305,128903.0104,149774.1912,282395.4779,183766.9727,194051.5709,207507.6151,146883.6305,70491.48456
PE(40:0) | PE(P-42:6)_2,108849.0264,350282.4851,293487.8208,423969.8346,109713.7256,157498.3715,938808.7012,698313.7666,430325.3732,743495.2924,467955.4318,193901.0965
PG(O-40:1),406507.8782,368423.6611,248547.542,343370.8455,483550.7328,505890.756,833304.5308,341995.8602,741011.001,385762.9464,581161.5198,41911.22308
[TG(58:8)]_FA18:1,134353.3482,100398.5445,84618.00549,145917.9302,156573.8928,199873.0129,503557.8525,277404.6804,394865.6108,355503.0004,227665.0767,23293.14163
LPG(22:6) | PG(22:6)_2,94149.78632,90269.42578,81615.34595,97532.88837,116286.6255,135274.4493,177770.132,152006.6321,147319.9908,169159.3527,120281.548,43641.62335
FA(14:0),1203727.865,1404082.112,1190643.53,1151147.002,886814.3593,1313784.03,2251236.407,2110289.491,1535968.065,1787839.785,1430550.022,369149.4466
[TG(58:2)]_FA18:0,231880.0969,149061.7088,103256.6069,173934.3143,163738.0088,218594.072,695138.5383,422354.0632,421950.3299,476736.6136,246704.6395,14580.12096
LPS(20:1) | PS(20:1),209296.2324,196814.0737,189062.2927,235920.1172,212549.1355,238250.9351,388042.4282,281568.9019,344624.9634,346093.6838,257977.0203,120697.0684
[TG(56:8)]_FA16:1,196861.6563,127424.2283,96001.44766,152797.1899,233170.1979,236254.5793,665608.4742,365786.9875,495110.5364,426353.9061,281492.2352,28278.46216
16:2 Campesteryl ester,1508454.977,1174604.152,917399.5659,1550846.787,1360124.097,1797326.328,3246463.505,2853732.693,2611230.153,1104001.7,876902.9822,37548.18246
PE(P-16:0),130132.2491,190720.2915,133803.7466,200652.7135,113489.0901,184520.8122,509206.9247,456491.0636,313278.1041,504543.7351,286552.2989,30877.64183
[TG(52:1)]_FA16:0,310740.7772,199787.3935,137306.6697,199364.9954,344286.444,382064.2609,896804.0188,518521.3529,817750.8458,533072.3955,525226.231,27345.26199
PG(O-38:1),444099.4289,397894.1083,291414.5185,419175.4767,540168.5944,559740.7335,1003900.691,397658.249,855214.2306,436967.9493,604717.7358,47064.94321
SM(d18:1/14:0),231078.1156,192662.9345,38356.46294,243202.5956,229956.5156,291913.6252,527783.7761,590029.4413,512194.469,557253.7579,332446.6017,30751.12222
[TG(54:8)]_FA20:4,140746.5303,120265.5472,100650.2262,161196.4894,143049.6521,209671.5109,457836.2109,355367.5037,382750.8253,416708.1463,247444.694,20047.46152
[TG(56:4)]_FA20:4,444150.8527,355956.2422,284962.8239,488492.3978,443022.764,741074.7175,1451507.51,977902.3708,1175511.239,1429107.397,770923.5586,101496.9463
[TG(56:7)]_FA20:0,240297.5773,187820.4745,131994.8285,257319.237,239721.773,383009.9682,691555.4473,557515.3587,590664.6306,774873.5016,398368.0074,23997.82172
[TG(60:6)]_FA18:1,69657.92455,55186.58437,44434.56238,71273.54419,70304.64447,95185.12607,245148.0799,148329.6708,189066.9929,166855.5896,115268.4889,17771.96114
16:3 Campesteryl ester,1489378.979,1159438.148,903200.7012,1555125.179,1328931.599,1787545.073,3193075.508,2799905.918,2577784.222,1121081.584,912040.8722,36631.20252
CE(17:1) | 16:1 Campesteryl ester_2,1490997.037,1182085.46,906451.1987,1547947.176,1335308.794,1822070.778,3251779.584,2852859.505,2666117.371,1097427.002,848143.2657,36382.36252
Cer(d14:1(4E)/20:1(11Z)(2OH)),130113.2893,70579.48452,69396.50491,90127.72591,121478.309,157517.051,247128.0588,263434.0744,209354.8743,251760.819,304336.2033,23079.26178
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",207383.4348,168949.152,176787.4726,145639.5659,245212.3391,201743.1931,186113.9929,268953.9385,227302.3935,278794.8605,399497.8304,65333.78468
LPC(18:4),193990.3148,150637.1102,26375.94208,208112.9174,185936.9337,232873.7578,493955.6718,428219.3108,479229.8331,435944.0723,232618.7151,24835.50189
LPE(15:1),72679.50557,246725.3351,169131.2128,288587.1369,136419.5063,181240.4936,596748.8632,498214.1953,350520.544,527489.5209,393219.847,21762.46159
LPI(15:0) | PI(O-16:0)_2,6174215.068,11723706.29,7279061.836,12461418.34,5367141.939,7095337.089,9166120.058,11135303.04,13113383.86,25370039.1,6609358.958,110618.2875
LPS(20:1) | PS(20:1)_2,195133.9124,182763.5723,172431.1113,224146.3958,188102.6531,234137.2578,392221.8079,258732.2593,318456.3616,321486.9031,230101.6165,116644.689
LPS(20:2) | PS(20:2)_2,167749.6917,114980.967,93731.74664,168225.1515,157118.7125,185887.7748,902255.2871,220718.8199,315898.4421,366021.2653,179641.4126,45021.72308
PC(48:2),53098.92334,40056.18307,8999.940605,49993.70267,47947.48289,63988.72518,116553.3675,129467.7087,106960.0665,122741.8502,66911.22543,7974.340572
PG(20:0),109763.4482,98112.18701,78267.40601,106289.2081,96477.10663,126985.0291,195299.3533,152653.4493,150629.2893,160595.5511,117371.4481,49674.82373
[TG(54:5)]_FA18:0,96386.04614,71576.14499,85762.80627,87128.62506,103098.2883,125269.7285,334653.2817,261127.1156,256515.3188,237213.698,146850.1318,15648.02109
[TG(54:2)]_FA18:1,438716.905,241282.1337,161540.2712,261019.0165,399790.7928,468975.7515,1053533.52,679081.8317,908932.238,675420.326,724618.6527,48285.06329
[TG(52:1)]_FA18:1,393919.1689,375167.3699,260844.3181,334441.1467,423581.4868,602375.9417,946755.7544,959494.8262,778081.855,1765335.042,599285.6245,109249.9695
[TG(58:3)]_FA18:0,110493.127,77729.02539,82928.10559,96542.06691,107325.1256,143165.5923,343781.8646,293021.0626,266725.7003,242776.8585,171315.8093,16466.00099
[TG(58:9)]_FA18:2,143018.4521,104277.5882,90479.00674,142583.4492,155398.6904,193587.5942,506060.2563,279539.0028,388228.8998,360995.7077,228407.7361,25816.56183
[TG(60:3)]_FA20:0,82872.66679,72994.6649,75768.20435,100758.6273,94778.5069,130599.4291,313036.3066,234254.3381,246060.4178,248927.4791,150485.5713,15165.5611
LPI(12:0) | PI(12:0)_3,477808.9908,694965.8557,508778.916,1377839.583,422887.8837,970911.1529,1992101.74,2333074.482,1794989.617,2534514.788,858477.3403,17273.94103
[TG(56:1)]_FA18:1,540454.8447,435282.0123,312848.7012,586735.6133,483143.714,813266.5027,1500402.442,1546715.473,1165446.533,1615568.003,803800.6898,26557.30176
[TG(60:8)]_FA18:1,77415.92606,67130.78494,53530.2634,86070.90594,84606.78641,109127.2675,282846.777,170651.8711,203446.9127,220497.9165,136071.1121,20124.00139
LPC(19:1),342224.5613,254174.7201,35275.18265,312614.8033,307396.7697,369324.5479,823539.051,676350.4164,792917.549,656753.5475,385700.9316,32981.36243
PE(36:4),83014.16629,212009.354,167808.2937,175751.3497,93620.42648,92014.32635,332177.9235,229521.9752,98005.90601,218542.6355,210889.3743,25829.34183
[TG(48:0)]_FA18:1,206900.6562,154971.148,206202.1927,170928.9319,224289.3154,252593.9358,602212.663,673117.9307,521451.9424,520720.0211,313093.522,17700.56125
[TG(60:8)]_FA18:2,76242.12589,60770.82474,53383.32452,86174.76581,79570.80563,104267.7074,276056.2588,162746.691,214985.899,189922.1535,131569.4496,17157.98128
CerP(d18:1/20:0),6579.860447,4991.940361,6490.260448,6207.260429,5974.220432,6618.580463,9217.640667,13100.62099,7458.440495,8587.180618,8358.140602,3445.200245
LPS(20:2) | PS(20:2),169137.6089,117944.1868,92281.54565,176728.4327,153484.2308,185020.873,902106.3108,219071.7343,335520.9631,349222.265,178229.5123,40446.14301
PE(42:2)_2,154469.6911,526873.9039,398549.0111,481869.794,216525.6781,121601.129,1145889.802,1001580.211,571487.5817,1006521.767,584831.0651,33170.44226
PG(36:2),563721.0773,443364.2686,339765.8431,441981.5333,772918.3689,746644.3972,1193449.616,504959.7546,988332.183,493743.5519,886643.4012,49047.80377
PS(42:4),248897.8147,230904.9153,185341.8902,245189.0191,242030.837,264278.9158,717612.0024,679890.0682,631530.0995,623426.2609,381461.9603,34620.30252
[TG(54:1)]_FA18:0,439366.9737,242216.5744,158486.1703,259256.5585,378009.4231,469217.9947,1039362.969,657137.0421,925438.2549,659561.0488,693373.9852,39857.92282
CE(17:1) | 16:1 Campesteryl ester,1553421.479,1230164.94,932672.7487,1601600.655,1378690.238,1869869.064,3369636.379,2921888.523,2714110.392,1235861.486,926364.46,46294.68311
SM(d18:0/14:0),226421.7825,181282.6086,41971.82251,215185.8554,210388.4737,262361.7347,507920.6356,530410.4759,474577.0969,511674.8123,297344.1782,30029.44193
LPS(22:6) | PS(22:6)_2,115691.0504,103908.9692,94173.18665,123811.9098,141099.5316,159823.0715,219682.395,178278.9934,181550.6728,213336.4974,144274.3474,55254.9035
PG(34:1),257509.1786,196421.3926,177990.0328,229538.3196,336238.8049,335860.4619,565539.816,310487.0599,426186.8477,330733.7809,313158.3978,40589.68286
PE(32:3),52578.90366,163498.6529,174142.3557,167795.0719,35554.62235,76096.16555,338707.3656,439542.9309,82931.86555,415824.7286,223605.8779,38328.24257
[TG(54:6)]_FA20:0,104717.3068,84997.74637,81636.12625,107994.3275,108097.7468,158320.0095,305226.0856,295722.4379,257784.66,320178.8835,174985.473,16815.44121
22:3 Campesteryl ester,553368.0777,488965.3962,344278.4451,589064.7202,572196.2226,712167.5461,1436986.747,890991.3828,1215960.053,398431.8697,352538.4274,25816.88181
PG(O-40:0),379949.243,338881.6381,236107.5573,316020.028,439127.4269,505836.9224,812962.6028,367508.5668,675646.5676,393040.0652,526548.9246,38899.14246
