Sample,cKO_injured_1,cKO_injured_2,cKO_injured_3,cKO_injured_4,cKO_injured_5,cKO_healthy_1,cKO_healthy_2,cKO_healthy_3,cKO_healthy_4,cKO_healthy_5,cKO_healthy_6,Blank-1x
LPI(18:4) | PI(18:4),72086.96648,111652.0291,102236.6868,54262.88449,66615.54395,213640.0343,242512.7984,191939.9577,106692.5083,66409.32507,233850.3954,24885.30172
PI(44:4),33826.38224,49851.14363,50531.44341,25912.80169,47177.10362,124295.1292,120725.6694,85664.68546,41880.80268,40037.60275,114766.5061,9264.860672
PS(38:0),722258.4672,539152.1985,475265.0573,423066.3088,913138.1287,790790.8956,730095.525,533727.207,704664.113,490070.0951,621830.0623,53530.40387
Cer(d18:0/14:0),5076.160378,3830.780273,4126.480293,3868.30027,4532.480305,4578.800339,3985.700279,4381.440331,3975.100281,5284.520386,4624.760311,3531.000248
Cer(d18:0/h26:0),5651.700382,4422.840305,4181.580311,3916.340275,5466.000408,5100.960365,4147.220318,4382.940308,4241.880314,6758.940445,4186.880283,4269.020306
PC(44:4),109318.7484,74591.56548,69680.58519,68401.88646,99289.96704,54015.06375,105880.2263,93870.60544,104515.4271,75865.42598,98073.48686,14301.82103
PC(O-32:1),1548073.59,1098340.904,1150721.143,1280994.793,1338342.568,571990.9873,1388914.227,1734526.652,1805787.824,1180390.019,1549043.976,28064.72195
Stearoylcarnitine | hexadecanedioic acid mono-L-carnitine ester,6482335.626,6286662.285,5976813.381,6023751.55,6428137.442,6003469.817,5233001.041,5276031.739,5844167.317,6513982.381,11551838.1,1062245.169
FA(18:0),11906935.78,13004.70086,7959.860565,7950.940544,11930306.55,10978858.66,7982519.958,12229226.87,10889057.34,18058.04145,7298097.913,5543847.184
LPC(19:0),403134.808,210213.0576,260138.5175,253685.996,274915.3803,198544.4938,695686.8064,635049.9535,722321.3221,420551.9828,715934.6882,29588.46194
PE(O-40:6),2046561.69,1551734.477,1474785.588,1376750.75,718029.7863,638590.3554,1991099.031,2723746.569,1708329.153,805668.1675,1679495.166,74024.04533
SM(d18:0/12:0),447801.4126,247376.4999,230648.339,254355.5142,256094.6168,180954.4323,837062.0182,667139.8395,717217.0592,432376.852,611512.6643,30360.00189
PE(40:10),157746.6718,115384.328,119228.9288,115488.3875,89447.72534,74878.88528,169393.4705,148762.59,177412.4327,65765.00446,167509.2316,25022.34198
1-O-tricosanoyl-Cer(d18:1/18:0),5707.640388,3879.52026,4342.560329,3834.300255,4672.860336,5767.840435,4322.880318,4530.180317,3721.380264,5268.840389,4539.620319,5073.48035
PE(O-40:5),274127.9986,202436.9366,192629.8347,182528.9521,126714.5864,118573.7491,289798.7625,280532.6814,288443.8796,75801.02615,275456.1967,34836.12231
PG(O-38:2),484515.4009,392107.3336,351075.2833,316833.8014,566976.7911,542756.7166,499772.4791,403897.5492,496109.9368,354587.845,399676.1256,39674.48285
PC(44:12),172624.8116,111473.0675,109775.9475,118314.7862,152456.2909,70629.12537,159196.5909,164857.8728,174468.5331,116623.0697,161885.7334,13011.80096
CerP(d18:1/24:0),6688.660515,4339.320282,4060.200279,4490.780308,5814.260395,6348.460503,5098.620373,4568.060318,4437.040337,6672.680447,4140.560303,3477.780258
[TG(48:0)]_FA18:1,361309.9316,197396.1127,190039.5542,188769.5917,382631.3303,598168.3821,592573.0979,492704.582,551470.804,357168.6693,508181.1536,17700.56125
[TG(54:3)]_FA18:2,407594.2023,219805.9366,220416.4587,231667.3367,525929.5189,1201365.896,613977.6044,485050.25,643608.418,327406.5627,551478.735,50801.34381
PC(O-32:2),1527485.506,1106845.683,1156681.2,1286642.132,1310547.512,545161.6226,1391572.3,1758493.655,1800357.599,1196964.907,1563108.922,29233.50218
[TG(56:6)]_FA20:0,236482.1535,122630.1492,111600.5079,118912.2878,211898.6313,343400.3046,364134.1488,278569.6381,359218.61,218162.4581,322551.2645,18527.52121
[TG(54:1)]_FA18:1,767264.6859,367367.4075,418371.2456,873272.4915,909360.6592,1494852.225,1670887.53,1074995.178,1350946.336,1152256.561,1298323.523,83741.36603
[TG(52:4)]_FA18:0,281612.3007,137771.6103,135868.5707,116354.9477,284509.1824,422988.5507,448428.1695,321889.7426,386100.7485,255682.5768,380601.4064,45878.60268
[TG(54:4)]_FA20:4,430750.8525,247526.5554,257995.4199,340080.326,445320.0854,872307.2109,709008.7871,567773.9023,737372.241,547639.0822,675805.7371,96980.80786
[TG(56:6)]_FA18:2,1307476.01,556128.7855,694255.4071,639763.8838,1303711.754,1272691.419,710547.2261,760466.6396,1004916.981,669153.0444,1250232.294,19952.04147
[TG(58:3)]_FA18:1,239979.1138,144977.0875,153254.2324,152631.4324,338675.0063,412668.2092,428167.0537,385075.2135,458705.8115,226834.0364,537723.1129,21752.22144
PC(44:10),140517.3685,93051.1073,93238.18649,98220.7276,120387.2699,59184.30392,136270.0705,127940.8879,140102.1901,101499.7476,134602.5485,18639.36133
PE(O-40:0),295647.343,220007.5334,200992.3154,208048.3934,190238.2974,201872.8935,318403.5413,267455.7612,336951.5646,72671.8851,328128.4871,29397.60217
PI(34:6),55215.80411,173696.5704,152397.1497,65953.90463,73774.40485,331204.4637,330433.5609,304307.3408,63385.6051,66429.56461,280015.3829,22721.64171
LPI(20:3) | PI(20:3),70642.90569,117260.2502,110898.807,49902.28468,66083.52573,230265.459,257213.6572,204311.9503,94947.40643,43577.60321,246142.1951,26428.14189
PC(O-32:0),1569969.003,1120796.252,1176555.175,1300698.303,1327299.344,631232.5156,1402146.398,1768360.94,1837525.543,1204375.616,1586858.842,27423.64206
PE(22:0),106417.8065,75957.68524,70200.84619,71555.60522,38221.54275,52435.10479,100844.7078,90805.66643,100705.2475,37206.56255,112061.3268,19979.76128
[TG(48:1)]_FA18:1,363216.5431,201881.7563,203771.5961,206810.518,383371.5283,681979.5873,562557.9036,496183.7046,588513.5206,338428.104,546783.3195,35556.76221
FA(26:1),2798202.533,1135425.688,1657257.903,1447202.509,2091939.036,3327986.191,4122871.314,3083419.52,4353267.819,2636672.446,4027334.006,154039.3703
PE(22:1),193578.191,141953.5487,123579.9104,113738.8663,62027.1245,109143.5883,167125.3102,153454.452,195858.4154,58526.56358,183337.0928,38649.1428
[TG(50:4)]_FA16:0,240450.175,123804.6484,126217.3087,115522.2072,266633.7824,409815.6102,376651.5048,286183.7002,378810.1052,234286.937,342131.0015,19702.70117
PI(O-40:4) | PI(P-40:3),72222.34454,116627.4088,105430.9664,50115.20276,98779.26833,243961.8392,260355.8812,199840.4158,81458.80515,84050.80551,238067.5771,16215.52135
[TG(54:0)]_FA18:2,156728.3695,87449.68524,88706.72586,90029.68542,174600.2132,255581.855,269387.5381,234437.5187,262495.3585,134479.7899,257423.5997,23808.24155
[TG(56:5)]_FA18:1,1294570.203,540741.3588,691236.0412,636363.8246,1306795.245,1260298.604,727622.0298,750084.2512,999866.3149,683525.7214,1222804.899,21030.58142
PE(O-40:3),151195.0103,117397.2274,114301.2076,116927.868,85090.90614,74211.76575,162160.1505,148237.5687,170292.2517,63676.32518,180344.3518,28229.88188
[TG(58:4)]_FA18:2,239648.1371,132690.9097,152862.5519,161504.1287,335468.5236,398316.203,430743.9316,383540.0494,467586.1676,216715.3356,530629.0077,21162.82182
[TG(60:7)]_FA18:0,216706.4558,113335.1882,111657.1477,108380.1088,256961.7542,390246.6444,322830.9246,266771.7999,357158.3672,202694.4144,335973.6033,14958.26115
LPE(20:4),198225.5757,165635.8706,161588.531,166580.5315,102392.2866,114422.2876,213658.6953,207464.333,233210.7366,97013.36584,224852.1565,105054.5875
PS(38:2),1960881.371,1616769.997,1455078.185,1623717.361,1997649.032,2112955.668,1998928.873,2300751.898,2124746.654,1394286.931,1410265.285,49190.86365
[TG(54:6)]_FA18:0,237499.1801,127142.47,147300.71,123561.1077,264985.7824,397141.2435,387083.4075,306708.6971,386461.9671,254311.6384,364130.0465,21343.4214
[TG(60:4)]_FA18:0,158625.6132,76967.70534,85358.12622,73775.40483,191755.7337,240929.9998,271029.8999,196314.0948,252517.5984,153631.1915,237078.3164,12873.22086
[TG(54:8)]_FA20:4,305720.7822,161524.5913,147808.5691,139855.1113,271565.9392,452732.6354,468389.0584,341746.7307,442543.9046,274765.5963,407430.2674,20047.46152
3-hydroxypalmitoleoylcarnitine | Heptadecanoyl carnitine,3219900.093,3340653.764,2841273.579,2976882.436,3413982.579,3236536.676,2736186.072,2658867.36,2975819.921,3437448.007,5664126.813,638254.459
[TG(54:0)]_FA20:0,344374.0809,180268.1315,182954.6135,233203.7173,332554.8457,557237.6758,542714.0126,420472.573,535588.0132,403392.5461,522907.7393,61390.08478
[TG(54:2)]_FA16:1,340199.301,217037.6741,233032.4937,163933.4512,696843.2216,479468.9916,360367.5652,259634.8775,362044.1863,267869.8993,320405.761,19216.1615
LPG(17:2),399224.4749,326317.8689,296942.9407,205778.8961,504598.1989,422302.4121,446469.6898,308828.917,395210.5884,295233.9005,352119.5071,55554.12445
FA(16:1),511186.9546,337791.1853,450568.933,453544.0135,369540.0461,514103.4731,390537.5673,452425.3934,474642.9749,496472.357,448676.8315,161706.4711
LPS(13:0) | PS(12:0),1825.50013,1911.70013,1683.500126,1854.68013,1993.100147,1852.880123,2446.480179,2098.240139,2250.300152,1754.320122,1920.600155,1954.840153
[TG(58:3)]_FA18:0,188991.0739,103426.1461,104434.906,88508.30539,229661.439,301405.0262,308920.7241,240890.5591,291464.5961,204253.9148,287612.3995,16466.00099
[TG(60:10)]_FA18:0,167471.2914,85996.7861,95867.06601,79972.60587,214230.0153,277252.7982,278260.6829,214224.8738,275497.1802,179550.992,247617.2156,13649.56107
15:0 Campesteryl ester_simulated | CE(16:0)_2,853634.3922,1072148.278,1006286.272,1076666.166,705245.5887,2037224.794,2290665.29,2097052.196,2198090.957,819131.1392,2698124.314,74475.86528
17:0 Campesteryl ester_simulated | CE(18:0) | 16:0 Sitosteryl ester_2,891883.8739,1270989.035,1360180.273,1443960.86,894464.9623,2818004.659,2841565.882,2578812.216,2984571.086,1109499.516,2912879.461,39267.14287
Cer(d18:0/20:0(2OH)),7583.780491,4041.420277,4446.160328,4547.200302,6214.900402,5342.380386,5185.460377,5100.380379,4546.420315,7957.060604,4694.92033,3783.120266
FA(24:0),3295477.663,1396143.094,1879002.613,2254511.822,3030488.038,9305987.185,3795496.373,3113244.533,4978305.199,2781847.019,4343378.463,479437.5157
LPC(19:3),399818.9644,235963.1788,288286.1801,298890.6162,297641.0828,292166.5058,688116.4907,731436.048,782779.5034,416390.0323,739812.8361,35280.76266
PI(36:6),47425.96357,124824.5488,121106.5289,51353.00327,88415.32632,260010.1013,241438.2952,201150.996,60649.80434,86230.16643,247019.158,20264.42131
SM(d18:1/12:0),426699.4926,222783.3557,215244.7375,236717.7204,263723.0577,173278.9136,780352.6737,607553.2065,645731.726,415802.0676,568001.3606,32607.26257
SM(d18:1/14:0),372504.5081,217334.8568,204585.9139,221315.0552,240454.8165,161234.3531,684287.8394,581299.1793,600935.2837,386433.3931,536214.3474,30751.12222
PE(40:1),199984.51,156890.1917,144648.889,142775.9709,116675.347,97835.68738,220867.7362,195510.1936,220009.0162,87580.06531,217810.4948,38869.1627
[TG(52:5)]_FA18:1,282652.1622,128772.3899,131773.7683,125453.269,280620.5192,411180.5061,442186.849,315266.2052,390507.829,249730.3182,361338.11,48562.94398
PE(36:5),123961.5676,94749.64752,91413.04523,97117.64624,56026.78379,63859.62471,137105.0095,124915.4481,140617.1681,44810.40344,134147.5884,21844.9017
PI(34:4),47596.30331,118441.2089,116387.5282,42852.60291,72261.94543,231654.2358,234863.1011,200954.1131,49950.74379,72999.44566,217000.5559,18901.50147
PI(38:4),497449.1738,733465.1048,824772.918,444046.6912,580352.7183,1298480.507,596400.3645,636817.1277,287095.1977,347312.5631,1134982.403,14719.18106
LPC(21:4),2461894.762,1630650.033,2321894.162,1808533.579,2251075.453,1643365.97,2119604.052,1894069.499,2623603.104,2198554.583,3283115.678,1066194.002
PS(P-40:6),742996.803,535802.436,489472.6086,443987.4209,934868.7451,836264.111,787871.2567,563417.6716,716176.5933,519335.8408,645044.2231,54024.94318
[TG(58:3)]_FA16:0,164219.6529,94088.48602,124646.9087,94929.84641,293006.7418,290169.1609,294501.1036,242338.9963,327597.3674,170438.8322,461604.5936,28311.14188
PI(P-34:1),44189.34338,126077.8296,118320.0676,54543.94388,68559.40427,273554.1377,243116.9177,214338.3356,57520.28406,52460.58322,224468.2949,17867.20134
[TG(54:6)]_FA18:1,183940.9937,90290.9653,99254.02603,88356.94693,213402.6742,360360.4274,301159.2015,214911.7715,261023.5385,164128.6514,250431.9796,16503.9812
PI(O-36:2) | PI(P-36:1),53736.20424,145027.9495,130590.689,57348.46469,89429.22685,307076.3834,259782.8638,214499.4573,94642.2252,86124.08664,245554.2974,17265.60114
[TG(58:4)]_FA16:1,149000.8518,85600.40584,107243.9482,87587.68539,254471.4401,267349.2396,269405.0186,214557.6129,284263.6595,162804.9127,377436.3837,28959.76199
[TG(50:3)]_FA18:2,557102.3599,395203.1118,381402.9048,503108.8933,568487.4233,1358966.831,919649.3301,912596.0273,1073225.574,591283.1831,930300.4248,169117.3528
FA(22:6),3607529.356,1565471.355,2078140.18,1945533.555,2272931.254,2515769.619,944375.3468,2224139.935,3368721.721,2469028.774,3152897.979,497382.3004
PC(44:6),115071.188,81274.7059,79332.44597,76078.36386,99883.36618,51286.04321,119796.4691,111492.2279,116189.1891,81350.68669,111844.1871,14734.10098
[TG(52:4)]_FA20:4,431442.7559,282583.2426,269916.0994,308613.6608,447255.3329,958747.9997,704642.3334,618627.5033,747792.6744,429970.9467,655576.2031,62919.88452
PC(48:2),86853.08533,49819.10287,43721.30292,41612.30279,65409.84412,52487.70365,150906.2708,128097.3098,131444.3687,80893.56419,116890.99,7974.340572
[TG(60:7)]_FA20:4,195215.0545,106795.2489,100878.9077,98254.02777,224742.3344,294489.2989,321347.0642,251314.4365,326653.5227,182120.8706,286598.1031,15624.88112
1-O-stearoyl-Cer(d18:1/16:0),6909.96048,3921.920277,3975.220291,3785.340271,5179.940361,5179.200378,4733.940369,4175.38031,4884.260334,6096.28043,4892.620365,3474.080254
[TG(52:6)]_FA16:0,210191.9926,117300.4287,113629.3283,107763.5871,253737.3766,358987.4088,344734.8882,272104.5409,338210.7284,203826.0932,318458.1042,22928.62161
PI(32:0),218708.9568,657749.2422,619081.0459,365194.9434,247776.8376,1483007.188,1123727.971,1178588.453,275202.0022,279281.9214,1181035.842,166127.3523
[TG(56:2)]_FA16:1,256727.3367,151898.391,151175.9709,128806.4886,344519.4438,428477.6921,436203.166,396973.5798,420943.991,255594.6985,415690.0656,19141.86128
PC(44:7),122547.6096,77816.14603,73979.96466,79243.78571,103475.1074,49457.06325,121410.4479,108278.4268,118951.8714,88851.84616,107880.0482,14008.48093
PI(44:3),36191.08241,48796.06356,49816.12349,23964.40147,42799.14317,116427.4277,109852.5479,80044.36598,43383.98304,36722.38231,109185.8676,8708.520626
CerP(d18:0/16:0),8757.320595,4967.060383,4579.040321,4328.180286,5358.960384,5785.160442,5560.400406,4958.080372,4648.260319,8245.520657,5519.8004,3842.680252
[TG(52:6)]_FA18:2,226550.1385,117104.728,114439.1472,110173.2275,217202.1739,339397.0051,346998.8486,269545.8394,335295.0054,196970.8747,312768.9614,45029.16341
[TG(48:1)]_FA16:1,461704.8921,311665.3616,302087.7605,426794.5522,521783.1182,1109652.66,766371.1704,782897.6392,889318.0195,500086.8347,765784.1323,118073.269
PI(36:0),119847.1689,331884.1223,315970.3428,198227.7145,190111.5319,673410.5684,592815.8179,607452.3384,230509.9161,232806.538,602851.7437,71532.24475
PC(O-44:5),169851.1116,113655.828,105821.3472,119165.3281,148108.8886,72965.16467,166897.3317,164503.5508,170451.9518,123629.8277,163650.0715,16569.3811
PI(24:0),54982.30365,149278.0306,143768.3704,61394.28407,59620.7037,303291.3419,269093.402,229691.4797,66479.34543,68015.12427,272684.8202,29667.26199
PI(44:10),34803.72223,57119.72412,57911.70425,26887.14198,48459.90301,140234.5108,120246.8898,85969.16568,45520.78327,39037.82275,126993.5484,10810.8208
[TG(54:5)]_FA18:0,188925.8338,101052.5069,98490.50549,84466.3067,214596.4558,349799.0475,291997.6992,215770.3532,267246.5597,179283.7335,250933.3184,15648.02109
CerP(d18:1/8:0),7437.220551,4649.260315,4323.440304,4104.060276,7243.880512,6176.220413,5241.460381,5692.500381,5402.280407,7349.400578,4782.640312,3514.960247
PS(O-40:6)_2,827365.1478,565460.5801,527480.8407,528906.8555,1016598.942,980179.2366,684455.2856,548615.6934,882651.6992,493181.3792,1009695.709,46443.16309
[TG(50:2)]_FA18:2,188993.1732,110661.2083,106357.3469,111131.788,196225.7319,328098.6426,305543.8618,240591.8148,308758.4848,178961.1504,287155.8765,27040.36188
PI(44:5),33552.80288,51708.40373,49578.38376,25281.36186,38354.44251,117774.0277,111440.6481,75766.36523,43978.88334,36243.06274,105619.6068,10304.46075
[TG(50:1)]_FA18:2,135591.3691,79592.88626,79239.28561,79802.48526,141134.0121,208475.0535,238823.137,184440.0747,219455.2772,137598.5104,197002.8121,19282.9814
[TG(54:0)]_FA18:1,264249.2183,134293.4893,132478.008,153948.632,295307.3038,415215.3727,429162.5713,323817.5431,408912.4761,268944.6819,383372.6067,20824.62158
[TG(56:8)]_FA20:4,275474.1622,158604.9899,137829.79,138862.4717,287671.662,728862.1257,371382.8717,287698.1596,362617.1683,222138.8539,324439.8213,28462.34201
PI(O-36:0),89808.16728,153351.2311,138586.6483,70314.46466,97474.62794,325712.4849,287820.801,242575.8368,109278.8075,104682.1682,287433.2401,23477.38171
PI(42:6),52137.36331,99896.38577,93047.08667,40506.20247,59534.90388,199072.2742,183839.1156,147354.4706,63023.30444,72178.48515,187773.4729,12389.46094
PE(40:7),309194.0607,237922.3335,226168.5356,228421.816,138294.5099,135291.9287,329074.4026,306136.1252,373290.4916,114605.1864,351234.9231,32835.74266
PC(O-44:4),151532.6907,102636.4476,98919.74574,101856.5862,134923.9301,68686.42407,152460.0092,145449.2702,153017.2113,110845.9496,148272.0113,15460.46112
[TG(48:1)]_FA18:2,258108.9584,158503.9881,149193.8906,163165.9708,271325.9576,425941.7076,445203.491,379158.3682,422334.486,253462.5582,376110.687,21596.10129
[TG(60:11)]_FA18:1,124456.5886,65570.2843,68363.98451,68321.4245,150714.8513,192764.054,201890.134,157862.2294,219121.8971,119387.7885,192577.4921,15241.88103
17:0 Campesteryl ester_simulated | CE(18:0) | 16:0 Sitosteryl ester,916322.8886,1283384.67,1359008.131,1448095.138,989100.5521,2827588.494,2836454.044,2569347.315,2974549.913,1081618.666,2929759.022,40736.1029
LPI(22:0) | PI(22:0),246538.1788,331253.7801,323576.7619,140584.2306,200182.1526,785173.9023,597120.1698,499693.8278,219516.5145,113804.2898,891227.921,53458.08359
SM(d18:0/14:0),343309.0106,197901.8741,195507.6167,209559.472,233737.5359,177002.0942,613615.2659,524940.093,541496.9399,370782.5047,479532.8375,30029.44193
[TG(58:0)]_FA16:0,148321.5684,79858.12564,81251.76648,74111.9064,204077.9136,295092.9589,213608.6949,176816.6135,261046.1584,139487.5898,239137.3168,14726.421
PS(38:4),670497.4663,410558.6677,366593.0292,417260.7246,782265.6553,754242.2578,461835.729,431809.772,689484.3013,370287.7871,811907.561,56082.00366
PG(22:2),231869.4769,127423.6481,120095.8888,116602.8084,177266.7319,336786.5296,330731.1611,276152.502,315567.259,190987.0319,325506.8813,125446.6895
LPC(18:1),462812.6333,285065.5809,336009.7488,336560.4811,327643.248,323267.3604,821422.5344,839365.7826,847458.8862,492847.8236,766609.4917,33821.68259
PC(O-32:3),1525172.563,1074828.794,1170237.382,1267979.762,1288049.222,579234.0526,1444088.548,1800020.609,1873334.53,1199819.152,1606388.779,49340.46408
