Sample,cKO_injured_1,cKO_injured_2,cKO_injured_3,cKO_injured_4,cKO_injured_5,cKO_healthy_1,cKO_healthy_2,cKO_healthy_3,cKO_healthy_4,cKO_healthy_5,cKO_healthy_6
[TG(54:7)]_FA16:0,0.0019530254626943576,0.0012900397569865461,0.001965567640305244,0.001755699485275515,0.0071566894228083265,0.0004018493631032867,0.0003140015228122708,0.000264712868892314,0.00034566425491401294,0.0031857895910149038,0.0002679260594135439
[TG(56:8)]_FA18:1,0.001795901453937608,0.0011724953462432708,0.001815688877055218,0.0017099202616475265,0.006264584904489826,0.00035252330851379094,0.000316107168202037,0.0002721998922030398,0.0003555768732660023,0.002977556025118825,0.0002704351057286495
[TG(56:7)]_FA18:0,0.002285135091463649,0.001538505800806559,0.0023379719271728883,0.002059140705191387,0.007992168722842382,0.0005428525589497709,0.0004431338636055675,0.00037415348421502496,0.0004864793487664421,0.003760089388340342,0.0003865397797883019
PG(18:4),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPG(18:4),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[TG(54:8)]_FA16:1,0.0015001505823326131,0.001011996543977481,0.0013911827793217152,0.001234281139860891,0.004925260042651059,0.0004748241398476534,0.000351461174811018,0.0002891114792647388,0.00040175846514535436,0.0022936958902153876,0.0003189389986204723
LPG(21:0),9.283007861727911e-05,8.523818133751326e-05,6.425871879499421e-05,0.001019416571852105,9.168815621717309e-05,8.651685795220231e-05,8.329026784475046e-05,6.877081895332817e-05,8.32417860520682e-05,8.796761950546217e-05,7.441097095345364e-05
PG(20:0),9.205849093734308e-05,9.033388558837744e-05,6.707147735204358e-05,0.0010206969080057743,0.00010374359602254226,9.375980004758499e-05,8.229504473498618e-05,7.081868182925022e-05,8.604456361554869e-05,9.572461695234211e-05,7.042512710908012e-05
PI(O-40:5) | PI(P-40:4),0.00030513206271965283,0.0012973072925202768,0.00113825744073397,0.0004994128080834773,0.00039764264733571175,0.002051012167713396,0.003102644944359581,0.0025938788543209902,0.0009773763510137902,0.000648952067594154,0.00259479720955421
FA(15:1),0.0,0.0,6.653720495976592e-05,0.000773577302181921,0.00010705825677780367,0.0,0.0,0.0,0.0,0.0,0.0
PI(O-42:6),0.0013426589244388085,0.0018977960313453412,0.0020011110630079984,0.0007921367665424775,0.0006189974879634104,0.0033764227260950084,0.0037975675669098814,0.004368772961664373,0.0021893516156618106,0.0020525342332859096,0.004640889727048527
PS(O-40:4),0.0004465514571397934,0.0005234711572212505,0.00044561395381012895,0.0004431684393194274,0.0004844206132179793,0.00020199250425539573,0.00016378600897960235,0.00012686041736419037,0.00015968593387617177,0.00016490779268847456,0.00014929112526000744
PI(O-40:6) | PI(P-40:5),0.009431698263176636,0.02183237146649529,0.019370155595361867,0.007736640108107501,0.006448934839616262,0.032179511744089104,0.03892935383685172,0.03595033018030225,0.016470539779307472,0.022399394015023867,0.0348400799729228
LPG(15:0) | PG(O-16:0)_2,3.4407817441674004e-07,2.4886884316301294e-07,5.7851703818578615e-06,3.5452282642277263e-07,2.8573269032137475e-07,2.3225882398465055e-08,3.1829673460343884e-08,1.5643675106442997e-07,0.0,9.777189397846946e-08,1.5772965025223762e-07
FA(18:1),0.000998344073274797,0.0,0.0,0.0,0.0008525416510598077,0.002038372029532003,0.0006690218496888429,0.0006015448429140366,0.0011461124728660806,0.0,0.0005954702171924517
LPG(18:0) | PG(18:0),0.00017321614554816317,0.00021880477362121504,0.0002779968300054683,6.869633189552848e-05,0.0006163963680834165,6.070990397854163e-05,4.397201347459285e-05,0.0,3.162231675991004e-05,3.13200816115422e-05,1.8898034168639595e-05
LPI(12:0) | PI(12:0),0.0011065763067318252,0.0008643551561446105,0.0010856306119675144,0.00048042733269682865,0.0007917943305059274,0.0015956846886333628,0.002560020429926404,0.0015233051898953965,0.0016289330263032017,0.0010884616332415863,0.003494532799097049
LPI(12:0) | PI(12:0)_3,0.0010657297919188361,0.0008394743143462775,0.0010771961271184875,0.0005334641293886444,0.0007915627608768806,0.001557588054161732,0.0025183708233558607,0.0014868875397235774,0.0015941130745798307,0.0012364493243063176,0.0034090409110220893
LPS(21:0),0.00012382166826529014,0.00011237195789239241,9.110940451872417e-05,0.0010371015102503228,0.00013271833927988602,0.00011974921423557601,0.00011695869254023278,9.365262292466991e-05,0.00011342347202043278,0.00011777161871105881,9.571609669658449e-05
PC(32:3),0.002896097449557498,0.0029039297768210385,0.0028586409197681292,0.003548793144210521,0.0026055105806324034,0.0005464763079985069,0.0010121031488066038,0.0012016414227139184,0.0013791578355593134,0.0016645659659795177,0.0012527977254223608
PC(O-34:4),0.003260609412305866,0.0032596030999669495,0.0032951968373283085,0.003947071655267666,0.002931571023728923,0.000651749159856355,0.001090403415348346,0.0013311670561814027,0.0015541167997543985,0.0018680497702441784,0.0014082160405894785
PC(P-32:4),0.003129438564098186,0.0031199084974152507,0.0031879300121236426,0.003919051447472958,0.0028202514548212993,0.000581491651878905,0.0010971490336595586,0.0013204901236807572,0.0015108863534734353,0.0018270832815586674,0.001370204517942625
PG(38:7),0.0008636530291060994,0.0009599291609543072,0.0008942580798782785,0.0007394330905426584,0.0017501066208097035,0.0004556737817907541,0.000368555083022337,0.00027969007399494805,0.00037873483582297906,0.0006373971317454055,0.00028897066985021733
SM(d18:1/18:1)9Z)),0.002854403143088853,0.0028861008736551603,0.002902003061564959,0.0035623703014999136,0.0025752981651278655,0.0004945815865191624,0.0010103654517999714,0.0012070920871668424,0.0013760374913816614,0.0016470347473404184,0.001279479934602021
PC(O-34:2),0.0029787096857270866,0.002933095908968106,0.0029652658106584335,0.0035496560629255654,0.002620682846939297,0.000586296682570613,0.001014984433947894,0.0012283700127394812,0.0014212429501708717,0.0016871231415108122,0.0012752904825453911
PC(O-34:3),0.003180002906548691,0.0031112893725423712,0.003159292614731892,0.003858998282081542,0.0028385476874038355,0.0006318112125529243,0.0010868129092659084,0.0012873432307123139,0.0015377702485761344,0.0018218946374319836,0.0013638421467329024
PS(22:7),0.0001290745964418806,0.00011726829533319051,8.779689058007496e-05,0.0010392754772499365,0.00013526125989544156,0.00012042507117235017,0.00011619613789797126,0.00010347952567323178,0.0001140947116107955,0.00011301014241964333,0.00010221654444026963
LPG(18:0) | PG(18:0)_2,0.00016924296830532397,0.0002301880444502212,0.00027658361931706557,8.124717057914917e-05,0.0006202924666513332,6.121528758507694e-05,5.168263319253238e-05,7.436768410858285e-06,3.1416761407250345e-05,5.731311217610419e-05,2.38714627700462e-05
PC(32:0),0.0028612983673194617,0.0029054143455054574,0.0028632767992296092,0.0035321084510636725,0.002590508958406401,0.0005015357983959223,0.0010071694874696604,0.0012107882546663626,0.0014222713308161582,0.0016705165565789406,0.001282855034123964
PC(32:1),0.0028568920677073876,0.0028422931140301014,0.0028804205098904574,0.003516330833592044,0.0025859781058270906,0.0005257090375815873,0.000999933142483352,0.001215301560609955,0.0013782404749523094,0.0016702855480141342,0.001279179135819771
LPI(12:0) | PI(12:0)_2,0.0010434728539910085,0.0008576611123567428,0.0010838053527739376,0.0006746838422782196,0.0007947996291911302,0.0015793067336323271,0.0025392401346513702,0.0015171907903715458,0.0016598079922419443,0.0011436566353838669,0.0034887592914113826
SM(d18:1/18:0),0.0028899703818381075,0.0028727036262388888,0.0028405819252301416,0.003557443609127593,0.0025930613997943663,0.0005786243821362839,0.0010038523631641556,0.0012155249546422617,0.0013909387669867569,0.001671989848246685,0.0012911921067974414
PC(32:2),0.0028449466794356047,0.0028616528216827706,0.0028039606875036047,0.0035211948382358744,0.0025985089684658546,0.0005626630969335688,0.0010018502339082275,0.001198356306615574,0.0013950924504657855,0.0016776993834208699,0.0012862806577534458
SM(d18:0/18:0),0.002850955790760226,0.0028110017890366767,0.0028263058987273762,0.0034543733933705962,0.002568478977348987,0.0005100960775879723,0.0010152620742718635,0.0012237159560443442,0.0013740055904884567,0.0016613681717086986,0.0012741242460403484
SM(d18:2/18:1),0.0028762240789699752,0.002879109391651974,0.0029190759393766387,0.003545280414189655,0.002547946908203621,0.0005644285258874257,0.0010229314639937357,0.0012340296395748373,0.0013970228071227594,0.001742446654701042,0.0012732767377624898
PC(34:5),0.00456108903277185,0.004679448372617615,0.005001221331885631,0.005827398338010805,0.004281082246629361,0.0014303830403730863,0.0016065971103762775,0.0020400842682181436,0.0022325132844910585,0.002687214394625041,0.0019893877699419223
[TG(50:3)]_FA18:0,0.0005587788657835641,0.00030706655719518506,0.00029435914679409533,0.0003364598214025566,0.0004868062591162777,0.0009493013831073376,0.0010360743821210662,0.0008365909379630396,0.0009565527084916674,0.0008672098051238395,0.0007971368267800927
LPS(18:0) | PS(18:0),0.00039838612685336264,0.0004930134293072387,0.000557627675252653,0.00022963230602049273,0.0011790578805823408,0.0002598005464277616,0.0002364770475351859,0.00013896014982145853,0.00020990974053457142,0.00023793766063044853,0.00016568549039796908
LPS(18:0) | PS(18:0)_2,0.000414735539553869,0.0004889662921640761,0.0005686319204903368,0.0002269727925415171,0.0011613507693015173,0.00025850212637392844,0.00024252511433910183,0.00013759169037720625,0.00020635312111384605,0.000232264178545657,0.00017185584774991907
FA(24:5),0.0018241833001174667,0.0007336807273712485,0.0012249275360469495,0.0017887619396972018,0.002906074889519514,0.01967711948976353,0.0017259517726813149,0.0009404932502437591,0.0030332060726758385,0.001508251616410114,0.0014411978891044192
PC(32:4),0.002436419541160862,0.002501725477404565,0.002556129265910659,0.0030231046027903922,0.00218415773518012,0.0004419630943894679,0.0009225362733722745,0.001093701597168878,0.0012498333898169852,0.0015125482444118326,0.0010871513479140448
PC(34:4),0.005091973883854042,0.005085084199458879,0.005460373686720089,0.006355115995045074,0.004734901318772874,0.0016138863712149426,0.0017761582835980729,0.002237193896282362,0.0024875243655241865,0.002982333274429337,0.002233127249616848
PC(O-34:1),0.0029451065701264585,0.0028885404561224816,0.0029650847524398576,0.003587448340049371,0.0026456477429478396,0.0008616960257505272,0.001023302735623244,0.0012400928506814438,0.0013935246556474768,0.0016969553740524405,0.001279819991685801
[TG(48:2)]_FA18:0,0.0005704364261100678,0.00033131791182474865,0.0003576116205557327,0.0003729725364537483,0.0005213255286143235,0.0010008865411965512,0.001099668544259196,0.0008971527295889822,0.0009903919847923542,0.0009146491996154492,0.00086080121255886
[TG(52:2)]_FA18:0,0.0004937409311812406,0.00028248911540733167,0.0002836110594673674,0.00032447380602671616,0.0004619489931696059,0.00120805941492899,0.0008663270302404361,0.0006925277988780016,0.0008482265175822233,0.0007638938076457065,0.0007033127612496447
PS(38:7),0.0009843407219113534,0.001064896931596374,0.0009889915946343288,0.0008690897376787052,0.001822067782589485,0.0005281910566010246,0.0004447885727245483,0.00033920610862293453,0.0004605041815025941,0.0006696355466028397,0.0003587148241188648
[TG(50:4)]_FA18:1,0.0005245350473969021,0.00030457764743792965,0.00029843191862122487,0.0003318638222992871,0.00048176982705161106,0.0009304366658108421,0.000991645123614013,0.0007851742264632708,0.0009145841065512903,0.0008570805515184869,0.0007634808043164733
[TG(48:3)]_FA18:1,0.0005672566323831317,0.00031675528374389985,0.0003264932782227571,0.00037921738028228456,0.0004983290931374005,0.0009493175506442646,0.0010621571858947419,0.0008640515091434028,0.0009339273189710602,0.000881466201503461,0.0008183899156630935
PC(O-34:0),0.0029576759613493203,0.0028966344733432113,0.0030176951415350297,0.0036851847998458547,0.0026568879512261917,0.0008617032409809386,0.001040302755911453,0.00129120059809411,0.0014610419438400163,0.0017258674710300495,0.0013319375548787513
Cer(d18:2/16:0),1.396489769693328e-05,2.750600739010709e-05,6.2790116667283485e-06,1.3889752238031197e-05,4.0784763553527407e-05,7.244274034279402e-06,4.068084475756902e-06,5.178543791101911e-06,5.19296257728778e-06,2.0851054385465956e-05,3.83072664720549e-06
SM(d18:2/20:1),0.004872941936925374,0.004853118619829375,0.005126452611877241,0.006133910332223148,0.00453699894632138,0.0015702235349370625,0.0017390793508294516,0.0021707544839340734,0.0024299244086960626,0.0028822934144996227,0.0022100273692966564
[TG(52:3)]_FA18:1,0.0004859872889598346,0.00028018796043920255,0.00028477691638991733,0.000334996971093144,0.00048011400953926355,0.001327410033400902,0.0008449091044951231,0.0006973994632839494,0.0008347003340488092,0.0007530068673447723,0.0006609044327991761
LPS(18:4),0.0002906647106660789,0.0002045659370511127,0.00017991600181647757,0.00019118858425038496,0.00027503005112086996,0.0006167355912967854,0.0005937416281238185,0.0006739354229849353,0.0006448084387386506,0.00024622093146809397,0.000539457056353058
PI(P-42:6),0.00622011058478718,0.0228014824477768,0.02393391955476592,0.008852712458741464,0.005851708866495531,0.03038952998375417,0.03195513486340188,0.032681081577074014,0.02097606015303913,0.02190766459738517,0.03364569181721156
PG(O-38:0),0.0007683403581983684,0.0008581069379097754,0.0007964579821310769,0.0006665235338923439,0.0013704972467468606,0.0004424245810446333,0.00035150324474750793,0.000261352218872649,0.0003673657892015639,0.0005315716610990572,0.0002769498195072161
LPS(18:4)_2,0.00029132498090215017,0.00020766496967989783,0.00017303874183662667,0.00018519279836252804,0.00028084698347023994,0.0006142981617408639,0.0005773608706475629,0.0006745676033363426,0.0006380472353270105,0.00024711129919231654,0.0005367100691384259
PC(34:3),0.004737576992040792,0.004794276042217996,0.0050509714253004654,0.005936835868582305,0.004436468313482926,0.001559607078839539,0.001725634456550777,0.002176744879214967,0.0024275944509345266,0.0029279215382053167,0.002213468605709909
PI(34:5),0.0,0.00010397871302131709,8.190643576680527e-05,0.0,0.0,0.0002679321916051804,0.0002801876014191375,0.00032853818309170664,0.0,1.0257043031025873e-05,0.00020522628859695848
PS(O-38:0),0.0008515368073131513,0.0009302532800067301,0.0008612492655602236,0.0007783116319563395,0.001417863440565292,0.0004785396938657688,0.0003898541465517797,0.00029462897833906407,0.00041630424723140147,0.0005538459558224524,0.0003265071958167658
[TG(58:7)]_FA20:0,0.001135490275379905,0.001048578445972244,0.001008505779059431,0.0007696865223716013,0.0033145037794300143,0.0005695382179329148,0.000561290780239123,0.0004475613250742194,0.0005635082465177359,0.00118141592698833,0.00043008305077533104
[TG(50:4)]_FA18:0,0.0003457668062683439,0.00018959842265930227,0.00018711016334245343,0.00019927941203806818,0.00031788382833064673,0.0005789365890633097,0.000541828110553984,0.00040441339165035695,0.0005727314386236613,0.0005312063304766521,0.0005495406483427049
FA(22:1),0.0011157397219619032,0.0005492166478696947,0.0008987979835429329,0.0011048188970955023,0.0015281675901949391,0.009463335802193643,0.0010924806862489668,0.0006212189631464119,0.001705626989462033,0.0012593433175107675,0.0012646250990046332
LPI(22:4) | PI(22:4),3.339241209006667e-05,0.0002204294560984562,0.00019795342964781576,0.00010087735002182368,2.3903032921166716e-05,0.00036083740754453726,0.0004031071220113932,0.00041523603371086795,5.799881311935978e-05,5.197881841437812e-05,0.0002911493339420165
PC(34:6),0.0031673565144773506,0.0031066255714377886,0.003308415540344108,0.0038818923254306126,0.0028736772174347835,0.0009892843741766135,0.0011584323626010796,0.0014420123576803162,0.0016486815426442274,0.0019420829323318638,0.0014531464597472674
PS(O-40:1),0.0006798167044157904,0.0007304215371030158,0.0007366311265106994,0.0006106878234481859,0.00104787475799376,0.00042286986683872133,0.0003143195503777985,0.0002732350446148594,0.00032736470981225603,0.00034072612368985476,0.0002603874619513551
[TG(52:6)]_FA20:4,0.0007560748227470977,0.0004491127391121256,0.0004171697133070008,0.0004905386240089825,0.0006147286849766905,0.0012386071927122614,0.0012648597651440106,0.001043752192124012,0.0012901627971811012,0.0011007066540346705,0.0010439682357812662
LPI(22:4) | PI(22:4)_2,3.3718327801978254e-05,0.0002181233733048205,0.00020184557314776653,0.00010349477441934577,2.096346223750528e-05,0.0003460183158084572,0.00040812032958776885,0.00040973195615799565,5.7824519748760714e-05,5.177264132947756e-05,0.00029059169410051007
[TG(56:1)]_FA16:1,0.009776602193530298,0.00646202395847233,0.006961679550156403,0.0064775435437886735,0.008018141941242736,0.012568030108084273,0.015205093715628714,0.01809402286169927,0.01567655120475742,0.013408450207673377,0.01617410962733272
[TG(56:0)]_FA16:0,0.013063260533619165,0.00881948335533035,0.009604855676118683,0.00883036370726613,0.011302644470593697,0.01734342314250185,0.020597632730627757,0.023744069850189408,0.02140525165216953,0.018478334452430262,0.021928606835248932
[TG(54:6)]_FA20:4,0.0005446259354376521,0.00031608575794323207,0.0003026904094162836,0.0003659333796615132,0.00044887570023646354,0.001104303932677493,0.0008597177170877921,0.0007066758529764986,0.0009094471879550532,0.0007422727903360243,0.000716752434773963
PI(42:11),7.199881560510145e-05,0.00024293393090900643,0.00023986434319768005,9.576338765886434e-05,0.00013512846097370762,0.0004232527467324352,0.0003980529066907611,0.00040611651580537534,0.0002026289278541031,0.00023655794569118737,0.0003102851300728241
PE(22:2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SM(d16:1/22:1),0.0035632511420117794,0.0034533184286141124,0.003790984881992478,0.004360700266075417,0.003327992437921662,0.001208798881665069,0.0013522722872626226,0.0017335867190025572,0.001923513667695299,0.0021681643480625447,0.0016536994479345642
SM(d18:1/24:0),0.003030674763756196,0.0028692383306997255,0.003020590371977374,0.003405248547550626,0.0029837314127681945,0.0007182386027213077,0.0012649584576418854,0.00159716904762117,0.0015761139772411702,0.0017989125004464251,0.0013075290719811634
PG(O-40:1),0.0005459266674830495,0.0006233516678458272,0.0006680287726984106,0.0004898579671100019,0.0009071704578669202,0.00038168730322383625,0.00028044479153188027,0.00022041651465992538,0.0002828875184043199,0.0003291590811066382,0.00021439927045955787
[TG(58:2)]_FA18:2,0.01402601682191799,0.009414956349116538,0.010165410406339255,0.010000018943278061,0.011115880753679338,0.01779485418323243,0.021348565941733903,0.02408331516536728,0.022690473752364416,0.020207317174393634,0.022274088764170273
PC(38:0),0.003029439383021853,0.002839897602177108,0.003003606575658399,0.003395893462981429,0.0029940610371524895,0.000742402799244165,0.0012771402664951115,0.0015996092802706364,0.0015751940224801423,0.0017786391803016272,0.0013170365952797389
PE(36:4),0.00027998642308672833,0.00028285573179780046,0.0002844648775480777,0.0002857563936221283,0.00011973355376317499,5.871484969164673e-05,0.00012663509780980325,0.0001313129400075679,0.00015320161377564974,5.094223939476372e-05,0.0001266702743952532
PC(O-40:3),0.0027683035884506443,0.0025707949178197407,0.0028133849971209014,0.0031153329711567966,0.0028618675248958613,0.0004994541782733712,0.0012159809015253294,0.001515103366154209,0.0015003102292021355,0.001712798021967141,0.0012494287226047255
PI(40:0),0.013617059364869372,0.01934214798641912,0.020274721350440107,0.0076381336461035275,0.006001476609865175,0.02808985901911997,0.0295697863009795,0.030723726408310954,0.018162545506139875,0.018633926255278932,0.031284854226829986
PC(P-40:6),0.0030355982164415366,0.0028469446668257454,0.0030448837247493117,0.0034144128675742355,0.002989565099076299,0.0008396631109371482,0.0012900032029106356,0.0015783842974281812,0.0015675487410388195,0.0017789750451454721,0.0013015063993148462
[TG(48:3)]_FA18:0,0.000386710562472753,0.00023020869701514656,0.00024225009536997362,0.00025941970921119546,0.00044313207546167705,0.0007052605571723121,0.0006370168118059968,0.0005694626436530235,0.0006671753384672642,0.0005747290462561955,0.0006114065377485599
[TG(58:0)]_FA18:0,0.016340531147160223,0.010953116581382418,0.01189076131199609,0.011068781169616244,0.013261514067055209,0.021331036484345978,0.025170021293007938,0.027962784806506435,0.025000922539323234,0.023273242180196437,0.02481612486047718
[TG(58:1)]_FA18:1,0.014453759152197227,0.009542254223399115,0.010217747480820714,0.010202723202988496,0.011184968352442197,0.018007282705647592,0.02149565693086531,0.024288634929597274,0.022873785358859408,0.02030113669503674,0.0224340361485655
PC(36:8),0.003544250703392229,0.003419630887098367,0.0038475599493359366,0.004404424220540682,0.0033386064778311787,0.0012739219726724048,0.0013437536456175376,0.0018005390858363145,0.0019431070846073102,0.002251452600073492,0.0016545757325783694
PC(38:1),0.003049472916544051,0.0028772470283485456,0.003014274000878009,0.0034191872499892326,0.002942767485359758,0.0008144078521909798,0.001265434199305989,0.001597025447485073,0.001567765575155445,0.0018025819560801364,0.0013308632889285587
PC(38:2),0.0031146522907755576,0.002934890412992655,0.0031120316046569763,0.0035382253197587966,0.003099705154669036,0.000879625518130416,0.0013040510207772231,0.0016364182320869113,0.0016219721295702638,0.001843253598273966,0.0013446119822941062
PC(O-36:4),0.003329300279930301,0.003274993401256939,0.0036448943011856984,0.00409719412163511,0.003206452401120421,0.0011537974105142602,0.00129073132590854,0.0016910301244800283,0.001874368412082231,0.002092665894794905,0.0015919701821507945
PE(20:1),0.00026727826677409915,0.0002572589211866999,0.00026256486372246124,0.0002548519425499535,9.186454737732414e-05,8.21613521035073e-05,0.00011917598932365824,0.00010910572644408981,0.00013106842607493277,4.80125886659297e-05,0.00010235709026996423
PS(O-38:3)_2,0.0007955500100462861,0.0008729376398809232,0.0007642259188325736,0.0007370551285637685,0.00113241413203232,0.0004923065573795057,0.00038254601339654586,0.00029248305981165385,0.0003950725016719854,0.0004352528289970911,0.00030805166935601126
SM(d18:0/24:0),0.0030564550058883194,0.0028069939411910537,0.0029858097667598868,0.003403826112206691,0.0030289866718478686,0.0008468420326730673,0.0012809466374424795,0.0015613475273124143,0.0015691341652295649,0.0017851476191089925,0.0013083203067895783
PC(O-36:1),0.0036168296745848144,0.003458584502760624,0.0038930615286086527,0.004463401691575547,0.0033651763439638735,0.00130327760131485,0.0013700994901323371,0.0018084857903842991,0.0019475872536875542,0.0022910347321260845,0.0017035618733034234
LPG(15:0) | PG(O-16:0),1.664919528613202e-07,3.7792471700353737e-07,5.194132211590678e-06,1.5509699063443172e-07,8.914211554456644e-08,4.173218833953491e-07,1.114513955095563e-07,1.421365969968541e-07,3.390326883405968e-07,1.8848551526747982e-07,2.576653338283888e-07
PC(34:2),0.00297811097176743,0.002906110186478035,0.0032348682653921723,0.003811101037323302,0.002907890729809278,0.0010330124675889602,0.0011906120540274745,0.001545143932972772,0.0017058414884491126,0.0018899737075662429,0.0014375136426629375
[TG(52:4)]_FA18:2,0.000387956577383759,0.00024263437019762633,0.00022911713141408486,0.0003020766399564229,0.00034001077070789287,0.0010590909116819287,0.0006442687494357875,0.0005417484184684089,0.0007279541809703949,0.0005661974206493279,0.000560200962481032
[TG(54:0)]_FA16:1,0.01646908600900341,0.009853519319587396,0.00836610853936454,0.010255890177325803,0.010662741734535014,0.016689019457744335,0.025328202233845184,0.023584548081448376,0.021394764790582724,0.021014145534776908,0.01952507135761066
PC(34:0),0.0031698163585355803,0.002998967789376611,0.0033404879275223598,0.003872954993196127,0.0030062787389061782,0.001080637773647223,0.0012469720359713334,0.0015871010593396192,0.0017550833563613818,0.001982250383937475,0.0014972571213087522
PC(36:7),0.0038963472079191,0.003833055267130186,0.004199174179385585,0.004923278272167265,0.0037146958465893234,0.0013764234466691295,0.0015061983522525085,0.0020124099191873098,0.0022002001930806576,0.002528314888442662,0.0018925039233718152
PC(P-36:5),0.0031858547003748004,0.0030767480750149715,0.003492873939297681,0.003985103302210863,0.003051526943904524,0.0010902896324503834,0.0012691515963967129,0.0016615642547321884,0.001806778449981611,0.0020446173415590452,0.001526966886771782
PS(O-40:0),0.0007057669825089759,0.0007254579654024551,0.0006800440767808658,0.0006179751219345637,0.0009246296462111608,0.00042838046018583634,0.00032055886161679514,0.0002436475468278322,0.00035852771882480673,0.0003469776049131462,0.0002786976117154337
PS(O-40:5),0.000579487785738117,0.000667195410364333,0.0005398664782222832,0.0005092692209042713,0.0006761952363738876,0.0003286353340953052,0.000279521422766152,0.00022411032329028516,0.00027223614341773036,0.00027646419134732235,0.00022343968999892567
SM(d18:1/20:0),0.002968992755943693,0.0029049180357547544,0.003208632158229786,0.00368249959870316,0.002860398248973152,0.0010125679550064463,0.0011840121376727093,0.0015400644248180998,0.0016800353103398778,0.0019062261298627182,0.0014172710865144405
[TG(56:0)]_FA18:1,0.02201164326034638,0.011987249911090925,0.010853504093973093,0.014301622522020468,0.014350285275867876,0.02269027237843475,0.03135095691216535,0.0289307863021071,0.029061678525400047,0.030330145311897858,0.026098334425251866
PC(O-40:6),0.002829128058081293,0.0026396628964322788,0.002846411742022983,0.0031204993685955552,0.002872294116999934,0.000724481655641133,0.0012353637553069526,0.0015524831406442544,0.001497246155110796,0.0016933328865094068,0.0012556657535045333
PC(34:1),0.003040320251254716,0.002945901755669155,0.003314927465272459,0.003812648934797648,0.002932729516533706,0.001106106210820555,0.0012159298619625215,0.0016201370857962959,0.001705724666664083,0.0019174619032075804,0.0014649955946517829
[TG(56:1)]_FA18:2,0.022145838389503635,0.012052913521940906,0.01094655243364804,0.014485634396533102,0.014230007465342464,0.022998629060012352,0.031226316881705296,0.02889014783650561,0.028957396415701747,0.029977683631940533,0.026257100299812333
PC(40:7),0.0026560320883977284,0.002477972651330325,0.0025834063482142646,0.0029443972494283426,0.0025654221244347407,0.0004577234560770133,0.0012098355517215212,0.0015003024259204437,0.0014361268165555363,0.001581426339970445,0.001222333779529968
PC(O-40:4),0.002768518352658822,0.0026320318059364595,0.0028044197440733397,0.0030789511797149186,0.0028754369257779026,0.0007151792254485185,0.0012311626052748555,0.0015373086344357327,0.0015204824796566229,0.0016568197440156385,0.0012488418757917326
SM(d18:1/24:1)15Z)),0.003342558593095802,0.00315193432981811,0.003416297252370584,0.003839881009507585,0.0033801982645761423,0.001062760628220653,0.0014391148096229705,0.0018396382001977347,0.001789337249672966,0.002003584267859749,0.0014812360284838539
