"lipid","type","mean1","mean2"
"LPG(17:0) | PG(16:0) | PG(O-18:0)_3","PG",1078595.88701172,612532.489990234
"LPG(17:1) | PG(P-18:0)","PG",237877.171636963,121040.885986328
"LPG(17:1) | PG(P-18:0)_2","PG",236589.66159668,122752.621907552
"LPG(17:2)","PG",291018.35144043,134896.072611491
"LPG(18:0) | PG(18:0)","PG",241130.669995117,33181.6389872233
"LPG(18:0) | PG(18:0)_2","PG",244417.778540039,38267.0197753906
"LPG(18:1) | PG(18:1)","PG",138494.138146973,82068.9128011068
"LPG(18:1) | PG(18:1)_2","PG",135541.881286621,83213.5720926921
"LPG(18:2) | PG(18:2)","PG",139301.093048096,86278.5155181885
"LPG(18:2) | PG(18:2)_2","PG",139915.822064209,84878.996480306
"LPG(18:3) | PG(18:3)","PG",140041.305151367,64305.6971944173
"LPG(18:3) | PG(18:3)_2","PG",132891.685064697,63102.889734904
"LPG(18:4)","PG",0,0
"LPG(19:1)","PG",102647.17064209,65162.6175638835
"LPG(20:0)","PG",74702.1133422852,44949.9491882324
"LPG(20:1) | PG(20:1)","PG",96812.4509521484,71192.2084350586
"LPG(20:1) | PG(20:1)_2","PG",95641.48203125,69758.7619018555
"LPG(20:2) | PG(20:2)","PG",117230.541424561,77349.8827260335
"LPG(20:3) | PG(20:3)","PG",114901.826940918,59559.1834818522
"LPG(20:3) | PG(20:3)_2","PG",111892.444445801,61046.2100880941
"LPG(20:4) | PG(20:4)","PG",61007.7563232422,46050.2099151611
"LPG(20:4) | PG(20:4)_2","PG",60133.9482116699,46658.6831614176
"LPG(20:5) | PG(20:5)","PG",28116.5100219727,23372.7123514811
"LPG(20:5) | PG(20:5)_2","PG",31456.3498535156,26390.1485799154
"LPG(22:0) | PG(22:0)","PG",105489.491418457,62391.2290039062
"LPG(22:0) | PG(22:0)_2","PG",110613.160290527,64832.1078491211
"LPG(22:1) | PG(22:1)","PG",94899.9825561523,62671.2713928223
"LPG(22:1) | PG(22:1)_2","PG",92965.3898803711,63385.0797983805
"LPG(22:2)","PG",36998.6480712891,11661.4359283447
"LPG(22:4) | PG(22:4)","PG",57132.2757324219,44442.2864379883
"LPG(22:4) | PG(22:4)_2","PG",58984.5876708984,46213.8397013346
"LPG(22:6) | PG(22:6)","PG",76063.6659973145,58380.2781677246
"LPG(22:6) | PG(22:6)_2","PG",77683.2607910156,58879.7968546549
"LPI(12:0) | PI(12:0)","PI",752492.493737793,734776.030180613
"LPI(12:0) | PI(12:0)_2","PI",767519.997648621,753507.162619273
"LPI(12:0) | PI(12:0)_3","PI",746790.995411682,724924.789279938
"LPI(13:0)","PI",290.284027099609,245.213349660238
"LPI(14:0) | PI(14:0)","PI",1282.62809371948,1391.47676404317
"LPI(14:0) | PI(14:0)_2","PI",1631.78411636353,1567.69343312581
"LPI(14:1)","PI",6198.05641174316,5247.27701886495
"LPI(15:0) | PI(O-16:0)","PI",8832644.50507813,8112598.0535787
"LPI(15:0) | PI(O-16:0)_2","PI",8946937.25554199,8239528.4738973
"LPI(15:1) | PI(P-16:0)","PI",298655.616809082,327967.638796488
"LPI(15:1) | PI(P-16:0)_2","PI",303523.880152893,338097.438761393
"LPI(16:0) | PI(16:0)","PI",237852.224298096,221643.271158854
"LPI(16:0) | PI(16:0)_2","PI",240722.49152832,222895.795041402
"LPI(16:1) | PI(16:1)","PI",485739.590447998,528000.608622233
"LPI(16:1) | PI(16:1)_2","PI",476578.668771362,530530.043917338
"LPI(17:0)","PI",4351695.01171875,4110085.50719198
"LPI(17:1) | PI(P-18:0)","PI",266496.029153442,189481.717901866
"LPI(17:1) | PI(P-18:0)_2","PI",253801.103500366,176909.406252543
"LPI(17:1) | PI(P-18:0)_3","PI",244718.837780762,178940.437587738
"LPI(17:2)","PI",196038.266943359,131544.679705302
"LPI(18:0) | PI(18:0)","PI",385197.372979736,222705.119043986
"LPI(18:0) | PI(18:0)_2","PI",369619.622796631,215646.502545675
"LPI(18:1) | PI(18:1)","PI",256822.696490479,190438.960599263
"LPI(18:1) | PI(18:1)_2","PI",255065.945768738,185194.676399231
"LPI(18:2) | PI(18:2)","PI",193801.302258301,152549.777253469
"LPI(18:2) | PI(18:2)_2","PI",193989.819650269,150947.659933726
"LPI(18:3) | PI(18:3)","PI",137592.043708801,124473.305472056
"LPI(18:3) | PI(18:3)_2","PI",148597.302294922,122247.47803243
"LPI(18:4) | PI(18:4)","PI",56485.5204406738,60727.9270973206
"LPI(18:4) | PI(18:4)_2","PI",58496.2645355225,64414.824663798
"LPI(19:0)","PI",8480.12736816407,39883.9455973307
"LPI(19:1)","PI",140808.150463867,141005.410451253
"LPI(20:0) | PI(20:0)","PI",173439.565841675,153815.116967519
"LPI(20:0) | PI(20:0)_2","PI",165459.779043579,158431.892644246
"LPI(20:1)","PI",117782.387011719,122325.592844645
"LPI(20:2) | PI(20:2)","PI",137204.710891724,135250.917303721
"LPI(20:2) | PI(20:2)_2","PI",137309.463233948,138060.282676697
"LPI(20:3) | PI(20:3)","PI",56529.4127716064,54184.2799510956
"LPI(20:3) | PI(20:3)_2","PI",55833.6717987061,57873.7612984975
"LPI(20:4) | PI(20:4)","PI",50328.7682373047,54145.2771771749
"LPI(20:4) | PI(20:4)_2","PI",49802.6955688477,51584.1272761027
"LPI(20:5) | PI(20:5)","PI",42804.9831314087,56104.0375124613
"LPI(20:5) | PI(20:5)_2","PI",42550.0152191162,58650.8571599324
"LPI(21:0)","PI",80224.397782898,80952.4819717407
"LPI(22:0) | PI(22:0)","PI",194968.937198639,142881.87552007
"LPI(22:0) | PI(22:0)_2","PI",174076.825559235,145260.305342356
"LPI(22:1) | PI(22:1)","PI",94865.0829406738,101861.260696411
"LPI(22:1) | PI(22:1)_2","PI",86871.2555305481,92398.6169052124
"LPI(22:2) | PI(22:2)","PI",59195.2889923096,63811.9306030273
"LPI(22:2) | PI(22:2)_2","PI",58101.4155532837,63875.2450758616
"LPI(22:4) | PI(22:4)","PI",90687.5706512451,98047.9835338593
"LPI(22:4) | PI(22:4)_2","PI",90837.0466491699,101559.710919698
"LPI(22:6) | PI(22:6)","PI",86897.2101623535,64637.774887085
"LPI(22:6) | PI(22:6)_2","PI",90830.4346740723,78404.999941508
"LPS(12:0) | PS(12:0)","PS",22655.0379760742,32037.4794387817
"LPS(12:0) | PS(12:0)_2","PS",21887.4655990601,29628.4754587809
"LPS(13:0) | PS(12:0)","PS",7.65199890136723,1.43999290466316
"LPS(13:0) | PS(12:0)_2","PS",0,88.7800051371256
"LPS(14:0)","PS",714.396044921875,507.726695378621
"LPS(14:1) | PS(14:1)","PS",584.88803024292,538.716680526733
"LPS(14:1) | PS(14:1)_2","PS",536.188037109375,496.463373819987
"LPS(15:0) | PS(O-16:0)","PS",235974.745507813,187167.659667969
"LPS(15:0) | PS(O-16:0)_2","PS",252882.018359375,195096.67191569
"LPS(15:1)","PS",283256.440209961,219063.811747233
"LPS(16:0) | PS(16:0)","PS",387580.895043945,234824.926167806
"LPS(16:0) | PS(16:0)_2","PS",396981.616540527,240074.662424723
"LPS(16:1) | PS(16:1)","PS",340982.971008301,233315.849283854
"LPS(16:1) | PS(16:1)_2","PS",342295.989465332,232164.62029012
"LPS(17:0) | PS(O-18:0)","PS",1600968.79589844,971382.424479167
"LPS(17:0) | PS(O-18:0)_2","PS",1484093.98652344,883469.544108073
"LPS(17:0) | PS(O-18:0)_3","PS",1319749.12851562,784885.17976888
"LPS(17:1) | PS(P-18:0)","PS",386865.866040039,208429.031494141
"LPS(17:1) | PS(P-18:0)_2","PS",392700.767407227,199309.034550985
"LPS(17:2)","PS",473641.905981445,230984.620371501
"LPS(18:1) | PS(18:1)","PS",263482.905603027,148835.615844727
"LPS(18:1) | PS(18:1)_2","PS",263556.895422363,151127.646993001
"LPS(18:2) | PS(18:2)","PS",239237.730895996,153475.718032837
"LPS(18:2) | PS(18:2)_2","PS",239269.475170898,152526.387034098
"LPS(18:3) | PS(18:3)","PS",268592.747723389,158132.742665609
"LPS(18:3) | PS(18:3)_2","PS",265366.184344482,159705.220932007
"LPS(18:4)","PS",200345.513562012,134531.436264038
"LPS(18:4)_2","PS",200106.181817627,133113.189966838
"LPS(19:1)","PS",169684.535461426,102328.213439941
"LPS(20:0) | PS(20:0)","PS",101933.951501465,58330.4744771322
"LPS(20:0) | PS(20:0)_2","PS",106475.231420898,62521.6944580078
"LPS(20:1) | PS(20:1)","PS",140570.361962891,92951.7294108073
"LPS(20:1) | PS(20:1)_2","PS",133662.072314453,82807.7947998047
"LPS(20:2) | PS(20:2)","PS",171252.484838867,108653.336629232
"LPS(20:2) | PS(20:2)_2","PS",172008.820263672,102927.284281413
"LPS(20:3) | PS(20:3)","PS",168526.828497314,92297.9233703613
"LPS(20:3) | PS(20:3)_2","PS",167048.848303223,92152.7552134196
"LPS(20:4) | PS(20:4)","PS",82314.589465332,62611.1908569336
"LPS(20:4) | PS(20:4)_2","PS",81309.4060241699,58506.8407440186
"LPS(20:5) | PS(20:5)","PS",37509.8346435547,31133.6657307943
"LPS(20:5) | PS(20:5)_2","PS",33312.2142822266,28384.1788228353
"LPS(22:0 | PS(22:0)","PS",129233.397412109,74446.4121500651
"LPS(22:0 | PS(22:0)_2","PS",127048.054370117,68678.2022094727
"LPS(22:1) | PS(22:1)","PS",131748.785491943,87556.9487711589
"LPS(22:1) | PS(22:1)_2","PS",138017.199212646,92383.6536712646
"LPS(22:2) | PS(22:2)","PS",146652.941992187,103858.21450297
"LPS(22:2) | PS(22:2)_2","PS",144774.643737793,103924.780873617
"LPS(22:4) | PS(22:4)","PS",71522.9446655273,51750.1840006511
"LPS(22:4) | PS(22:4)_2","PS",72407.476953125,53418.7770284017
"LPS(22:6) | PS(22:6)","PS",96219.2140258789,73491.2650044759
"LPS(22:6) | PS(22:6)_2","PS",93505.8502075195,67829.7163492838
"Lyso_C17sphingosine-1-phosphocholine","SM",75543.6010070801,59755.1005045573
"Lyso_Sphinganine-1-phosphocholine","SM",142154.234533691,112315.567606608
"Lyso_Sphingosine-1-phosphocholine","SM",150473.777313232,123915.882115682
"O-(11-carboxyundecanoyl)carnitine","CAR",1521694.64064789,1548492.19053396
"O-(13-carboxytridecanoyl)carnitine","CAR",1015205.1754097,965200.388487498
"O-(17-carboxyheptadecanoyl)carnitine","CAR",1027759.06091995,1026812.81583532
"O-arachidonoylcarnitine","CAR",860087.975512695,928547.120239258
"O-behenoylcarnitine","CAR",664578.892693329,651185.0880572
"O-oleoylcarnitine | Elaidic carnitine","CAR",3328403.59842453,3520648.62733078
"O-palmitoleoylcarnitine | trans-Hexadec-2-enoyl carnitine","CAR",810070.086094666,809184.944033305
"Palmitoylcarnitine | (5Z)-13-carboxytridec-5-enoylcarnitine","CAR",874759.57827301,878840.912066142
"PC(30:0)","PC",894520.174328613,686560.167236328
"PC(30:1)","PC",908466.798095703,736808.027984619
"PC(30:2)","PC",916700.448205566,746477.83837382
"PC(32:0)","PC",2499606.52687988,2097760.53599548
"PC(32:1)","PC",2488633.06484985,2111872.90197245
"PC(32:2)","PC",2480268.25808716,2101828.44932556
"PC(32:3)","PC",2511206.68468018,2092891.71416855
"PC(32:4)","PC",2149198.40655518,1811284.78142293
"PC(32:5)","PC",1719646.56322632,1430767.52182007
"PC(34:0)","PC",2782619.9901123,2383759.73097992
"PC(34:1)","PC",2720762.42503052,2351316.71839905
"PC(34:2)","PC",2684373.06323242,2329016.71777852
"PC(34:3)","PC",4226192.31071777,3642809.37550354
"PC(34:4)","PC",4526760.55112305,3854247.40694173
"PC(34:5)","PC",4118483.22806396,3525271.98588053
"PC(34:6)","PC",2769155.88058472,2352131.30088806
"PC(36:0) | PC(P-38:6)","PC",2964922.21859131,2510381.85308329
"PC(36:0) | PC(P-38:6)_2","PC",2913168.87381592,2462247.28965759
"PC(36:1)","PC",2910824.10855103,2458605.92035421
"PC(36:2)","PC",2892109.16726074,2469516.18991597
"PC(36:3)","PC",3627223.1133667,3135091.08876292
"PC(36:4)","PC",5091864.7704834,4416181.20765177
"PC(36:5)","PC",4739391.07633057,4123483.55567423
"PC(36:6)","PC",3958695.6645752,3428203.18188477
"PC(36:7)","PC",3484934.1190918,2991354.79155986
"PC(36:8)","PC",3145505.87247925,2729290.704717
"PC(38:0)","PC",2603889.35949707,2198062.14895121
"PC(38:1)","PC",2608914.22969971,2191872.22741699
"PC(38:2)","PC",2694217.66851807,2255505.60891724
"PC(38:3)","PC",3454390.38220215,2960726.46187337
"PC(38:4)","PC",3942076.70540771,3384010.04921468
"PC(38:5)","PC",3956538.39416504,3409688.63164775
"PC(38:6)","PC",4580898.05267334,3926084.46971639
"PC(38:7)","PC",3930312.77770996,3383955.97569784
"PC(38:8)","PC",3390539.97399902,2908242.66210938
"PC(38:9)","PC",3201503.01333008,2728693.28066508
"PC(40:0)","PC",288124.588085937,194952.055582682
"PC(40:1)","PC",433947.880957031,313489.412597656
"PC(40:10)","PC",2418236.73504639,2044317.19544474
"PC(40:2)","PC",495988.877246094,365300.118570964
"PC(40:3)","PC",929333.479541016,722491.760782878
"PC(40:4)","PC",1773042.55863037,1428115.85655721
"PC(40:5)","PC",1934622.41289062,1597537.18162028
"PC(40:6)","PC",2127706.12623596,1775731.581014
"PC(40:7)","PC",2256978.06551208,1893341.13565572
"PC(40:8)","PC",2298691.26948242,1967701.80578868
"PC(40:9)","PC",2285382.24009552,1942019.92590332
"PC(42:0)","PC",101286.719366455,68493.8521219889
"PC(42:1)","PC",83145.2612792969,39970.177734375
"PC(42:10)","PC",243978.924853516,163331.921671549
"PC(42:11)","PC",245096.826855469,168156.025065104
"PC(42:2)","PC",98986.1431640625,42815.8712972005
"PC(42:3)","PC",54996.08046875,17053.668375651
"PC(42:4)","PC",143839.946533203,86402.1303304036
"PC(42:5)","PC",103247.71015625,50198.5185953776
"PC(42:6)","PC",168811.484423828,101108.004150391
"PC(42:7)","PC",211255.902246094,129363.061238607
"PC(42:8)","PC",254436.127880859,178572.403767904
"PC(42:9)","PC",247209.453857422,169942.784627279
"PC(44:0)","PC",43960.6792953491,30549.6887601217
"PC(44:1)","PC",52052.1317199707,38319.7062721252
"PC(44:10)","PC",90443.5706298828,67586.0054550171
"PC(44:12)","PC",119917.179774475,87250.1591097514
"PC(44:2)","PC",61629.8440078735,44798.6001205444
"PC(44:3)","PC",68552.3330078125,48531.3467089335
"PC(44:4)","PC",69954.729473877,48631.1235555013
"PC(44:5)","PC",76245.0654769898,52700.5470441182
"PC(44:6)","PC",75593.912991333,55640.0507278442
"PC(44:7)","PC",77404.0417633057,56216.790687561
"PC(44:8)","PC",83898.9054992676,59566.8676427205
"PC(46:0)","PC",46343.9431747437,33007.3392136892
"PC(46:1)","PC",47147.3752174377,33728.8588034312
"PC(46:2)","PC",47770.0831214905,34643.7727533976
"PC(48:0)","PC",54261.1114532471,41472.4228248596
"PC(48:2)","PC",49508.787033844,36039.819056193
"PC(50:0)","PC",48822.2509414673,34445.8557516734
"PC(52:0)","PC",31592.9023963928,20664.5513280233
"PC(52:4)","PC",36085.8745552063,24214.935198466
"PC(O-32:0)","PC",1271639.97338257,997407.138552348
"PC(O-32:1)","PC",1255229.87755737,1007946.05484517
"PC(O-32:2)","PC",1248406.90453186,1007177.4111735
"PC(O-32:3)","PC",1215913.08030396,985506.312105815
"PC(O-34:0)","PC",2577792.07044067,2200324.78468831
"PC(O-34:1)","PC",2549102.72505493,2161340.59834544
"PC(O-34:2)","PC",2552397.34663086,2159732.9372762
"PC(O-34:3)","PC",2739004.18648682,2293225.13824209
"PC(O-34:4)","PC",2830261.59037476,2402594.42341614
"PC(O-36:0)","PC",3485525.19918213,2976721.38932546
"PC(O-36:1)","PC",3187350.4829834,2751007.88257599
"PC(O-36:2)","PC",2629190.9432373,2259403.62223307
"PC(O-36:3)","PC",2714566.10634766,2329576.86675008
"PC(O-36:4)","PC",2976607.48608398,2558752.36374919
"PC(O-36:5)","PC",2914026.88049316,2510652.79076131
"PC(O-38:0)","PC",4005199.546521,3437681.47634379
"PC(O-38:1)","PC",3430581.38059082,2908969.99223836
"PC(O-38:2)","PC",3222635.11213379,2741521.87250773
"PC(O-38:3)","PC",3115524.23774414,2645492.43290202
"PC(O-38:4)","PC",3019291.34056396,2570934.67143758
"PC(O-38:5)","PC",2961402.42351074,2514427.02820333
"PC(O-38:6)","PC",2939964.8418457,2489553.51853943
"PC(O-40:0)","PC",2249778.98478546,1878124.09989675
"PC(O-40:1)","PC",2299018.58937683,1952282.30554708
"PC(O-40:2)","PC",2300549.5417099,1950067.71455638
"PC(O-40:3)","PC",2412540.21888123,2042230.2877833
"PC(O-40:4)","PC",2417653.49011993,2054324.40938059
"PC(O-40:5)","PC",2416260.23737335,2021192.8893458
"PC(O-40:6)","PC",2443443.68225098,2068074.6059316
"PC(O-42:0)","PC",217177.698388672,149087.032755534
"PC(O-42:1)","PC",239906.233496094,170136.708821615
"PC(O-42:2)","PC",301434.842773438,213031.106038411
"PC(O-42:3)","PC",299987.867773438,214333.189860026
"PC(O-42:4)","PC",259590.530859375,178574.221923828
"PC(O-42:6)","PC",319279.941210938,231781.464518229
"PC(O-44:3)","PC",93322.7515533447,65376.3617757161
"PC(O-44:4)","PC",102513.418945312,79669.5550880432
"PC(O-44:5)","PC",114751.119589233,80528.0327542623
"PC(P-32:4)","PC",2739712.72892456,2322131.38552348
"PC(P-36:5)","PC",2846832.11981812,2421896.61167399
"PC(P-40:6)","PC",2614557.8883667,2181540.43007914
"PC(P-42:4)","PC",279725.83359375,200651.540852865
"PC(P-42:6)","PC",285102.086523438,192855.149332682
"PE(14:0)","PE",82.4480087280273,143.100011189779
"PE(14:1)","PE",146.168002319336,201.003341674805
"PE(16:0)","PE",78124.3055999756,49792.5005086263
"PE(18:0)","PE",114688.784631348,49734.6700998942
"PE(18:1)","PE",229218.26373291,139530.540019989
"PE(18:2)","PE",104588.423556519,63546.6749076843
"PE(18:3)","PE",99688.971395874,55933.5707321167
"PE(18:4)","PE",83518.3733917236,48103.2738234202
"PE(20:0)","PE",170396.05965271,99235.9848696391
"PE(20:1)","PE",190567.075979614,119942.402030945
"PE(20:2)","PE",92288.3388916016,47979.503803889
"PE(20:3)","PE",84186.9374038696,41392.0190162659
"PE(20:4)","PE",79847.9342437744,42351.1661109924
"PE(20:5)","PE",51476.86875,27187.3386230468
"PE(21:0)","PE",45299.4388046265,25702.0085080465
"PE(22:0)","PE",52490.9358886719,30641.6024119059
"PE(22:1)","PE",88326.3854034424,35997.9391759237
"PE(22:2)","PE",0,0
"PE(22:4)","PE",46296.7278045654,17514.7381820679
"PE(22:6)","PE",71225.6010650635,43877.2398554484
"PE(24:0)","PE",51066.1235992432,32014.8223635356
"PE(26:0)","PE",90299.6350219727,51525.3405647278
"PE(26:1)","PE",181233.639666748,109933.607355754
"PE(28:0)","PE",111779.476924133,63058.1719493866
"PE(28:1)","PE",157262.498666382,63629.2148450216
"PE(28:2)","PE",107255.01696167,61599.4176432292
"PE(30:0)","PE",111020.904650879,61397.598256429
"PE(30:1)","PE",140877.702203369,76600.1446501414
"PE(30:2)","PE",171036.990974426,107250.629172007
"PE(30:3)","PE",86762.4623626709,48639.0367037455
"PE(30:4)","PE",45645.7911636353,30391.2424723307
"PE(32:0)","PE",205526.959240723,119999.541590373
"PE(32:1)","PE",111552.94694519,58894.8480262756
"PE(32:2)","PE",86777.5898590088,58036.3810119629
"PE(32:3)","PE",119459.592480469,73744.9894676208
"PE(32:4)","PE",50901.8916259766,38264.6862462362
"PE(32:5)","PE",57464.3559692383,32226.8420333862
"PE(34:1)","PE",165895.44836731,87813.0529174805
"PE(34:2)","PE",123614.789239502,67587.9514719645
"PE(34:3)","PE",112698.444177246,63390.7977549235
"PE(34:4)","PE",95202.6795196533,55496.0173517863
"PE(34:5)","PE",101499.815055084,73685.3877944946
"PE(34:6)","PE",76830.8934341431,51407.6539293925
"PE(36:0)","PE",191798.83474884,92253.3440157572
"PE(36:1)","PE",310748.853768921,152104.999732971
"PE(36:3)","PE",168414.25355835,83507.6760215759
"PE(36:4)","PE",210426.19642334,111540.310923258
"PE(36:5)","PE",70808.8363861084,45655.5767351786
"PE(36:6)","PE",72143.6730117798,43098.2663383484
"PE(36:7)","PE",121414.187719727,61861.7274068197
"PE(36:8)","PE",185502.749984741,102283.077229818
"PE(38:0)","PE",208355.434594727,104234.866925557
"PE(38:0)_2","PE",210555.322988129,114784.457083384
"PE(38:1)","PE",260354.676013184,132420.926019033
"PE(38:2)","PE",194656.941783142,101679.107226054
"PE(38:3)","PE",128911.165629578,73819.1423587799
"PE(38:5)","PE",169368.847964478,96850.2227452596
"PE(38:6)","PE",186868.648883057,100718.77730306
"PE(38:7)","PE",230706.244578552,102382.406960805
"PE(38:8)","PE",275334.564147949,142543.525919596
"PE(38:9)","PE",228112.247662354,129018.995056152
"PE(40:0) | PE(P-42:6)","PE",230574.195904541,93233.8265736898
"PE(40:0) | PE(P-42:6)_2","PE",197228.742510986,81006.1418355306
"PE(40:1)","PE",113325.819033813,54355.6269365947
"PE(40:10)","PE",94436.8662841797,51121.200088501
"PE(40:2)","PE",160961.312863159,94625.4679819743
"PE(40:3)","PE",94516.2109741211,61177.0410143534
"PE(40:4)","PE",113519.476498413,68039.341342926
"PE(40:5)","PE",145445.210668945,85771.0191332499
"PE(40:7)","PE",195164.50848999,104027.19426473
"PE(40:8)","PE",179214.380375671,83045.5186882019
"PE(40:9)","PE",103074.422821045,52892.8037350973
"PE(42:0)","PE",79642.933467865,38896.3464241028
"PE(42:1)","PE",222820.419619751,122126.968995412
"PE(42:10)","PE",251018.04581604,165120.338863373
"PE(42:11)","PE",84353.8661895752,38948.4458974202
"PE(42:2)","PE",505468.807313538,312865.83618482
"PE(42:2)_2","PE",499834.609622192,283477.758954366
"PE(42:3)","PE",54498.2784606934,20879.7641957601
"PE(42:4)","PE",61957.9324005127,33557.2454821269
"PE(42:5)","PE",87103.6223724365,39846.6866035461
"PE(42:6)","PE",103527.791566467,52175.9370765686
"PE(42:7)","PE",94236.098550415,51294.3872559865
"PE(42:9)","PE",183631.481349945,112274.254608154
"PE(44:0)","PE",57528.5721801758,29706.9518343608
"PE(44:1)","PE",59484.1318466186,27283.3885726929
"PE(44:12)","PE",72953.6293365478,37922.0631713867
"PE(44:2)","PE",54692.2960220337,27516.5850842794
"PE(44:3)","PE",65186.6649581909,33297.3959649404
"PE(44:4)","PE",62327.504119873,27902.5886707306
"PE(44:5)","PE",60166.6479415894,30781.6687634786
"PE(44:6)","PE",71526.3771911621,37613.3057327271
"PE(44:7)","PE",85015.9784240723,46638.7362531026
"PE(44:8)","PE",87489.8786529541,45608.8433526357
"PE(46:1)","PE",53936.7958618164,28403.8388595581
"PE(52:4)","PE",42430.3509048462,18587.2678464254
"PE(O-18:0)","PE",97817.9753448486,64508.6978302002
"PE(O-18:1)","PE",216270.632910156,126512.199626923
"PE(O-20:0)","PE",58025.535987854,30593.0689239502
"PE(O-28:0)","PE",100793.658615112,63268.7946968079
"PE(O-30:0)","PE",162636.46015625,96324.350218455
"PE(O-32:1)","PE",153948.416537476,85004.7866923014
"PE(O-32:5)","PE",109334.875823975,57551.7413660685
"PE(O-34:0)","PE",109505.267468262,60139.6809609731
"PE(O-34:1)","PE",113939.779562378,66436.4414958954
"PE(O-34:2)","PE",143184.26645813,74082.7857500712
"PE(O-34:3)","PE",85734.4303588867,49202.1169687907
"PE(O-34:4)","PE",63394.0127685547,40018.6025695801
"PE(O-36:0)","PE",122415.168099976,61623.2113672892
"PE(O-36:1)","PE",174520.456118774,96030.2294858297
"PE(O-36:2)","PE",231866.230480957,126609.075276693
"PE(O-36:3)","PE",203371.348573303,105640.127543132
"PE(O-36:4)","PE",149664.879205322,68423.7116940816
"PE(O-36:5)","PE",111079.192857361,57097.9211730957
"PE(O-38:0)","PE",211306.738943481,88286.8863283793
"PE(O-38:1)","PE",265926.855541992,129444.003997803
"PE(O-38:2)","PE",228845.587280273,105231.794059753
"PE(O-38:3)","PE",152063.751266479,71014.434820811
"PE(O-38:4)","PE",132721.245220947,88096.9588661194
"PE(O-38:5)","PE",128587.576727295,83903.825920105
"PE(O-38:6)","PE",146251.219112396,71388.7953122457
"PE(O-40:0)","PE",193589.174343872,92127.7398986816
"PE(O-40:2)","PE",109738.224084473,59162.297580719
"PE(O-40:3)","PE",88752.5620056152,48819.2373097738
"PE(O-40:4)","PE",87737.1301635742,53678.5237884521
"PE(O-40:5)","PE",160851.539373779,95396.4942855835
"PE(O-40:6)","PE",1359548.41309509,952338.250662486
"PE(O-42:0)","PE",87111.274671936,38341.1728146871
"PE(O-42:2)","PE",145578.350405884,84430.0525868734
"PE(O-42:4)","PE",76885.7653564453,36778.6528778076
"PE(O-42:6)","PE",119885.200210571,55688.6202290853
"PE(P-16:0)","PE",176243.650735474,128008.841986974
"PE(P-20:0)","PE",96968.6105834961,54179.9107081095
"PE(P-28:0)","PE",193667.034957886,117201.485908508
"PE(P-30:0)","PE",186770.45196991,119577.102917989
"PE(P-30:1)","PE",104551.651742554,67330.9743944804
"PE(P-32:1)","PE",107945.06791687,58993.4703979492
"PE(P-34:4)","PE",52108.3835754395,27065.2452494303
"PE(P-36:5)","PE",94455.5143554688,51794.4640019735
"PE(P-36:6)","PE",201199.256698608,100582.513753255
"PE(P-40:7)","PE",257817.981687927,136162.026292801
"PE(P-42:0)","PE",84009.3145050049,43852.9361635844
"PE(P-42:4)","PE",98131.6703811646,50469.2810134888
"PG(14:0)","PG",186.076008605957,63.7866681416828
"PG(18:4)","PG",0,0
"PG(22:2)","PG",32043.9576477051,6130.41373189292
"PG(24:0)","PG",104989.503369141,72907.6579386393
"PG(24:1)","PG",479944.726269531,275069.619934082
"PG(26:0)","PG",322074.691369629,183654.07321167
"PG(28:0)","PG",455923.411694336,154219.083821615
"PG(28:1)","PG",578610.511279297,258735.18363444
"PG(28:2)","PG",193922.90145874,130431.431447347
"PG(30:0)","PG",165515.896655273,108791.903788249
"PG(30:1)","PG",233809.98425293,163066.970774333
"PG(30:2)","PG",133939.065698242,93921.1733296712
"PG(30:3)","PG",140292.903076172,100682.057815552
"PG(30:4)","PG",69532.6688842773,45869.2601064046
"PG(32:0)","PG",124098.034472656,93559.6272481283
"PG(32:1)","PG",197847.497106934,152114.650014242
"PG(32:2)","PG",346572.09876709,290158.933878581
"PG(32:3)","PG",119152.172027588,91801.2541503906
"PG(32:4)","PG",71683.0452758789,63471.1484069824
"PG(32:5)","PG",80119.825769043,65867.1541697184
"PG(34:0)","PG",201124.42890625,150940.250834147
"PG(34:1)","PG",285352.622045898,215003.348866781
"PG(34:2)","PG",187503.069506836,153060.778696696
"PG(34:3)","PG",205351.561212158,148033.003041585
"PG(34:4)","PG",194640.408886719,192049.573547363
"PG(34:5)","PG",57708.568371582,91929.8692016602
"PG(34:5)_2","PG",97398.586730957,144666.896443685
"PG(34:6)","PG",93314.5237792969,73856.5319417318
"PG(36:0)","PG",398917.921044922,259316.369944255
"PG(36:1)","PG",1510554.90803223,1072110.31730143
"PG(36:2)","PG",677721.830944824,502351.444295247
"PG(36:3)","PG",313008.372296143,206733.973022461
"PG(36:4)","PG",195584.245996094,119845.147898356
"PG(36:5)","PG",102835.43927002,76662.1119791667
"PG(36:6)","PG",134363.305834961,106740.560897827
"PG(36:7)","PG",255964.395581055,191542.000223796
"PG(36:8)","PG",419509.97298584,318861.573750814
"PG(38:0) | PG(P-40:6)","PG",534204.974816895,329146.516499837
"PG(38:1)","PG",1212424.11781006,835661.463562012
"PG(38:2)","PG",1665013.6130127,1428700.73493449
"PG(38:3)","PG",373514.38425293,304713.355784098
"PG(38:4)","PG",481475.252539063,350373.890279134
"PG(38:5)","PG",177183.58963623,109168.20098877
